# ****************************************************************************
# CUI
#
# The Advanced Framework for Simulation, Integration, and Modeling (AFSIM)
#
# The use, dissemination or disclosure of data in this file is subject to
# limitation or restriction. See accompanying README and LICENSE for details.
# ****************************************************************************
#Ground target launch data for RED_SRBM_3
#Generated on Wed Feb 17 08:03:03 2010
#loft_angle burn_time ground_range time_of_flight impact_speed impact angle
57.4600 78.3200 619952.82 433.5550 1252.85 -47.4332
57.4600 78.3400 620380.38 433.6972 1257.37 -47.4158
57.4600 78.3600 620850.71 433.8395 1257.05 -47.4133
57.4600 78.3800 621321.35 433.9819 1256.74 -47.4107
57.4600 78.4000 621792.31 434.1244 1256.43 -47.4081
57.4600 78.4200 622263.60 434.2669 1256.13 -47.4055
57.4600 78.4400 622735.19 434.4094 1255.84 -47.4028
57.4600 78.4600 623207.11 434.5521 1255.55 -47.4002
57.4600 78.4800 623636.79 434.6948 1260.14 -47.3827
57.4600 78.5000 624109.35 434.8376 1259.86 -47.3800
57.4600 78.5200 624582.23 434.9805 1259.59 -47.3773
57.4600 78.5400 625055.44 435.1234 1259.33 -47.3745
57.4600 78.5600 625528.96 435.2664 1259.08 -47.3718
57.4600 78.5800 626002.80 435.4094 1258.83 -47.3690
57.4600 78.6000 626476.96 435.5526 1258.59 -47.3662
57.4600 78.6200 626908.76 435.6958 1263.24 -47.3486
57.4600 78.6400 627383.58 435.8391 1263.01 -47.3457
57.4600 78.6600 627858.71 435.9825 1262.79 -47.3428
57.4600 78.6800 628334.17 436.1259 1262.58 -47.3399
57.4600 78.7000 628809.95 436.2694 1262.37 -47.3370
57.4600 78.7200 629286.05 436.4130 1262.17 -47.3341
57.4600 78.7400 629762.48 436.5566 1261.98 -47.3311
57.4600 78.7600 630239.23 436.7003 1261.79 -47.3282
57.4600 78.7800 630673.47 436.8441 1266.51 -47.3104
57.4600 78.8000 631150.87 436.9880 1266.34 -47.3074
57.4600 78.8200 631628.60 437.1319 1266.17 -47.3044
57.4600 78.8400 632106.65 437.2759 1266.01 -47.3013
57.4600 78.8600 632585.03 437.4200 1265.86 -47.2982
57.4600 78.8800 633063.73 437.5641 1265.71 -47.2951
57.4600 78.9000 633542.76 437.7083 1265.57 -47.2920
57.4600 78.9200 634022.12 437.8526 1265.44 -47.2888
57.4600 78.9400 634458.81 437.9970 1270.24 -47.2710
57.4600 78.9600 634938.82 438.1414 1270.12 -47.2678
57.4600 78.9800 635419.16 438.2859 1270.01 -47.2646
57.4600 79.0000 635899.83 438.4305 1269.91 -47.2613
57.4600 79.0200 636380.83 438.5752 1269.81 -47.2581
57.4600 79.0400 636862.15 438.7199 1269.72 -47.2548
57.4600 79.0600 637343.80 438.8647 1269.64 -47.2515
57.4600 79.0800 637825.79 439.0095 1269.56 -47.2482
57.4600 79.1000 638308.10 439.1545 1269.49 -47.2448
57.4600 79.1200 638747.58 439.2995 1274.38 -47.2268
57.4600 79.1400 639230.55 439.4446 1274.32 -47.2235
57.4600 79.1600 639713.85 439.5898 1274.27 -47.2200
57.4600 79.1800 640197.48 439.7350 1274.23 -47.2166
57.4600 79.2000 640681.45 439.8803 1274.20 -47.2132
57.4600 79.2200 641165.74 440.0257 1274.17 -47.2097
57.4600 79.2400 641650.37 440.1712 1274.15 -47.2062
57.4600 79.2600 642135.33 440.3167 1274.14 -47.2027
57.4600 79.2800 642620.63 440.4623 1274.14 -47.1992
57.4600 79.3000 643106.25 440.6080 1274.14 -47.1956
57.4600 79.3200 643592.21 440.7537 1274.15 -47.1920
57.4600 79.3400 644035.14 440.8995 1279.14 -47.1738
57.4600 79.3600 644521.76 441.0455 1279.16 -47.1702
57.4600 79.3800 645008.72 441.1914 1279.20 -47.1666
57.4600 79.4000 645496.01 441.3375 1279.24 -47.1629
57.4600 79.4200 645983.63 441.4836 1279.28 -47.1592
57.4600 79.4400 646471.60 441.6298 1279.33 -47.1555
57.4600 79.4600 646959.89 441.7761 1279.40 -47.1518
57.4600 79.4800 647448.53 441.9225 1279.46 -47.1480
57.4600 79.5000 647937.50 442.0689 1279.54 -47.1443
57.4600 79.5200 648426.80 442.2154 1279.62 -47.1405
57.4600 79.5400 648916.44 442.3619 1279.71 -47.1366
57.4600 79.5600 649406.42 442.5086 1279.81 -47.1328
57.4600 79.5800 649896.74 442.6553 1279.91 -47.1290
57.4600 79.6000 650387.40 442.8021 1280.03 -47.1251
57.4600 79.6200 650834.77 442.9490 1285.16 -47.1066
57.4600 79.6400 651326.09 443.0959 1285.28 -47.1027
57.4600 79.6600 651817.76 443.2430 1285.42 -47.0987
57.4600 79.6800 652309.76 443.3901 1285.56 -47.0948
57.4600 79.7000 652802.11 443.5372 1285.71 -47.0908
57.4600 79.7200 653294.79 443.6845 1285.87 -47.0868
57.4600 79.7400 653787.81 443.8318 1286.04 -47.0827
57.4600 79.7600 654281.18 443.9792 1286.21 -47.0787
57.4600 79.7800 654774.88 444.1267 1286.39 -47.0746
57.4600 79.8000 655268.93 444.2743 1286.58 -47.0705
57.4600 79.8200 655763.32 444.4219 1286.77 -47.0664
57.4600 79.8400 656258.05 444.5696 1286.98 -47.0623
57.4600 79.8600 656753.12 444.7174 1287.19 -47.0581
57.4600 79.8800 657248.54 444.8653 1287.41 -47.0539
57.4600 79.9000 657744.30 445.0132 1287.63 -47.0497
57.4600 79.9200 658240.40 445.1612 1287.87 -47.0455
57.4600 79.9400 658736.84 445.3093 1288.11 -47.0412
57.4600 79.9600 659233.63 445.4575 1288.36 -47.0369
57.4600 79.9800 659730.77 445.6057 1288.61 -47.0326
57.4600 80.0000 660228.24 445.7540 1288.88 -47.0283
57.4600 80.0200 660726.07 445.9024 1289.15 -47.0240
57.4600 80.0400 661224.23 446.0509 1289.43 -47.0196
57.4600 80.0600 661678.71 446.1995 1294.78 -47.0008
57.4600 80.0800 662177.55 446.3481 1295.08 -46.9964
57.4600 80.1000 662676.75 446.4968 1295.39 -46.9919
57.4600 80.1200 663176.28 446.6456 1295.70 -46.9875
57.4600 80.1400 663676.17 446.7945 1296.02 -46.9830
57.4600 80.1600 664176.40 446.9434 1296.35 -46.9785
57.4600 80.1800 664676.98 447.0924 1296.69 -46.9740
57.4600 80.2000 665177.91 447.2415 1297.03 -46.9695
57.4600 80.2200 665679.18 447.3907 1297.38 -46.9649
57.4600 80.2400 666180.81 447.5400 1297.74 -46.9603
57.4600 80.2600 666682.78 447.6893 1298.11 -46.9557
57.4600 80.2800 667185.10 447.8387 1298.49 -46.9511
57.4600 80.3000 667687.77 447.9882 1298.88 -46.9465
57.4600 80.3200 668190.79 448.1378 1299.27 -46.9418
57.4600 80.3400 668694.16 448.2874 1299.67 -46.9371
57.4600 80.3600 669197.88 448.4371 1300.08 -46.9324
57.4600 80.3800 669701.95 448.5869 1300.50 -46.9276
57.4600 80.4000 670206.37 448.7368 1300.92 -46.9229
57.4600 80.4200 670711.14 448.8868 1301.35 -46.9181
57.4600 80.4400 671216.26 449.0368 1301.80 -46.9133
57.4600 80.4600 671721.74 449.1869 1302.25 -46.9085
57.4600 80.4800 672227.57 449.3371 1302.70 -46.9036
57.4600 80.5000 672733.75 449.4874 1303.17 -46.8987
57.4600 80.5200 673240.28 449.6378 1303.64 -46.8938
57.4600 80.5400 673747.17 449.7882 1304.13 -46.8889
57.4600 80.5600 674254.41 449.9387 1304.62 -46.8840
57.4600 80.5800 674762.00 450.0893 1305.12 -46.8790
57.4600 80.6000 675269.95 450.2400 1305.63 -46.8740
57.4600 80.6200 675778.25 450.3908 1306.14 -46.8690
57.4600 80.6400 676286.91 450.5416 1306.67 -46.8640
57.4600 80.6600 676795.92 450.6925 1307.20 -46.8590
57.4600 80.6800 677305.29 450.8435 1307.74 -46.8539
57.4600 80.7000 677815.01 450.9946 1308.29 -46.8488
57.4600 80.7200 678325.09 451.1457 1308.85 -46.8437
57.4600 80.7400 678835.52 451.2970 1309.42 -46.8385
57.4600 80.7600 679346.31 451.4483 1309.99 -46.8334
57.4600 80.7800 679857.46 451.5997 1310.58 -46.8282
57.4600 80.8000 680413.70 451.7512 1306.01 -46.8373
57.4600 80.8200 680925.59 451.9027 1306.61 -46.8321
57.4600 80.8400 681437.84 452.0544 1307.22 -46.8268
57.4600 80.8600 681950.44 452.2061 1307.83 -46.8215
57.4600 80.8800 682463.40 452.3579 1308.46 -46.8162
57.4600 80.9000 682976.71 452.5098 1309.09 -46.8109
57.4600 80.9200 683490.39 452.6618 1309.73 -46.8056
57.4600 80.9400 684004.43 452.8138 1310.38 -46.8002
57.4600 80.9600 684518.83 452.9659 1311.04 -46.7948
57.4600 80.9800 685033.59 453.1181 1311.71 -46.7894
57.4600 81.0000 685548.70 453.2704 1312.38 -46.7839
57.4600 81.0200 686064.18 453.4228 1313.07 -46.7785
57.4600 81.0400 686580.02 453.5753 1313.76 -46.7730
57.4600 81.0600 687096.22 453.7278 1314.47 -46.7675
57.4600 81.0800 687612.78 453.8804 1315.18 -46.7620
57.4600 81.1000 688129.71 454.0331 1315.90 -46.7564
57.4600 81.1200 688646.99 454.1859 1316.63 -46.7508
57.4600 81.1400 689164.64 454.3388 1317.37 -46.7452
57.4600 81.1600 689682.65 454.4917 1318.12 -46.7396
57.4600 81.1800 690201.02 454.6448 1318.88 -46.7340
57.4600 81.2000 690719.76 454.7979 1319.64 -46.7283
57.4600 81.2200 691284.00 454.9511 1315.21 -46.7369
57.4600 81.2400 691803.49 455.1043 1315.99 -46.7312
57.4600 81.2600 692323.35 455.2577 1316.78 -46.7254
57.4600 81.2800 692843.58 455.4112 1317.58 -46.7197
57.4600 81.3000 693364.16 455.5647 1318.39 -46.7139
57.4600 81.3200 693885.11 455.7183 1319.20 -46.7081
57.4600 81.3400 694406.43 455.8720 1320.03 -46.7022
57.4600 81.3600 694928.12 456.0258 1320.87 -46.6964
57.4600 81.3800 695450.17 456.1797 1321.71 -46.6905
57.4600 81.4000 695972.58 456.3336 1322.57 -46.6846
57.4600 81.4200 696495.36 456.4876 1323.43 -46.6787
57.4600 81.4400 697018.51 456.6417 1324.31 -46.6728
57.4600 81.4600 697542.02 456.7959 1325.19 -46.6668
57.4600 81.4800 698111.29 456.9502 1320.84 -46.6750
57.4600 81.5000 698635.58 457.1046 1321.74 -46.6690
57.4600 81.5200 699160.23 457.2590 1322.65 -46.6630
57.4600 81.5400 699685.25 457.4136 1323.56 -46.6569
57.4600 81.5600 700210.64 457.5682 1324.49 -46.6508
57.4600 81.5800 700736.40 457.7229 1325.43 -46.6447
57.4600 81.6000 701262.52 457.8777 1326.37 -46.6386
57.4600 81.6200 701789.02 458.0326 1327.33 -46.6324
57.4600 81.6400 702315.89 458.1875 1328.29 -46.6263
57.4600 81.6600 702843.12 458.3426 1329.27 -46.6201
57.4600 81.6800 703370.73 458.4977 1330.25 -46.6138
57.4600 81.7000 703944.31 458.6529 1325.98 -46.6218
57.4600 81.7200 704472.70 458.8082 1326.98 -46.6155
57.4600 81.7400 705001.45 458.9636 1327.99 -46.6092
57.4600 81.7600 705530.58 459.1191 1329.01 -46.6029
57.4600 81.7800 706060.08 459.2746 1330.04 -46.5965
57.4600 81.8000 706589.95 459.4303 1331.08 -46.5902
57.4600 81.8200 707120.19 459.5860 1332.13 -46.5838
57.4600 81.8400 707650.80 459.7418 1333.19 -46.5774
57.4600 81.8600 708181.79 459.8977 1334.26 -46.5710
57.4600 81.8800 708758.94 460.0537 1330.04 -46.5786
57.4600 81.9000 709290.71 460.2098 1331.13 -46.5721
57.4600 81.9200 709822.86 460.3660 1332.22 -46.5656
57.4600 81.9400 710355.38 460.5222 1333.33 -46.5591
57.4600 81.9600 710888.28 460.6785 1334.44 -46.5526
57.4600 81.9800 711421.55 460.8350 1335.57 -46.5460
57.4600 82.0000 711955.19 460.9915 1336.71 -46.5394
57.4600 82.0200 712489.21 461.1480 1337.85 -46.5328
57.4600 82.0400 713069.55 461.3047 1333.69 -46.5402
57.4600 82.0600 713604.37 461.4615 1334.86 -46.5336
57.4600 82.0800 714139.56 461.6184 1336.03 -46.5269
57.4600 82.1000 714675.12 461.7753 1337.21 -46.5201
57.4600 82.1200 715211.06 461.9323 1338.40 -46.5134
57.4600 82.1400 715747.38 462.0894 1339.61 -46.5066
57.4600 82.1600 716284.07 462.2466 1340.82 -46.4999
57.4600 82.1800 716867.22 462.4039 1336.72 -46.5071
57.4600 82.2000 717404.71 462.5613 1337.95 -46.5003
57.4600 82.2200 717942.59 462.7188 1339.19 -46.4934
57.4600 82.2400 718480.83 462.8764 1340.44 -46.4865
57.4600 82.2600 719019.46 463.0340 1341.70 -46.4796
57.4600 82.2800 719558.47 463.1917 1342.98 -46.4727
57.4600 82.3000 720097.85 463.3495 1344.26 -46.4658
57.4600 82.3200 720683.84 463.5075 1340.20 -46.4728
57.4600 82.3400 721224.03 463.6655 1341.50 -46.4658
57.4600 82.3600 721764.60 463.8236 1342.81 -46.4588
57.4600 82.3800 722305.54 463.9817 1344.14 -46.4517
57.4600 82.4000 722846.87 464.1400 1345.47 -46.4447
57.4600 82.4200 723388.58 464.2983 1346.81 -46.4376
57.4600 82.4400 723977.01 464.4568 1342.80 -46.4445
57.4600 82.4600 724519.53 464.6153 1344.16 -46.4373
57.4600 82.4800 725062.43 464.7740 1345.53 -46.4301
57.4600 82.5000 725605.72 464.9327 1346.92 -46.4230
57.4600 82.5200 726149.38 465.0915 1348.31 -46.4157
57.4600 82.5400 726739.84 465.2503 1344.34 -46.4225
57.4600 82.5600 727284.31 465.4093 1345.75 -46.4152
57.4600 82.5800 727829.18 465.5684 1347.17 -46.4079
57.4600 82.6000 728374.42 465.7276 1348.61 -46.4006
57.4600 82.6200 728920.04 465.8868 1350.05 -46.3933
57.4600 82.6400 729466.05 466.0462 1351.51 -46.3859
57.4600 82.6600 730058.99 466.2056 1347.58 -46.3925
57.4600 82.6800 730605.82 466.3651 1349.05 -46.3851
57.4600 82.7000 731153.03 466.5247 1350.54 -46.3777
57.4600 82.7200 731700.63 466.6844 1352.03 -46.3702
57.4600 82.7400 732248.61 466.8442 1353.54 -46.3627
57.4600 82.7600 732843.62 467.0041 1349.66 -46.3692
57.4600 82.7800 733392.42 467.1641 1351.18 -46.3617
57.4600 82.8000 733941.61 467.3242 1352.72 -46.3541
57.4600 82.8200 734491.18 467.4843 1354.26 -46.3465
57.4600 82.8400 735041.15 467.6446 1355.83 -46.3389
57.4600 82.8600 735638.23 467.8049 1351.98 -46.3452
57.4600 82.8800 736189.02 467.9654 1353.56 -46.3376
57.4600 82.9000 736740.19 468.1259 1355.14 -46.3299
57.4600 82.9200 737291.76 468.2865 1356.75 -46.3222
57.4600 82.9400 737843.70 468.4472 1358.36 -46.3145
57.4600 82.9600 738442.88 468.6080 1354.55 -46.3206
57.4600 82.9800 738995.66 468.7689 1356.18 -46.3129
57.4600 83.0000 739548.83 468.9299 1357.83 -46.3051
57.4600 83.0200 740102.39 469.0910 1359.48 -46.2972
57.4600 83.0400 740703.23 469.2521 1355.71 -46.3033
57.4600 83.0600 741257.63 469.4134 1357.38 -46.2954
57.4600 83.0800 741812.40 469.5748 1359.07 -46.2875
57.4600 83.1000 742367.57 469.7362 1360.76 -46.2796
57.4600 83.1200 742923.12 469.8978 1362.47 -46.2716
57.4600 83.1400 743526.10 470.0594 1358.74 -46.2776
57.4600 83.1600 744082.50 470.2211 1360.47 -46.2696
57.4600 83.1800 744639.28 470.3830 1362.21 -46.2615
57.4600 83.2000 745196.45 470.5449 1363.96 -46.2535
57.4600 83.2200 745801.12 470.7069 1360.26 -46.2593
57.4600 83.2400 746359.14 470.8690 1362.03 -46.2512
57.4600 83.2600 746917.54 471.0312 1363.82 -46.2431
57.4600 83.2800 747476.34 471.1935 1365.62 -46.2349
57.4600 83.3000 748082.70 471.3559 1361.95 -46.2406
57.4600 83.3200 748642.35 471.5184 1363.76 -46.2324
57.4600 83.3400 749202.38 471.6809 1365.59 -46.2242
57.4600 83.3600 749762.80 471.8436 1367.44 -46.2160
57.4600 83.3800 750370.88 472.0063 1363.80 -46.2215
57.4600 83.4000 750932.15 472.1692 1365.66 -46.2132
57.4600 83.4200 751493.82 472.3322 1367.54 -46.2049
57.4600 83.4400 752055.88 472.4952 1369.43 -46.1966
57.4600 83.4600 752665.68 472.6584 1365.83 -46.2020
57.4600 83.4800 753228.59 472.8216 1367.73 -46.1936
57.4600 83.5000 753791.89 472.9849 1369.66 -46.1852
57.4600 83.5200 754355.58 473.1483 1371.59 -46.1768
57.4600 83.5400 754967.11 473.3119 1368.02 -46.1821
57.4600 83.5600 755531.66 473.4755 1369.98 -46.1736
57.4600 83.5800 756096.61 473.6392 1371.95 -46.1651
57.4600 83.6000 756709.41 473.8030 1368.40 -46.1704
57.4600 83.6200 757275.21 473.9669 1370.39 -46.1618
57.4600 83.6400 757841.41 474.1309 1372.39 -46.1532
57.4600 83.6600 758408.00 474.2950 1374.41 -46.1446
57.4600 83.6800 759022.55 474.4592 1370.90 -46.1497
57.4600 83.7000 759590.00 474.6235 1372.93 -46.1411
57.4600 83.7200 760157.85 474.7879 1374.99 -46.1324
57.4600 83.7400 760773.69 474.9524 1371.50 -46.1374
57.4600 83.7600 761342.41 475.1170 1373.57 -46.1287
57.4600 83.7800 761911.51 475.2817 1375.66 -46.1199
57.4600 83.8000 762481.01 475.4464 1377.76 -46.1111
57.4600 83.8200 763098.62 475.6113 1374.30 -46.1160
57.4600 83.8400 763668.99 475.7763 1376.42 -46.1072
57.4600 83.8600 764239.76 475.9414 1378.56 -46.0983
57.4600 83.8800 764858.67 476.1065 1375.13 -46.1032
57.4600 83.9000 765430.31 476.2718 1377.29 -46.0943
57.4600 83.9200 766002.33 476.4372 1379.46 -46.0853
57.4600 83.9400 766622.56 476.6026 1376.06 -46.0901
57.4600 83.9600 767195.46 476.7682 1378.25 -46.0811
57.4600 83.9800 767768.76 476.9338 1380.46 -46.0720
57.4600 84.0000 768342.46 477.0996 1382.69 -46.0630
57.4600 84.0200 768964.48 477.2655 1379.32 -46.0676
57.4600 84.0400 769539.04 477.4314 1381.56 -46.0585
57.4600 84.0600 770114.01 477.5974 1383.82 -46.0494
57.4600 84.0800 770737.36 477.7636 1380.48 -46.0540
57.4600 84.1000 771313.20 477.9299 1382.76 -46.0448
57.4600 84.1200 771889.44 478.0962 1385.06 -46.0356
57.4600 84.1400 772514.11 478.2627 1381.74 -46.0401
57.4600 84.1600 773091.23 478.4292 1384.06 -46.0308
57.4600 84.1800 773668.75 478.5958 1386.40 -46.0215
57.4600 84.2000 774294.76 478.7626 1383.11 -46.0259
57.4600 84.2200 774873.16 478.9294 1385.46 -46.0166
57.4600 84.2400 775451.96 479.0964 1387.84 -46.0072
57.4600 84.2600 776079.32 479.2634 1384.58 -46.0115
57.4600 84.2800 776659.00 479.4306 1386.97 -46.0021
57.4600 84.3000 777239.08 479.5978 1389.38 -45.9927
57.4600 84.3200 777867.78 479.7652 1386.15 -45.9969
57.4600 84.3400 778448.75 479.9326 1388.58 -45.9874
57.4600 84.3600 779078.32 480.1001 1385.37 -45.9916
57.4600 84.3800 779660.17 480.2678 1387.82 -45.9820
57.4600 84.4000 780242.43 480.4356 1390.30 -45.9725
57.4600 84.4200 780873.36 480.6034 1387.11 -45.9765
57.4600 84.4400 781456.50 480.7714 1389.61 -45.9669
57.4600 84.4600 782040.04 480.9394 1392.12 -45.9573
57.4600 84.4800 782672.34 481.1076 1388.96 -45.9612
57.4600 84.5000 783256.77 481.2758 1391.50 -45.9515
57.4600 84.5200 783841.61 481.4442 1394.05 -45.9418
57.4600 84.5400 784475.28 481.6126 1390.92 -45.9457
57.4600 84.5600 785061.01 481.7812 1393.49 -45.9359
57.4600 84.5800 785647.13 481.9498 1396.09 -45.9261
57.4600 84.6000 786282.18 482.1186 1392.98 -45.9299
57.4600 84.6200 786869.20 482.2875 1395.60 -45.9201
57.4600 84.6400 787505.14 482.4565 1392.52 -45.9238
57.4600 84.6600 788093.06 482.6255 1395.16 -45.9139
57.4600 84.6800 788681.38 482.7947 1397.82 -45.9040
57.4600 84.7000 789318.70 482.9640 1394.76 -45.9076
57.4600 84.7200 789907.92 483.1334 1397.44 -45.8976
57.4600 84.7400 790546.14 483.3028 1394.42 -45.9012
57.4600 84.7600 791136.26 483.4725 1397.12 -45.8912
57.4600 84.7800 791726.78 483.6421 1399.84 -45.8811
57.4600 84.8000 792366.40 483.8119 1396.84 -45.8846
57.4600 84.8200 792957.82 483.9818 1399.59 -45.8745
57.4600 84.8400 793598.34 484.1518 1396.61 -45.8780
57.4600 84.8600 794190.67 484.3219 1399.38 -45.8678
57.4600 84.8800 794783.40 484.4921 1402.17 -45.8576
57.4600 84.9000 795425.33 484.6625 1399.22 -45.8609
57.4600 84.9200 796018.96 484.8329 1402.03 -45.8507
57.4600 84.9400 796661.80 485.0034 1399.10 -45.8540
57.4600 84.9600 797256.34 485.1740 1401.94 -45.8437
57.4600 84.9800 797851.28 485.3448 1404.80 -45.8334
57.4600 85.0000 798495.54 485.5156 1401.90 -45.8365
57.4600 85.0200 799091.39 485.6866 1404.79 -45.8262
57.4600 85.0400 799736.57 485.8576 1401.90 -45.8293
57.4600 85.0600 800333.33 486.0288 1404.81 -45.8189
57.4600 85.0800 800930.49 486.2000 1407.75 -45.8084
57.4600 85.1000 801577.10 486.3714 1404.89 -45.8115
57.4600 85.1200 802175.17 486.5428 1407.85 -45.8009
57.4600 85.1400 802822.70 486.7144 1405.02 -45.8039
57.4600 85.1600 803421.68 486.8861 1408.00 -45.7934
57.4600 85.1800 804070.14 487.0579 1405.19 -45.7963
57.4600 85.2000 804670.04 487.2298 1408.20 -45.7857
57.4600 85.2200 805319.43 487.4018 1405.42 -45.7885
57.4600 85.2400 805920.25 487.5739 1408.45 -45.7779
57.4600 85.2600 806521.46 487.7461 1411.51 -45.7672
57.4600 85.2800 807172.30 487.9184 1408.75 -45.7699
57.4600 85.3000 807774.43 488.0909 1411.84 -45.7592
57.4600 85.3200 808426.21 488.2634 1409.10 -45.7619
57.4600 85.3400 809029.26 488.4360 1412.21 -45.7511
57.4600 85.3600 809681.97 488.6088 1409.50 -45.7537
57.4600 85.3800 810285.94 488.7816 1412.63 -45.7429
57.4600 85.4000 810939.59 488.9546 1409.94 -45.7455
57.4600 85.4200 811544.49 489.1277 1413.11 -45.7345
57.4600 85.4400 812199.09 489.3008 1410.44 -45.7371
57.4600 85.4600 812804.90 489.4742 1413.63 -45.7261
57.4600 85.4800 813411.12 489.6475 1416.85 -45.7151
57.4600 85.5000 814067.19 489.8211 1414.21 -45.7175
57.4600 85.5200 814674.33 489.9946 1417.45 -45.7065
57.4600 85.5400 815331.35 490.1684 1414.84 -45.7088
57.4600 85.5600 815939.41 490.3422 1418.11 -45.6977
57.4600 85.5800 816597.39 490.5162 1415.51 -45.7001
57.4600 85.6000 817206.38 490.6902 1418.82 -45.6889
57.4600 85.6200 817865.32 490.8644 1416.24 -45.6911
57.4600 85.6400 818475.24 491.0386 1419.57 -45.6799
57.4600 85.6600 819135.14 491.2130 1417.02 -45.6821
57.4600 85.6800 819745.98 491.3875 1420.38 -45.6708
57.4600 85.7000 820406.84 491.5621 1417.86 -45.6730
57.4600 85.7200 821018.61 491.7368 1421.25 -45.6617
57.4600 85.7400 821680.44 491.9116 1418.74 -45.6637
57.4600 85.7600 822293.15 492.0865 1422.16 -45.6523
57.4600 85.7800 822955.95 492.2616 1419.68 -45.6543
57.4600 85.8000 823569.58 492.4367 1423.13 -45.6429
57.4600 85.8200 824233.35 492.6120 1420.67 -45.6448
57.4600 85.8400 824847.91 492.7874 1424.15 -45.6334
57.4600 85.8600 825512.67 492.9628 1421.72 -45.6352
57.4600 85.8800 826128.16 493.1384 1425.23 -45.6237
57.4600 85.9000 826793.89 493.3141 1422.81 -45.6255
57.4600 85.9200 827410.31 493.4899 1426.36 -45.6139
57.4600 85.9400 828077.03 493.6659 1423.97 -45.6157
57.4600 85.9600 828694.38 493.8419 1427.54 -45.6040
57.4600 85.9800 829362.08 494.0181 1425.17 -45.6057
57.4600 86.0000 829980.38 494.1943 1428.78 -45.5940
57.4600 86.0200 830649.06 494.3707 1426.44 -45.5956
57.4600 86.0400 831268.29 494.5472 1430.07 -45.5838
57.4600 86.0600 831937.97 494.7238 1427.75 -45.5854
57.4600 86.0800 832608.10 494.9005 1425.45 -45.5869
57.4600 86.1000 833228.80 495.0773 1429.12 -45.5751
57.4600 86.1200 833899.92 495.2542 1426.85 -45.5766
57.4600 86.1400 834521.56 495.4313 1430.55 -45.5647
57.4600 86.1600 835193.69 495.6085 1428.30 -45.5661
57.4600 86.1800 835816.26 495.7857 1432.04 -45.5541
57.4600 86.2000 836489.39 495.9631 1429.80 -45.5554
57.4600 86.2200 837112.91 496.1406 1433.58 -45.5434
57.4600 86.2400 837787.03 496.3183 1431.37 -45.5447
57.4600 86.2600 838411.49 496.4960 1435.18 -45.5326
57.4600 86.2800 839086.62 496.6738 1432.99 -45.5339
57.4600 86.3000 839762.22 496.8518 1430.82 -45.5350
57.4600 86.3200 840388.16 497.0299 1434.67 -45.5229
57.4600 86.3400 841064.77 497.2080 1432.53 -45.5240
57.4600 86.3600 841691.65 497.3864 1436.41 -45.5118
57.4600 86.3800 842369.27 497.5648 1434.29 -45.5128
57.4600 86.4000 842997.10 497.7433 1438.21 -45.5006
57.4600 86.4200 843675.74 497.9220 1436.11 -45.5016
57.4600 86.4400 844354.85 498.1007 1434.03 -45.5025
57.4600 86.4600 844984.16 498.2796 1437.99 -45.4902
57.4600 86.4800 845664.29 498.4586 1435.93 -45.4911
57.4600 86.5000 846294.55 498.6377 1439.93 -45.4787
57.4600 86.5200 846975.70 498.8169 1437.89 -45.4795
57.4600 86.5400 847606.90 498.9963 1441.93 -45.4670
57.4600 86.5600 848289.08 499.1757 1439.92 -45.4678
57.4600 86.5800 848971.73 499.3553 1437.92 -45.4685
57.4600 86.6000 849604.43 499.5350 1442.00 -45.4560
57.4600 86.6200 850288.12 499.7148 1440.03 -45.4567
57.4600 86.6400 850921.76 499.8947 1444.15 -45.4441
57.4600 86.6600 851606.47 500.0748 1442.20 -45.4447
57.4600 86.6800 852291.67 500.2549 1440.27 -45.4453
57.4600 86.7000 852926.81 500.4352 1444.43 -45.4325
57.4600 86.7200 853613.05 500.6156 1442.53 -45.4331
57.4600 86.7400 854249.14 500.7961 1446.73 -45.4203
57.4600 86.7600 854936.41 500.9768 1444.85 -45.4208
57.4600 86.7800 855624.18 501.1575 1442.98 -45.4212
57.4600 86.8000 856261.76 501.3384 1447.23 -45.4083
57.4600 86.8200 856950.56 501.5194 1445.39 -45.4087
57.4600 86.8400 857639.86 501.7005 1443.56 -45.4090
57.4600 86.8600 858278.95 501.8817 1447.86 -45.3961
57.4600 86.8800 858969.30 502.0630 1446.06 -45.3963
57.4600 86.9000 859609.33 502.2445 1450.40 -45.3834
57.4600 86.9200 860300.73 502.4261 1448.62 -45.3836
57.4600 86.9400 860992.62 502.6078 1446.86 -45.3837
57.4600 86.9600 861634.16 502.7896 1451.25 -45.3706
57.4600 86.9800 862327.11 502.9716 1449.51 -45.3707
57.4600 87.0000 863020.55 503.1536 1447.79 -45.3708
57.4600 87.0200 863663.60 503.3358 1452.23 -45.3576
57.4600 87.0400 864358.10 503.5181 1450.54 -45.3576
57.4600 87.0600 865053.10 503.7005 1448.86 -45.3576
57.4600 87.0800 865697.66 503.8830 1453.35 -45.3443
57.4600 87.1000 866393.72 504.0657 1451.69 -45.3442
57.4600 87.1200 867039.23 504.2485 1456.23 -45.3309
57.4600 87.1400 867736.36 504.4314 1454.60 -45.3308
57.4600 87.1600 868433.99 504.6144 1452.99 -45.3306
57.4600 87.1800 869081.01 504.7975 1457.57 -45.3172
57.4600 87.2000 869779.71 504.9808 1455.99 -45.3169
