# ****************************************************************************
# CUI
#
# The Advanced Framework for Simulation, Integration, and Modeling (AFSIM)
#
# The use, dissemination or disclosure of data in this file is subject to
# limitation or restriction. See accompanying README and LICENSE for details.
# ****************************************************************************
#Ground target launch data for RED_SRBM_1
#Generated on Thu Jan 14 13:00:44 2010
#loft_angle burn_time ground_range time_of_flight
84.6500 50.4200 58968.23 178.2851
84.6500 50.4400 59053.75 178.3663
84.6500 50.4600 59124.13 178.4475
84.6500 50.4800 59209.83 178.5288
84.6500 50.5000 59295.62 178.6100
84.6500 50.5200 59366.23 178.6913
84.6500 50.5400 59452.19 178.7726
84.6500 50.5600 59538.25 178.8539
84.6500 50.5800 59609.10 178.9352
84.6500 50.6000 59695.33 179.0166
84.6500 50.6200 59766.33 179.0979
84.6500 50.6400 59852.74 179.1793
84.6500 50.6600 59939.25 179.2608
84.6500 50.6800 60010.49 179.3422
84.6500 50.7000 60097.18 179.4237
84.6500 50.7200 60183.96 179.5052
84.6500 50.7400 60255.44 179.5867
84.6500 50.7600 60342.40 179.6682
84.6500 50.7800 60414.03 179.7497
84.6500 50.8000 60501.17 179.8313
84.6500 50.8200 60588.41 179.9129
84.6500 50.8400 60660.29 179.9945
84.6500 50.8600 60747.71 180.0762
84.6500 50.8800 60835.23 180.1578
84.6500 50.9000 60907.35 180.2395
84.6500 50.9200 60995.05 180.3212
84.6500 50.9400 61082.85 180.4029
84.6500 50.9600 61155.22 180.4847
84.6500 50.9800 61243.20 180.5664
84.6500 51.0000 61315.72 180.6482
84.6500 51.0200 61403.89 180.7300
84.6500 51.0400 61492.16 180.8119
84.6500 51.0600 61564.93 180.8937
84.6500 51.0800 61653.38 180.9756
84.6500 51.1000 61741.91 181.0575
84.6500 51.1200 61814.90 181.1394
84.6500 51.1400 61903.60 181.2214
84.6500 51.1600 61992.38 181.3033
84.6500 51.1800 62065.60 181.3853
84.6500 51.2000 62154.56 181.4673
84.6500 51.2200 62227.93 181.5494
84.6500 51.2400 62317.06 181.6314
84.6500 51.2600 62406.29 181.7135
84.6500 51.2800 62479.90 181.7956
84.6500 51.3000 62569.31 181.8777
84.6500 51.3200 62658.82 181.9598
84.6500 51.3400 62732.66 182.0420
84.6500 51.3600 62822.35 182.1242
84.6500 51.3800 62912.13 182.2064
84.6500 51.4000 62986.22 182.2886
84.6500 51.4200 63076.19 182.3709
84.6500 51.4400 63166.25 182.4532
84.6500 51.4600 63240.59 182.5355
84.6500 51.4800 63330.83 182.6178
84.6500 51.5000 63421.18 182.7001
84.6500 51.5200 63495.76 182.7825
84.6500 51.5400 63586.29 182.8649
84.6500 51.5600 63661.03 182.9473
84.6500 51.5800 63751.75 183.0297
84.6500 51.6000 63842.56 183.1122
84.6500 51.6200 63917.55 183.1946
84.6500 51.6400 64008.56 183.2771
84.6500 51.6600 64099.66 183.3597
84.6500 51.6800 64174.90 183.4422
84.6500 51.7000 64266.19 183.5248
84.6500 51.7200 64357.58 183.6074
84.6500 51.7400 64433.08 183.6900
84.6500 51.7600 64524.66 183.7726
84.6500 51.7800 64616.34 183.8553
84.6500 51.8000 64692.09 183.9380
84.6500 51.8200 64783.96 184.0207
84.6500 51.8400 64875.93 184.1034
84.6500 51.8600 64951.94 184.1861
84.6500 51.8800 65044.10 184.2689
84.6500 51.9000 65136.36 184.3517
84.6500 51.9200 65212.60 184.4345
84.6500 51.9400 65305.02 184.5174
84.6500 51.9600 65397.53 184.6002
84.6500 51.9800 65474.00 184.6831
84.6500 52.0000 65566.69 184.7660
84.6500 52.0200 65643.32 184.8489
84.6500 52.0400 65736.19 184.9319
84.6500 52.0600 65829.16 185.0149
84.6500 52.0800 65906.03 185.0979
84.6500 52.1000 65999.19 185.1809
84.6500 52.1200 66092.45 185.2639
84.6500 52.1400 66169.57 185.3470
84.6500 52.1600 66263.01 185.4301
84.6500 52.1800 66356.55 185.5132
84.6500 52.2000 66433.92 185.5963
84.6500 52.2200 66527.65 185.6795
84.6500 52.2400 66621.48 185.7627
84.6500 52.2600 66699.11 185.8459
84.6500 52.2800 66793.13 185.9291
84.6500 52.3000 66887.25 186.0124
84.6500 52.3200 66965.12 186.0957
84.6500 52.3400 67059.44 186.1790
84.6500 52.3600 67153.85 186.2623
84.6500 52.3800 67231.99 186.3456
84.6500 52.4000 67326.59 186.4290
84.6500 52.4200 67421.30 186.5124
84.6500 52.4400 67499.69 186.5958
84.6500 52.4600 67594.60 186.6792
84.6500 52.4800 67689.60 186.7627
84.6500 52.5000 67768.25 186.8462
84.6500 52.5200 67863.45 186.9297
84.6500 52.5400 67958.75 187.0132
84.6500 52.5600 68037.67 187.0968
84.6500 52.5800 68133.16 187.1804
84.6500 52.6000 68228.77 187.2640
84.6500 52.6200 68307.94 187.3476
84.6500 52.6400 68403.74 187.4312
84.6500 52.6600 68499.64 187.5149
84.6500 52.6800 68579.08 187.5986
84.6500 52.7000 68675.17 187.6823
84.6500 52.7200 68771.34 187.7661
84.6500 52.7400 68851.01 187.8498
84.6500 52.7600 68947.36 187.9336
84.6500 52.7800 69043.81 188.0174
84.6500 52.8000 69140.36 188.1013
84.6500 52.8200 69220.37 188.1851
84.6500 52.8400 69317.11 188.2690
84.6500 52.8600 69413.95 188.3529
84.6500 52.8800 69494.21 188.4369
84.6500 52.9000 69591.24 188.5208
84.6500 52.9200 69688.37 188.6048
84.6500 52.9400 69768.89 188.6888
84.6500 52.9600 69866.22 188.7728
84.6500 52.9800 69963.65 188.8569
84.6500 53.0000 70044.42 188.9410
84.6500 53.0200 70142.05 189.0251
84.6500 53.0400 70239.78 189.1092
84.6500 53.0600 70320.81 189.1933
84.6500 53.0800 70418.74 189.2775
84.6500 53.1000 70516.77 189.3617
