# ****************************************************************************
# CUI
#
# The Advanced Framework for Simulation, Integration, and Modeling (AFSIM)
#
# The use, dissemination or disclosure of data in this file is subject to
# limitation or restriction. See accompanying README and LICENSE for details.
# ****************************************************************************
#Ground target launch data for RED_SRBM_4
#Generated on Wed Apr 14 12:05:27 2010
#loft_angle burn_time ground_range time_of_flight impact_speed impact angle
57.0700 143.4600 2091359.29 761.5158 789.14 -39.1790
57.0700 143.4800 2092543.62 761.7473 792.58 -39.1577
57.0700 143.5000 2093759.61 761.9791 790.79 -39.1636
57.0700 143.5200 2094976.57 762.2110 789.03 -39.1694
57.0700 143.5400 2096163.90 762.4431 792.52 -39.1478
57.0700 143.5600 2097382.88 762.6754 790.79 -39.1534
57.0700 143.5800 2098602.84 762.9079 789.09 -39.1589
57.0700 143.6000 2099793.18 763.1406 792.65 -39.1370
57.0700 143.6200 2101015.17 763.3735 790.98 -39.1422
57.0700 143.6400 2102238.16 763.6066 789.34 -39.1474
57.0700 143.6600 2103431.50 763.8399 792.96 -39.1252
57.0700 143.6800 2104656.53 764.0733 791.36 -39.1301
57.0700 143.7000 2105882.55 764.3070 789.78 -39.1350
57.0700 143.7200 2107078.91 764.5409 793.47 -39.1124
57.0700 143.7400 2108306.98 764.7750 791.92 -39.1170
57.0700 143.7600 2109536.05 765.0093 790.40 -39.1215
57.0700 143.7800 2110735.43 765.2437 794.16 -39.0986
57.0700 143.8000 2111966.56 765.4784 792.67 -39.1029
57.0700 143.8200 2113198.70 765.7133 791.21 -39.1071
57.0700 143.8400 2114401.11 765.9483 795.04 -39.0839
57.0700 143.8600 2115635.32 766.1836 793.61 -39.0878
57.0700 143.8800 2116870.53 766.4191 792.22 -39.0917
57.0700 143.9000 2118106.76 766.6548 790.84 -39.0955
57.0700 143.9200 2119313.28 766.8907 794.75 -39.0718
57.0700 143.9400 2120551.59 767.1268 793.41 -39.0753
57.0700 143.9600 2121790.91 767.3630 792.10 -39.0787
57.0700 143.9800 2123000.48 767.5995 796.08 -39.0548
57.0700 144.0000 2124241.89 767.8362 794.80 -39.0579
57.0700 144.0200 2125484.33 768.0731 793.55 -39.0610
57.0700 144.0400 2126727.79 768.3102 792.32 -39.0640
57.0700 144.0600 2127941.49 768.5475 796.39 -39.0396
57.0700 144.0800 2129187.05 768.7850 795.19 -39.0423
57.0700 144.1000 2130433.65 769.0227 794.03 -39.0449
57.0700 144.1200 2131681.27 769.2606 792.88 -39.0474
57.0700 144.1400 2132899.10 769.4987 797.04 -39.0226
57.0700 144.1600 2134148.85 769.7370 795.93 -39.0249
57.0700 144.1800 2135399.63 769.9755 794.85 -39.0271
57.0700 144.2000 2136651.44 770.2143 793.79 -39.0291
57.0700 144.2200 2137904.30 770.4532 792.75 -39.0311
57.0700 144.2400 2139127.37 770.6923 797.02 -39.0057
57.0700 144.2600 2140382.36 770.9317 796.02 -39.0074
57.0700 144.2800 2141638.39 771.1712 795.05 -39.0090
57.0700 144.3000 2142895.47 771.4110 794.10 -39.0105
57.0700 144.3200 2144153.61 771.6509 793.17 -39.0119
57.0700 144.3400 2145381.93 771.8911 797.55 -38.9859
57.0700 144.3600 2146642.20 772.1315 796.66 -38.9871
57.0700 144.3800 2147903.54 772.3721 795.79 -38.9881
57.0700 144.4000 2149165.93 772.6129 794.95 -38.9891
57.0700 144.4200 2150429.37 772.8539 794.13 -38.9899
57.0700 144.4400 2151662.97 773.0951 798.63 -38.9634
57.0700 144.4600 2152928.57 773.3365 797.85 -38.9639
57.0700 144.4800 2154195.24 773.5782 797.10 -38.9644
57.0700 144.5000 2155462.98 773.8200 796.36 -38.9648
57.0700 144.5200 2156731.78 774.0621 795.65 -38.9650
57.0700 144.5400 2158001.66 774.3043 794.97 -38.9651
57.0700 144.5600 2159241.64 774.5468 799.61 -38.9379
57.0700 144.5800 2160513.69 774.7895 798.96 -38.9378
57.0700 144.6000 2161786.81 775.0324 798.34 -38.9376
57.0700 144.6200 2163061.01 775.2755 797.74 -38.9373
57.0700 144.6400 2164336.29 775.5189 797.16 -38.9368
57.0700 144.6600 2165612.65 775.7624 796.60 -38.9362
57.0700 144.6800 2166890.09 776.0061 796.07 -38.9355
57.0700 144.7000 2168168.61 776.2501 795.57 -38.9347
57.0700 144.7200 2169417.22 776.4943 800.39 -38.9066
57.0700 144.7400 2170697.94 776.7387 799.93 -38.9056
57.0700 144.7600 2171979.75 776.9833 799.48 -38.9044
57.0700 144.7800 2173262.65 777.2281 799.06 -38.9032
57.0700 144.8000 2174546.64 777.4732 798.67 -38.9018
57.0700 144.8200 2175831.73 777.7184 798.30 -38.9002
57.0700 144.8400 2177117.91 777.9639 797.95 -38.8986
57.0700 144.8600 2178405.19 778.2096 797.62 -38.8969
57.0700 144.8800 2179693.58 778.4555 797.31 -38.8950
57.0700 144.9000 2180983.06 778.7016 797.03 -38.8930
57.0700 144.9200 2182242.55 778.9479 802.11 -38.8638
57.0700 144.9400 2183534.26 779.1945 801.87 -38.8616
57.0700 144.9600 2184827.06 779.4412 801.66 -38.8592
57.0700 144.9800 2186120.98 779.6882 801.47 -38.8568
57.0700 145.0000 2187416.01 779.9355 801.30 -38.8542
57.0700 145.0200 2188712.14 780.1829 801.16 -38.8515
57.0700 145.0400 2190009.40 780.4305 801.04 -38.8487
57.0700 145.0600 2191307.76 780.6784 800.95 -38.8457
57.0700 145.0800 2192607.24 780.9265 800.87 -38.8427
57.0700 145.1000 2193907.84 781.1748 800.82 -38.8395
57.0700 145.1200 2195209.57 781.4233 800.80 -38.8362
57.0700 145.1400 2196512.41 781.6721 800.80 -38.8328
57.0700 145.1600 2197816.37 781.9210 800.82 -38.8292
57.0700 145.1800 2199121.46 782.1702 800.87 -38.8256
57.0700 145.2000 2200427.68 782.4197 800.94 -38.8218
57.0700 145.2200 2201735.03 782.6693 801.03 -38.8179
57.0700 145.2400 2203043.50 782.9192 801.15 -38.8139
57.0700 145.2600 2204353.11 783.1692 801.29 -38.8097
57.0700 145.2800 2205663.85 783.4195 801.45 -38.8055
57.0700 145.3000 2206975.72 783.6701 801.64 -38.8011
57.0700 145.3200 2208288.73 783.9208 801.86 -38.7966
57.0700 145.3400 2209602.88 784.1718 802.09 -38.7919
57.0700 145.3600 2210918.17 784.4230 802.36 -38.7872
57.0700 145.3800 2212234.60 784.6744 802.64 -38.7823
57.0700 145.4000 2213552.17 784.9261 802.95 -38.7773
57.0700 145.4200 2214870.89 785.1780 803.29 -38.7722
57.0700 145.4400 2216190.75 785.4301 803.65 -38.7670
57.0700 145.4600 2217511.76 785.6824 804.03 -38.7616
57.0700 145.4800 2218833.91 785.9350 804.44 -38.7561
57.0700 145.5000 2220157.22 786.1878 804.87 -38.7505
57.0700 145.5200 2221481.68 786.4408 805.33 -38.7448
57.0700 145.5400 2222807.29 786.6940 805.82 -38.7389
57.0700 145.5600 2224134.05 786.9475 806.32 -38.7330
57.0700 145.5800 2225493.31 787.2012 801.48 -38.7539
57.0700 145.6000 2226822.42 787.4551 802.03 -38.7477
57.0700 145.6200 2228152.68 787.7093 802.61 -38.7413
57.0700 145.6400 2229484.10 787.9637 803.22 -38.7348
57.0700 145.6600 2230816.69 788.2183 803.85 -38.7282
57.0700 145.6800 2232150.44 788.4732 804.50 -38.7215
57.0700 145.7000 2233485.36 788.7282 805.18 -38.7146
57.0700 145.7200 2234821.44 788.9835 805.89 -38.7077
57.0700 145.7400 2236158.69 789.2391 806.62 -38.7006
57.0700 145.7600 2237497.11 789.4949 807.38 -38.6933
57.0700 145.7800 2238868.11 789.7508 802.77 -38.7130
57.0700 145.8000 2240208.90 790.0071 803.58 -38.7055
57.0700 145.8200 2241550.88 790.2636 804.41 -38.6979
57.0700 145.8400 2242894.02 790.5203 805.26 -38.6902
57.0700 145.8600 2244238.35 790.7773 806.15 -38.6823
57.0700 145.8800 2245583.85 791.0344 807.06 -38.6743
57.0700 145.9000 2246930.53 791.2918 807.99 -38.6662
57.0700 145.9200 2248278.39 791.5495 808.96 -38.6580
57.0700 145.9400 2249658.93 791.8074 804.54 -38.6766
57.0700 145.9600 2251009.20 792.0655 805.55 -38.6681
57.0700 145.9800 2252360.66 792.3239 806.58 -38.6595
57.0700 146.0000 2253713.30 792.5825 807.65 -38.6507
57.0700 146.0200 2255067.13 792.8413 808.74 -38.6419
57.0700 146.0400 2256453.65 793.1003 804.45 -38.6599
57.0700 146.0600 2257809.91 793.3596 805.58 -38.6507
57.0700 146.0800 2259167.36 793.6192 806.75 -38.6414
57.0700 146.1000 2260526.00 793.8790 807.94 -38.6320
57.0700 146.1200 2261885.84 794.1390 809.16 -38.6225
57.0700 146.1400 2263246.87 794.3992 810.41 -38.6129
57.0700 146.1600 2264640.69 794.6598 806.26 -38.6301
57.0700 146.1800 2266004.17 794.9205 807.56 -38.6202
57.0700 146.2000 2267368.86 795.1815 808.88 -38.6101
57.0700 146.2200 2268734.74 795.4427 810.24 -38.6000
57.0700 146.2400 2270133.41 795.7042 806.20 -38.6166
57.0700 146.2600 2271501.76 795.9659 807.60 -38.6062
57.0700 146.2800 2272871.32 796.2278 809.03 -38.5956
57.0700 146.3000 2274242.08 796.4900 810.49 -38.5850
57.0700 146.3200 2275645.65 796.7524 806.55 -38.6011
57.0700 146.3400 2277018.89 797.0151 808.05 -38.5901
57.0700 146.3600 2278393.34 797.2781 809.59 -38.5790
57.0700 146.3800 2279769.01 797.5412 811.16 -38.5678
57.0700 146.4000 2281177.52 797.8046 807.32 -38.5834
57.0700 146.4200 2282555.68 798.0683 808.93 -38.5720
57.0700 146.4400 2283935.05 798.3322 810.58 -38.5604
57.0700 146.4600 2285315.64 798.5963 812.25 -38.5486
57.0700 146.4800 2286729.14 798.8607 808.51 -38.5637
57.0700 146.5000 2288112.23 799.1254 810.24 -38.5517
57.0700 146.5200 2289496.55 799.3902 812.00 -38.5395
57.0700 146.5400 2290913.78 799.6554 808.34 -38.5542
57.0700 146.5600 2292300.61 799.9208 810.14 -38.5418
57.0700 146.5800 2293688.66 800.1864 811.98 -38.5293
57.0700 146.6000 2295109.64 800.4522 808.40 -38.5435
57.0700 146.6200 2296500.23 800.7184 810.29 -38.5307
57.0700 146.6400 2297892.04 800.9848 812.21 -38.5178
57.0700 146.6600 2299316.79 801.2514 808.71 -38.5316
57.0700 146.6800 2300711.14 801.5183 810.68 -38.5184
57.0700 146.7000 2302106.72 801.7854 812.68 -38.5050
57.0700 146.7200 2303535.27 802.0527 809.27 -38.5185
57.0700 146.7400 2304933.40 802.3204 811.32 -38.5049
57.0700 146.7600 2306332.76 802.5883 813.41 -38.4911
57.0700 146.7800 2307765.14 802.8564 810.07 -38.5041
57.0700 146.8000 2309167.05 803.1248 812.21 -38.4901
57.0700 146.8200 2310570.21 803.3934 814.38 -38.4760
57.0700 146.8400 2312006.43 803.6623 811.12 -38.4886
57.0700 146.8600 2313412.15 803.9315 813.34 -38.4741
57.0700 146.8800 2314850.91 804.2008 810.14 -38.4865
57.0700 146.9000 2316259.20 804.4705 812.42 -38.4718
57.0700 146.9200 2317668.74 804.7404 814.73 -38.4570
57.0700 146.9400 2319111.38 805.0106 811.60 -38.4688
57.0700 146.9600 2320523.50 805.2810 813.97 -38.4537
57.0700 146.9800 2321968.70 805.5517 810.90 -38.4654
57.0700 147.0000 2323383.40 805.8226 813.33 -38.4500
57.0700 147.0200 2324799.36 806.0938 815.79 -38.4345
57.0700 147.0400 2326248.48 806.3653 812.79 -38.4457
57.0700 147.0600 2327667.03 806.6370 815.31 -38.4299
57.0700 147.0800 2329118.74 806.9089 812.37 -38.4408
57.0700 147.1000 2330539.90 807.1812 814.94 -38.4247
57.0700 147.1200 2331994.20 807.4536 812.07 -38.4354
57.0700 147.1400 2333417.97 807.7264 814.69 -38.4190
57.0700 147.1600 2334842.99 807.9994 817.36 -38.4026
57.0700 147.1800 2336301.26 808.2727 814.55 -38.4128
57.0700 147.2000 2337728.90 808.5462 817.28 -38.3960
57.0700 147.2200 2339189.80 808.8200 814.53 -38.4059
57.0700 147.2400 2340620.07 809.0940 817.31 -38.3889
57.0700 147.2600 2342083.60 809.3684 814.63 -38.3985
57.0700 147.2800 2343516.49 809.6429 817.46 -38.3812
57.0700 147.3000 2344982.67 809.9178 814.83 -38.3906
57.0700 147.3200 2346418.20 810.1929 817.73 -38.3730
57.0700 147.3400 2347887.03 810.4683 815.16 -38.3821
57.0700 147.3600 2349325.20 810.7439 818.12 -38.3642
57.0700 147.3800 2350796.70 811.0198 815.60 -38.3730
57.0700 147.4000 2352237.52 811.2959 818.62 -38.3548
57.0700 147.4200 2353711.69 811.5724 816.16 -38.3633
57.0700 147.4400 2355155.16 811.8491 819.24 -38.3449
57.0700 147.4600 2356632.01 812.1261 816.84 -38.3530
57.0700 147.4800 2358110.17 812.4033 814.47 -38.3611
57.0700 147.5000 2359557.69 812.6808 817.63 -38.3422
57.0700 147.5200 2361038.54 812.9585 815.32 -38.3500
57.0700 147.5400 2362488.74 813.2366 818.55 -38.3309
57.0700 147.5600 2363972.30 813.5149 816.29 -38.3383
57.0700 147.5800 2365425.16 813.7935 819.58 -38.3189
57.0700 147.6000 2366911.44 814.0723 817.38 -38.3261
57.0700 147.6200 2368399.05 814.3514 815.22 -38.3331
57.0700 147.6400 2369856.00 814.6308 818.59 -38.3132
57.0700 147.6600 2371346.33 814.9105 816.49 -38.3200
57.0700 147.6800 2372805.97 815.1904 819.93 -38.2998
57.0700 147.7000 2374299.05 815.4706 817.88 -38.3062
57.0700 147.7200 2375793.47 815.7511 815.87 -38.3126
57.0700 147.7400 2377257.21 816.0319 819.39 -38.2920
57.0700 147.7600 2378754.38 816.3129 817.44 -38.2980
57.0700 147.7800 2380220.82 816.5942 821.04 -38.2771
57.0700 147.8000 2381720.76 816.8758 819.13 -38.2828
57.0700 147.8200 2383222.06 817.1576 817.27 -38.2883
57.0700 147.8400 2384692.62 817.4397 820.95 -38.2670
57.0700 147.8600 2386196.70 817.7221 819.14 -38.2723
57.0700 147.8800 2387702.14 818.0048 817.37 -38.2774
57.0700 147.9000 2389176.84 818.2877 821.15 -38.2556
57.0700 147.9200 2390685.08 818.5710 819.43 -38.2604
57.0700 147.9400 2392194.68 818.8545 817.75 -38.2651
57.0700 147.9600 2393673.53 819.1383 821.62 -38.2429
57.0700 147.9800 2395185.95 819.4224 819.99 -38.2473
57.0700 148.0000 2396699.75 819.7067 818.40 -38.2515
57.0700 148.0200 2398182.76 819.9913 822.38 -38.2288
57.0700 148.0400 2399699.38 820.2762 820.84 -38.2327
57.0700 148.0600 2401217.38 820.5614 819.33 -38.2365
57.0700 148.0800 2402704.57 820.8469 823.41 -38.2134
57.0700 148.1000 2404225.41 821.1326 821.96 -38.2169
57.0700 148.1200 2405747.65 821.4187 820.55 -38.2202
57.0700 148.1400 2407271.29 821.7050 819.17 -38.2233
57.0700 148.1600 2408764.11 821.9916 823.38 -38.1996
57.0700 148.1800 2410290.60 822.2785 822.05 -38.2025
57.0700 148.2000 2411818.50 822.5656 820.77 -38.2052
57.0700 148.2200 2413347.81 822.8531 819.52 -38.2077
57.0700 148.2400 2414846.28 823.1408 823.85 -38.1834
57.0700 148.2600 2416378.47 823.4289 822.65 -38.1856
57.0700 148.2800 2417912.07 823.7172 821.49 -38.1877
57.0700 148.3000 2419447.09 824.0058 820.36 -38.1896
57.0700 148.3200 2420951.24 824.2946 824.83 -38.1648
57.0700 148.3400 2422489.15 824.5838 823.76 -38.1664
57.0700 148.3600 2424028.49 824.8733 822.72 -38.1678
57.0700 148.3800 2425569.26 825.1630 821.72 -38.1691
57.0700 148.4000 2427111.47 825.4531 820.75 -38.1703
57.0700 148.4200 2428622.79 825.7434 825.38 -38.1446
57.0700 148.4400 2430167.91 826.0340 824.48 -38.1455
57.0700 148.4600 2431714.47 826.3250 823.60 -38.1461
57.0700 148.4800 2433262.47 826.6161 822.76 -38.1467
57.0700 148.5000 2434811.93 826.9076 821.95 -38.1470
57.0700 148.5200 2436330.45 827.1994 826.76 -38.1207
57.0700 148.5400 2437882.82 827.4915 825.45 -38.1234
57.0700 148.5600 2439452.99 827.8390 825.48 -38.1233
57.0700 148.5800 2441008.29 828.1317 824.80 -38.1230
57.0700 148.6000 2442565.05 828.4247 824.15 -38.1226
57.0700 148.6200 2444123.27 828.7180 823.54 -38.1220
57.0700 148.6400 2445682.96 829.0116 822.97 -38.1213
57.0700 148.6600 2447244.11 829.3054 822.42 -38.1204
57.0700 148.6800 2448774.30 829.5996 827.50 -38.0927
57.0700 148.7000 2450338.42 829.8941 827.02 -38.0915
57.0700 148.7200 2451904.02 830.1888 826.57 -38.0901
57.0700 148.7400 2453471.09 830.4839 826.16 -38.0886
57.0700 148.7600 2455039.65 830.7793 825.77 -38.0869
57.0700 148.7800 2456609.69 831.0749 825.43 -38.0850
57.0700 148.8000 2458181.22 831.3709 825.12 -38.0830
57.0700 148.8200 2459754.24 831.6671 824.84 -38.0808
57.0700 148.8400 2461328.76 831.9637 824.59 -38.0785
57.0700 148.8600 2462904.76 832.2605 824.38 -38.0760
57.0700 148.8800 2464482.27 832.5577 824.20 -38.0733
57.0700 148.9000 2466061.27 832.8552 824.06 -38.0705
57.0700 148.9200 2467641.78 833.1529 823.95 -38.0675
57.0700 148.9400 2469223.79 833.4510 823.87 -38.0644
57.0700 148.9600 2470774.77 833.7494 829.43 -38.0345
57.0700 148.9800 2472359.80 834.0480 829.43 -38.0311
57.0700 149.0000 2473946.34 834.3470 829.45 -38.0274
57.0700 149.0200 2475534.39 834.6463 829.51 -38.0236
57.0700 149.0400 2477123.97 834.9459 829.61 -38.0197
57.0700 149.0600 2478715.06 835.2458 829.74 -38.0155
57.0700 149.0800 2480307.67 835.5460 829.90 -38.0113
57.0700 149.1000 2481901.81 835.8465 830.10 -38.0068
57.0700 149.1200 2483497.47 836.1473 830.33 -38.0022
57.0700 149.1400 2485094.66 836.4485 830.60 -37.9974
57.0700 149.1600 2486693.38 836.7499 830.90 -37.9925
57.0700 149.1800 2488326.27 837.0517 825.62 -38.0139
57.0700 149.2000 2489928.08 837.3537 825.99 -38.0086
57.0700 149.2200 2491531.42 837.6561 826.40 -38.0032
57.0700 149.2400 2493136.31 837.9588 826.84 -37.9976
57.0700 149.2600 2494742.74 838.2618 827.31 -37.9918
57.0700 149.2800 2496350.71 838.5651 827.83 -37.9859
57.0700 149.3000 2497960.23 838.8687 828.37 -37.9798
57.0700 149.3200 2499571.30 839.1727 828.96 -37.9735
57.0700 149.3400 2501183.93 839.4769 829.58 -37.9671
57.0700 149.3600 2502798.11 839.7815 830.23 -37.9605
57.0700 149.3800 2504413.84 840.0864 830.92 -37.9537
57.0700 149.4000 2506031.13 840.3916 831.65 -37.9468
57.0700 149.4200 2507649.99 840.6971 832.42 -37.9397
57.0700 149.4400 2509303.14 841.0029 827.58 -37.9589
57.0700 149.4600 2510925.16 841.3090 828.41 -37.9515
57.0700 149.4800 2512548.74 841.6155 829.28 -37.9439
57.0700 149.5000 2514173.89 841.9223 830.18 -37.9361
57.0700 149.5200 2515800.62 842.2294 831.12 -37.9281
57.0700 149.5400 2517428.91 842.5368 832.10 -37.9200
57.0700 149.5600 2519058.79 842.8446 833.12 -37.9118
57.0700 149.5800 2520723.03 843.1526 828.53 -37.9298
57.0700 149.6000 2522356.10 843.4610 829.61 -37.9211
57.0700 149.6200 2523990.76 843.7697 830.74 -37.9123
57.0700 149.6400 2525627.00 844.0788 831.90 -37.9034
57.0700 149.6600 2527264.83 844.3881 833.10 -37.8942
57.0700 149.6800 2528904.24 844.6978 834.34 -37.8849
57.0700 149.7000 2530578.11 845.0078 829.96 -37.9019
57.0700 149.7200 2532220.76 845.3181 831.26 -37.8922
57.0700 149.7400 2533865.00 845.6288 832.61 -37.8824
57.0700 149.7600 2535510.84 845.9398 834.00 -37.8724
57.0700 149.7800 2537191.14 846.2511 829.76 -37.8887
57.0700 149.8000 2538840.23 846.5627 831.21 -37.8783
57.0700 149.8200 2540490.93 846.8747 832.71 -37.8678
57.0700 149.8400 2542143.24 847.1870 834.25 -37.8571
57.0700 149.8600 2543797.14 847.4996 835.82 -37.8463
57.0700 149.8800 2545485.61 847.8125 831.76 -37.8617
57.0700 149.9000 2547142.80 848.1258 833.41 -37.8505
57.0700 149.9200 2548801.60 848.4394 835.10 -37.8391
57.0700 149.9400 2550494.94 848.7534 831.15 -37.8539
57.0700 149.9600 2552157.04 849.0677 832.91 -37.8422
57.0700 149.9800 2553820.76 849.3823 834.71 -37.8303
57.0700 150.0000 2555486.09 849.6972 836.55 -37.8182
57.0700 150.0200 2557186.04 850.0125 832.75 -37.8323
57.0700 150.0400 2558854.70 850.3281 834.66 -37.8199
57.0700 150.0600 2560524.97 850.6440 836.62 -37.8073
57.0700 150.0800 2562229.89 850.9603 832.93 -37.8209
57.0700 150.1000 2563903.50 851.2770 834.96 -37.8079
57.0700 150.1200 2565578.73 851.5939 837.03 -37.7948
57.0700 150.1400 2567288.64 851.9112 833.45 -37.8078
57.0700 150.1600 2568967.23 852.2288 835.60 -37.7943
57.0700 150.1800 2570647.44 852.5468 837.79 -37.7807
57.0700 150.2000 2572362.38 852.8651 834.32 -37.7932
57.0700 150.2200 2574045.96 853.1838 836.59 -37.7791
57.0700 150.2400 2575764.22 853.5027 833.21 -37.7913
57.0700 150.2600 2577451.17 853.8221 835.55 -37.7769
57.0700 150.2800 2579139.76 854.1418 837.93 -37.7623
57.0700 150.3000 2580863.10 854.4618 834.66 -37.7739
57.0700 150.3200 2582555.09 854.7822 837.12 -37.7590
57.0700 150.3400 2584281.79 855.1029 833.93 -37.7702
57.0700 150.3600 2585977.16 855.4239 836.47 -37.7549
57.0700 150.3800 2587674.19 855.7453 839.06 -37.7394
57.0700 150.4000 2589406.03 856.0671 835.97 -37.7501
57.0700 150.4200 2591106.46 856.3892 838.64 -37.7343
57.0700 150.4400 2592841.70 856.7116 835.63 -37.7446
57.0700 150.4600 2594545.55 857.0344 838.38 -37.7284
57.0700 150.4800 2596284.20 857.3575 835.45 -37.7383
57.0700 150.5000 2597991.48 857.6810 838.28 -37.7217
57.0700 150.5200 2599733.56 858.0048 835.43 -37.7313
57.0700 150.5400 2601444.27 858.3290 838.34 -37.7144
57.0700 150.5600 2603189.81 858.6535 835.57 -37.7236
57.0700 150.5800 2604903.96 858.9784 838.56 -37.7063
57.0700 150.6000 2606652.95 859.3036 835.87 -37.7151
57.0700 150.6200 2608370.56 859.6293 838.94 -37.6974
57.0700 150.6400 2610123.03 859.9552 836.33 -37.7059
57.0700 150.6600 2611844.09 860.2815 839.49 -37.6878
57.0700 150.6800 2613600.05 860.6081 836.96 -37.6959
57.0700 150.7000 2615324.58 860.9352 840.19 -37.6775
57.0700 150.7200 2617084.05 861.2625 837.74 -37.6851
57.0700 150.7400 2618812.05 861.5903 841.07 -37.6664
57.0700 150.7600 2620575.03 861.9183 838.70 -37.6737
57.0700 150.7800 2622306.52 862.2468 842.11 -37.6545
57.0700 150.8000 2624073.03 862.5756 839.81 -37.6614
57.0700 150.8200 2625841.28 862.9047 837.57 -37.6682
57.0700 150.8400 2627578.07 863.2343 841.10 -37.6485
57.0700 150.8600 2629349.86 863.5641 838.93 -37.6548
57.0700 150.8800 2631090.16 863.8944 842.55 -37.6347
57.0700 150.9000 2632865.52 864.2250 840.47 -37.6407
57.0700 150.9200 2634642.63 864.5559 838.43 -37.6465
57.0700 150.9400 2636388.26 864.8873 842.17 -37.6258
57.0700 150.9600 2638168.96 865.2190 840.21 -37.6312
57.0700 150.9800 2639951.42 865.5510 838.30 -37.6364
57.0700 151.0000 2641702.41 865.8835 842.16 -37.6151
57.0700 151.0200 2643488.48 866.2163 840.33 -37.6199
57.0700 151.0400 2645242.99 866.5494 844.30 -37.5984
57.0700 151.0600 2647032.68 866.8830 842.54 -37.6028
57.0700 151.0800 2648824.15 867.2168 840.83 -37.6070
57.0700 151.1000 2650617.41 867.5511 839.17 -37.6110
57.0700 151.1200 2652379.16 867.8857 843.30 -37.5886
57.0700 151.1400 2654176.06 868.2208 841.71 -37.5923
57.0700 151.1600 2655974.76 868.5561 840.18 -37.5957
57.0700 151.1800 2657741.92 868.8919 844.44 -37.5728
57.0700 151.2000 2659544.29 869.2280 842.98 -37.5758
57.0700 151.2200 2661348.47 869.5645 841.57 -37.5786
57.0700 151.2400 2663154.46 869.9013 840.21 -37.5813
57.0700 151.2600 2664928.92 870.2386 844.65 -37.5576
57.0700 151.2800 2666738.60 870.5762 843.36 -37.5598
57.0700 151.3000 2668550.11 870.9142 842.12 -37.5619
57.0700 151.3200 2670363.45 871.2526 840.93 -37.5637
57.0700 151.3400 2672145.22 871.5914 845.55 -37.5392
57.0700 151.3600 2673962.28 871.9305 844.44 -37.5407
57.0700 151.3800 2675781.18 872.2700 843.37 -37.5419
57.0700 151.4000 2677601.93 872.6099 842.35 -37.5430
57.0700 151.4200 2679424.52 872.9501 841.37 -37.5439
57.0700 151.4400 2681215.53 873.2908 846.21 -37.5184
57.0700 151.4600 2683041.87 873.6319 845.32 -37.5188
57.0700 151.4800 2684870.07 873.9733 844.47 -37.5191
57.0700 151.5000 2686700.14 874.3151 843.67 -37.5191
57.0700 151.5200 2688532.07 874.6572 842.92 -37.5190
57.0700 151.5400 2690332.36 874.9998 847.99 -37.4925
57.0700 151.5600 2692168.07 875.3428 847.32 -37.4920
57.0700 151.5800 2694005.66 875.6861 846.69 -37.4912
57.0700 151.6000 2695845.13 876.0299 846.11 -37.4902
57.0700 151.6200 2697686.49 876.3740 845.58 -37.4891
57.0700 151.6400 2699529.74 876.7185 845.09 -37.4877
57.0700 151.6600 2701374.88 877.0634 844.64 -37.4862
57.0700 151.6800 2703221.92 877.4087 844.24 -37.4844
57.0700 151.7000 2705070.86 877.7543 843.89 -37.4824
57.0700 151.7200 2706921.71 878.1004 843.58 -37.4802
57.0700 151.7400 2708740.88 878.4469 849.12 -37.4517
57.0700 151.7600 2710595.56 878.7937 848.90 -37.4491
57.0700 151.7800 2712452.15 879.1410 848.73 -37.4463
57.0700 151.8000 2714310.67 879.4886 848.60 -37.4433
57.0700 151.8200 2716171.10 879.8367 848.52 -37.4401
57.0700 151.8400 2718033.46 880.1851 848.48 -37.4367
57.0700 151.8600 2719897.74 880.5339 848.49 -37.4330
57.0700 151.8800 2721763.96 880.8832 848.55 -37.4292
57.0700 151.9000 2723632.12 881.2328 848.65 -37.4252
57.0700 151.9200 2725502.21 881.5828 848.80 -37.4209
57.0700 151.9400 2727374.24 881.9333 849.00 -37.4164
57.0700 151.9600 2729248.23 882.2841 849.25 -37.4118
57.0700 151.9800 2731124.16 882.6353 849.54 -37.4069
57.0700 152.0000 2733002.04 882.9870 849.88 -37.4018
57.0700 152.0200 2734881.88 883.3390 850.26 -37.3965
57.0700 152.0400 2736763.67 883.6914 850.69 -37.3910
57.0700 152.0600 2738647.43 884.0443 851.17 -37.3852
57.0700 152.0800 2740533.15 884.3975 851.70 -37.3793
57.0700 152.1000 2742454.59 884.7512 846.45 -37.3992
57.0700 152.1200 2744344.27 885.1052 847.07 -37.3928
57.0700 152.1400 2746235.94 885.4597 847.73 -37.3862
57.0700 152.1600 2748129.58 885.8146 848.45 -37.3794
57.0700 152.1800 2750025.20 886.1699 849.21 -37.3724
57.0700 152.2000 2751922.81 886.5256 850.03 -37.3652
57.0700 152.2200 2753822.40 886.8817 850.89 -37.3578
57.0700 152.2400 2755723.99 887.2383 851.80 -37.3501
57.0700 152.2600 2757627.56 887.5952 852.76 -37.3423
57.0700 152.2800 2759566.95 887.9525 847.93 -37.3602
57.0700 152.3000 2761474.57 888.3103 848.98 -37.3519
57.0700 152.3200 2763384.18 888.6685 850.08 -37.3434
57.0700 152.3400 2765295.80 889.0271 851.24 -37.3347
