# ****************************************************************************
# CUI
#
# The Advanced Framework for Simulation, Integration, and Modeling (AFSIM)
#
# The use, dissemination or disclosure of data in this file is subject to
# limitation or restriction. See accompanying README and LICENSE for details.
# ****************************************************************************
#Ground target launch data for RED_SRBM_4
#Generated on Wed Apr 14 12:05:27 2010
#loft_angle burn_time ground_range time_of_flight impact_speed impact angle
57.0700 134.5600 1646917.38 674.2784 735.37 -40.9529
57.0700 134.5800 1647738.34 674.4456 737.09 -40.9391
57.0700 134.6000 1648587.63 674.6128 734.15 -40.9540
57.0700 134.6200 1649409.73 674.7802 735.89 -40.9400
57.0700 134.6400 1650232.38 674.9476 737.64 -40.9261
57.0700 134.6600 1651083.39 675.1152 734.73 -40.9407
57.0700 134.6800 1651907.19 675.2829 736.50 -40.9267
57.0700 134.7000 1652759.32 675.4506 733.61 -40.9412
57.0700 134.7200 1653584.28 675.6185 735.39 -40.9270
57.0700 134.7400 1654409.78 675.7865 737.20 -40.9127
57.0700 134.7600 1655263.64 675.9546 734.33 -40.9271
57.0700 134.7800 1656090.31 676.1228 736.15 -40.9127
57.0700 134.8000 1656917.51 676.2911 737.99 -40.8982
57.0700 134.8200 1657773.12 676.4596 735.15 -40.9124
57.0700 134.8400 1658601.49 676.6281 737.00 -40.8978
57.0700 134.8600 1659430.40 676.7967 738.88 -40.8832
57.0700 134.8800 1660287.76 676.9655 736.06 -40.8971
57.0700 134.9000 1661117.84 677.1344 737.95 -40.8824
57.0700 134.9200 1661976.33 677.3033 735.16 -40.8962
57.0700 134.9400 1662807.58 677.4724 737.06 -40.8813
57.0700 134.9600 1663639.38 677.6416 738.99 -40.8664
57.0700 134.9800 1664499.63 677.8109 736.22 -40.8800
57.0700 135.0000 1665332.61 677.9803 738.16 -40.8649
57.0700 135.0200 1666166.12 678.1498 740.12 -40.8498
57.0700 135.0400 1667028.15 678.3195 737.38 -40.8632
57.0700 135.0600 1667862.84 678.4892 739.36 -40.8480
57.0700 135.0800 1668726.02 678.6590 736.64 -40.8613
57.0700 135.1000 1669561.89 678.8290 738.63 -40.8459
57.0700 135.1200 1670398.31 678.9990 740.65 -40.8305
57.0700 135.1400 1671263.27 679.1692 737.95 -40.8436
57.0700 135.1600 1672100.87 679.3395 739.98 -40.8281
57.0700 135.1800 1672966.99 679.5099 737.32 -40.8410
57.0700 135.2000 1673805.78 679.6804 739.37 -40.8254
57.0700 135.2200 1674673.06 679.8510 736.72 -40.8382
57.0700 135.2400 1675513.03 680.0218 738.79 -40.8224
57.0700 135.2600 1676353.55 680.1926 740.87 -40.8065
57.0700 135.2800 1677222.64 680.3635 738.25 -40.8192
57.0700 135.3000 1678064.35 680.5346 740.36 -40.8032
57.0700 135.3200 1678934.60 680.7058 737.76 -40.8157
57.0700 135.3400 1679777.50 680.8771 739.89 -40.7996
57.0700 135.3600 1680620.96 681.0484 742.03 -40.7834
57.0700 135.3800 1681493.03 681.2200 739.45 -40.7957
57.0700 135.4000 1682337.68 681.3916 741.62 -40.7794
57.0700 135.4200 1683210.93 681.5633 739.07 -40.7916
57.0700 135.4400 1684056.77 681.7352 741.25 -40.7752
57.0700 135.4600 1684931.21 681.9071 738.72 -40.7873
57.0700 135.4800 1685778.25 682.0792 740.92 -40.7707
57.0700 135.5000 1686653.88 682.2513 738.42 -40.7826
57.0700 135.5200 1687502.12 682.4237 740.64 -40.7659
57.0700 135.5400 1688350.91 682.5961 742.88 -40.7492
57.0700 135.5600 1689228.38 682.7686 740.40 -40.7609
57.0700 135.5800 1690078.38 682.9412 742.66 -40.7440
57.0700 135.6000 1690957.04 683.1140 740.20 -40.7556
57.0700 135.6200 1691808.24 683.2868 742.49 -40.7386
57.0700 135.6400 1692688.11 683.4598 740.05 -40.7501
57.0700 135.6600 1693540.52 683.6329 742.35 -40.7329
57.0700 135.6800 1694421.59 683.8061 739.94 -40.7443
57.0700 135.7000 1695275.21 683.9794 742.26 -40.7270
57.0700 135.7200 1696157.49 684.1528 739.87 -40.7382
57.0700 135.7400 1697012.32 684.3264 742.22 -40.7208
57.0700 135.7600 1697895.82 684.5000 739.84 -40.7319
57.0700 135.7800 1698751.86 684.6738 742.21 -40.7144
57.0700 135.8000 1699608.46 684.8477 744.61 -40.6968
57.0700 135.8200 1700493.82 685.0217 742.25 -40.7076
57.0700 135.8400 1701351.64 685.1958 744.67 -40.6899
57.0700 135.8600 1702238.23 685.3701 742.34 -40.7007
57.0700 135.8800 1703097.26 685.5444 744.77 -40.6828
57.0700 135.9000 1703985.08 685.7189 742.46 -40.6934
57.0700 135.9200 1704845.33 685.8935 744.92 -40.6754
57.0700 135.9400 1705734.37 686.0682 742.64 -40.6859
57.0700 135.9600 1706595.85 686.2430 745.12 -40.6678
57.0700 135.9800 1707486.13 686.4179 742.85 -40.6781
57.0700 136.0000 1708348.82 686.5930 745.36 -40.6599
57.0700 136.0200 1709240.34 686.7682 743.11 -40.6701
57.0700 136.0400 1710104.26 686.9434 745.64 -40.6517
57.0700 136.0600 1710997.01 687.1188 743.42 -40.6618
57.0700 136.0800 1711862.16 687.2943 745.97 -40.6433
57.0700 136.1000 1712756.16 687.4700 743.76 -40.6532
57.0700 136.1200 1713622.54 687.6457 746.34 -40.6346
57.0700 136.1400 1714517.79 687.8216 744.16 -40.6443
57.0700 136.1600 1715385.39 687.9976 746.76 -40.6256
57.0700 136.1800 1716281.89 688.1737 744.60 -40.6352
57.0700 136.2000 1717150.73 688.3499 747.23 -40.6163
57.0700 136.2200 1718048.48 688.5262 745.08 -40.6258
57.0700 136.2400 1718946.83 688.7027 742.96 -40.6353
57.0700 136.2600 1719817.57 688.8793 745.61 -40.6162
57.0700 136.2800 1720717.17 689.0559 743.51 -40.6255
57.0700 136.3000 1721589.16 689.2328 746.19 -40.6063
57.0700 136.3200 1722490.02 689.4097 744.11 -40.6154
57.0700 136.3400 1723363.24 689.5867 746.81 -40.5961
57.0700 136.3600 1724265.38 689.7639 744.75 -40.6051
57.0700 136.3800 1725139.84 689.9412 747.48 -40.5856
57.0700 136.4000 1726043.25 690.1186 745.44 -40.5945
57.0700 136.4200 1726918.95 690.2961 748.19 -40.5749
57.0700 136.4400 1727823.63 690.4738 746.17 -40.5836
57.0700 136.4600 1728728.91 690.6515 744.17 -40.5923
57.0700 136.4800 1729606.54 690.8294 746.95 -40.5725
57.0700 136.5000 1730513.10 691.0074 744.97 -40.5810
57.0700 136.5200 1731391.98 691.1855 747.78 -40.5610
57.0700 136.5400 1732299.82 691.3638 745.82 -40.5694
57.0700 136.5600 1733179.95 691.5421 748.66 -40.5494
57.0700 136.5800 1734089.08 691.7206 746.72 -40.5576
57.0700 136.6000 1734970.45 691.8992 749.59 -40.5374
57.0700 136.6200 1735880.88 692.0780 747.66 -40.5455
57.0700 136.6400 1736791.91 692.2568 745.75 -40.5535
57.0700 136.6600 1737675.23 692.4358 748.65 -40.5331
57.0700 136.6800 1738587.56 692.6149 746.77 -40.5410
57.0700 136.7000 1739472.12 692.7941 749.70 -40.5205
57.0700 136.7200 1740385.76 692.9734 747.83 -40.5282
57.0700 136.7400 1741300.00 693.1529 745.98 -40.5359
57.0700 136.7600 1742186.51 693.3325 748.94 -40.5152
57.0700 136.7800 1743102.07 693.5122 747.11 -40.5227
57.0700 136.8000 1743989.84 693.6920 750.10 -40.5018
57.0700 136.8200 1744906.70 693.8719 748.29 -40.5092
57.0700 136.8400 1745824.18 694.0520 746.50 -40.5166
57.0700 136.8600 1746713.90 694.2322 749.52 -40.4954
57.0700 136.8800 1747632.70 694.4125 747.75 -40.5026
57.0700 136.9000 1748523.69 694.5929 750.80 -40.4814
57.0700 136.9200 1749443.80 694.7735 749.04 -40.4885
57.0700 136.9400 1750364.55 694.9542 747.31 -40.4954
57.0700 136.9600 1751257.49 695.1350 750.39 -40.4740
57.0700 136.9800 1752179.56 695.3159 748.68 -40.4808
57.0700 137.0000 1753073.77 695.4970 751.80 -40.4593
57.0700 137.0200 1753997.16 695.6782 750.10 -40.4659
57.0700 137.0400 1754921.19 695.8595 748.42 -40.4726
57.0700 137.0600 1755817.37 696.0409 751.57 -40.4508
57.0700 137.0800 1756742.73 696.2225 749.91 -40.4573
57.0700 137.1000 1757668.72 696.4041 748.27 -40.4637
57.0700 137.1200 1758566.87 696.5859 751.46 -40.4417
57.0700 137.1400 1759494.20 696.7679 749.83 -40.4479
57.0700 137.1600 1760393.62 696.9499 753.06 -40.4258
57.0700 137.1800 1761322.29 697.1321 751.45 -40.4319
57.0700 137.2000 1762251.61 697.3144 749.86 -40.4380
57.0700 137.2200 1763153.01 697.4968 753.12 -40.4156
57.0700 137.2400 1764083.67 697.6794 751.55 -40.4215
57.0700 137.2600 1765014.97 697.8621 750.00 -40.4273
57.0700 137.2800 1765918.35 698.0448 753.30 -40.4048
57.0700 137.3000 1766851.01 698.2278 751.76 -40.4105
57.0700 137.3200 1767784.31 698.4109 750.25 -40.4161
57.0700 137.3400 1768689.68 698.5940 753.58 -40.3933
57.0700 137.3600 1769624.34 698.7774 752.09 -40.3988
57.0700 137.3800 1770559.65 698.9608 750.61 -40.4042
57.0700 137.4000 1771467.01 699.1444 753.98 -40.3812
57.0700 137.4200 1772403.68 699.3281 752.52 -40.3865
57.0700 137.4400 1773341.01 699.5119 751.07 -40.3916
57.0700 137.4600 1774250.36 699.6958 754.49 -40.3685
57.0700 137.4800 1775189.06 699.8799 753.07 -40.3735
57.0700 137.5000 1776128.41 700.0641 751.66 -40.3784
57.0700 137.5200 1777039.76 700.2484 755.11 -40.3551
57.0700 137.5400 1777980.48 700.4329 753.72 -40.3598
57.0700 137.5600 1778921.87 700.6175 752.35 -40.3646
57.0700 137.5800 1779863.91 700.8022 750.99 -40.3692
57.0700 137.6000 1780777.98 700.9871 754.49 -40.3455
57.0700 137.6200 1781721.41 701.1721 753.16 -40.3500
57.0700 137.6400 1782665.49 701.3572 751.83 -40.3545
57.0700 137.6600 1783581.57 701.5424 755.38 -40.3306
57.0700 137.6800 1784527.05 701.7278 754.08 -40.3349
57.0700 137.7000 1785473.19 701.9133 752.79 -40.3391
57.0700 137.7200 1786391.28 702.0989 756.38 -40.3150
57.0700 137.7400 1787338.81 702.2847 755.11 -40.3190
57.0700 137.7600 1788287.01 702.4706 753.86 -40.3230
57.0700 137.7800 1789235.89 702.6566 752.62 -40.3269
57.0700 137.8000 1790156.72 702.8427 756.27 -40.3026
57.0700 137.8200 1791106.99 703.0290 755.05 -40.3063
57.0700 137.8400 1792057.93 703.2154 753.85 -40.3100
57.0700 137.8600 1793009.56 703.4019 752.66 -40.3136
57.0700 137.8800 1793933.13 703.5886 756.36 -40.2889
57.0700 137.9000 1794886.16 703.7754 755.19 -40.2924
57.0700 137.9200 1795839.86 703.9624 754.04 -40.2958
57.0700 137.9400 1796765.46 704.1494 757.78 -40.2709
57.0700 137.9600 1797720.58 704.3366 756.65 -40.2741
57.0700 137.9800 1798676.38 704.5240 755.53 -40.2773
57.0700 138.0000 1799632.86 704.7114 754.43 -40.2803
57.0700 138.0200 1800561.21 704.8990 758.23 -40.2552
57.0700 138.0400 1801519.11 705.0867 757.15 -40.2581
57.0700 138.0600 1802477.69 705.2746 756.09 -40.2609
57.0700 138.0800 1803436.97 705.4626 755.04 -40.2637
57.0700 138.1000 1804396.93 705.6507 754.00 -40.2664
57.0700 138.1200 1805328.78 705.8390 757.86 -40.2409
57.0700 138.1400 1806290.17 706.0274 756.85 -40.2434
57.0700 138.1600 1807252.25 706.2159 755.85 -40.2459
57.0700 138.1800 1808215.02 706.4045 754.86 -40.2483
57.0700 138.2000 1809149.64 706.5933 758.78 -40.2225
57.0700 138.2200 1810113.84 706.7823 757.82 -40.2247
57.0700 138.2400 1811078.74 706.9714 756.87 -40.2269
57.0700 138.2600 1812044.34 707.1605 755.94 -40.2290
57.0700 138.2800 1812981.74 707.3499 759.92 -40.2029
57.0700 138.3000 1813948.78 707.5393 759.01 -40.2048
57.0700 138.3200 1814916.51 707.7290 758.11 -40.2066
57.0700 138.3400 1815884.95 707.9187 757.22 -40.2084
57.0700 138.3600 1816854.09 708.1086 756.35 -40.2101
57.0700 138.3800 1817795.01 708.2985 760.41 -40.1836
57.0700 138.4000 1818765.60 708.4887 759.56 -40.1852
57.0700 138.4200 1819736.90 708.6790 758.73 -40.1867
57.0700 138.4400 1820708.90 708.8694 757.91 -40.1881
57.0700 138.4600 1821681.61 709.0600 757.10 -40.1894
57.0700 138.4800 1822655.03 709.2506 756.32 -40.1906
57.0700 138.5000 1823600.22 709.4415 760.45 -40.1637
57.0700 138.5200 1824575.10 709.6325 759.68 -40.1648
57.0700 138.5400 1825550.69 709.8236 758.93 -40.1658
57.0700 138.5600 1826526.99 710.0148 758.19 -40.1667
57.0700 138.5800 1827504.01 710.2062 757.47 -40.1675
57.0700 138.6000 1828452.75 710.3977 761.68 -40.1402
57.0700 138.6200 1829431.23 710.5893 760.98 -40.1409
57.0700 138.6400 1830410.42 710.7811 760.29 -40.1415
57.0700 138.6600 1831390.34 710.9731 759.62 -40.1421
57.0700 138.6800 1832370.98 711.1651 758.96 -40.1425
57.0700 138.7000 1833352.34 711.3573 758.32 -40.1429
57.0700 138.7200 1834305.38 711.5496 762.62 -40.1152
57.0700 138.7400 1835288.21 711.7421 761.99 -40.1154
57.0700 138.7600 1836271.77 711.9348 761.39 -40.1155
57.0700 138.7800 1837256.05 712.1275 760.80 -40.1156
57.0700 138.8000 1838241.06 712.3204 760.22 -40.1156
57.0700 138.8200 1839226.79 712.5135 759.66 -40.1155
57.0700 138.8400 1840213.26 712.7066 759.11 -40.1153
57.0700 138.8600 1841171.36 712.8999 763.51 -40.0870
57.0700 138.8800 1842159.31 713.0934 762.99 -40.0867
57.0700 138.9000 1843147.99 713.2870 762.48 -40.0863
57.0700 138.9200 1844137.40 713.4808 761.98 -40.0858
57.0700 138.9400 1845127.55 713.6747 761.50 -40.0852
57.0700 138.9600 1846118.43 713.8687 761.03 -40.0846
57.0700 138.9800 1847110.04 714.0628 760.58 -40.0838
57.0700 139.0000 1848102.40 714.2571 760.14 -40.0830
57.0700 139.0200 1849095.49 714.4516 759.72 -40.0822
57.0700 139.0400 1850060.19 714.6462 764.25 -40.0532
57.0700 139.0600 1851054.78 714.8409 763.85 -40.0521
57.0700 139.0800 1852050.11 715.0358 763.47 -40.0510
57.0700 139.1000 1853046.18 715.2308 763.10 -40.0498
57.0700 139.1200 1854042.99 715.4260 762.74 -40.0485
57.0700 139.1400 1855040.55 715.6213 762.40 -40.0471
57.0700 139.1600 1856038.86 715.8167 762.07 -40.0457
57.0700 139.1800 1857037.91 716.0123 761.76 -40.0441
57.0700 139.2000 1858037.71 716.2080 761.46 -40.0425
57.0700 139.2200 1859038.25 716.4039 761.18 -40.0408
57.0700 139.2400 1860010.34 716.5999 765.87 -40.0111
57.0700 139.2600 1861012.40 716.7961 765.61 -40.0092
57.0700 139.2800 1862015.21 716.9924 765.36 -40.0073
57.0700 139.3000 1863018.77 717.1888 765.14 -40.0053
57.0700 139.3200 1864023.08 717.3854 764.92 -40.0032
57.0700 139.3400 1865028.15 717.5822 764.72 -40.0010
57.0700 139.3600 1866033.97 717.7791 764.53 -39.9987
57.0700 139.3800 1867040.55 717.9761 764.36 -39.9964
57.0700 139.4000 1868047.89 718.1733 764.21 -39.9939
57.0700 139.4200 1869055.98 718.3706 764.06 -39.9914
57.0700 139.4400 1870064.84 718.5680 763.94 -39.9889
57.0700 139.4600 1871074.45 718.7657 763.82 -39.9862
57.0700 139.4800 1872084.83 718.9634 763.72 -39.9834
57.0700 139.5000 1873095.97 719.1613 763.64 -39.9806
57.0700 139.5200 1874107.87 719.3594 763.57 -39.9777
57.0700 139.5400 1875120.54 719.5576 763.51 -39.9747
57.0700 139.5600 1876133.97 719.7559 763.47 -39.9716
57.0700 139.5800 1877148.17 719.9544 763.45 -39.9684
57.0700 139.6000 1878163.14 720.1530 763.43 -39.9652
57.0700 139.6200 1879178.88 720.3518 763.44 -39.9619
57.0700 139.6400 1880195.38 720.5507 763.46 -39.9585
57.0700 139.6600 1881183.32 720.7498 768.48 -39.9270
57.0700 139.6800 1882201.36 720.9490 768.52 -39.9235
57.0700 139.7000 1883220.18 721.1484 768.59 -39.9198
57.0700 139.7200 1884239.77 721.3479 768.66 -39.9160
57.0700 139.7400 1885260.13 721.5476 768.76 -39.9122
57.0700 139.7600 1886281.27 721.7474 768.86 -39.9083
57.0700 139.7800 1887303.18 721.9474 768.99 -39.9043
57.0700 139.8000 1888325.87 722.1475 769.12 -39.9002
57.0700 139.8200 1889349.34 722.3478 769.28 -39.8961
57.0700 139.8400 1890373.59 722.5482 769.44 -39.8918
57.0700 139.8600 1891398.61 722.7488 769.62 -39.8875
57.0700 139.8800 1892424.42 722.9495 769.82 -39.8831
57.0700 139.9000 1893480.43 723.1504 765.03 -39.9065
57.0700 139.9200 1894507.82 723.3514 765.26 -39.9019
57.0700 139.9400 1895535.98 723.5526 765.50 -39.8972
57.0700 139.9600 1896564.93 723.7539 765.75 -39.8925
57.0700 139.9800 1897594.67 723.9554 766.03 -39.8877
57.0700 140.0000 1898625.19 724.1570 766.31 -39.8827
57.0700 140.0200 1899656.51 724.3588 766.61 -39.8777
57.0700 140.0400 1900688.61 724.5607 766.93 -39.8726
57.0700 140.0600 1901721.49 724.7628 767.26 -39.8675
57.0700 140.0800 1902755.17 724.9650 767.61 -39.8622
57.0700 140.1000 1903789.65 725.1674 767.98 -39.8568
57.0700 140.1200 1904824.91 725.3700 768.35 -39.8514
57.0700 140.1400 1905860.97 725.5727 768.75 -39.8459
57.0700 140.1600 1906897.82 725.7755 769.16 -39.8403
57.0700 140.1800 1907935.46 725.9785 769.59 -39.8346
57.0700 140.2000 1908973.90 726.1817 770.03 -39.8288
57.0700 140.2200 1910013.14 726.3850 770.49 -39.8230
57.0700 140.2400 1911053.18 726.5884 770.96 -39.8171
57.0700 140.2600 1912094.01 726.7920 771.45 -39.8110
57.0700 140.2800 1913135.64 726.9958 771.95 -39.8049
57.0700 140.3000 1914178.08 727.1997 772.48 -39.7987
57.0700 140.3200 1915250.89 727.4038 767.98 -39.8203
57.0700 140.3400 1916294.95 727.6080 768.53 -39.8139
57.0700 140.3600 1917339.81 727.8124 769.09 -39.8074
57.0700 140.3800 1918385.48 728.0170 769.67 -39.8009
57.0700 140.4000 1919431.95 728.2217 770.27 -39.7942
57.0700 140.4200 1920479.23 728.4265 770.89 -39.7875
57.0700 140.4400 1921527.31 728.6315 771.52 -39.7807
57.0700 140.4600 1922576.20 728.8367 772.16 -39.7738
57.0700 140.4800 1923625.90 729.0420 772.83 -39.7668
57.0700 140.5000 1924676.41 729.2475 773.51 -39.7598
57.0700 140.5200 1925757.37 729.4531 769.16 -39.7804
57.0700 140.5400 1926809.53 729.6589 769.87 -39.7732
57.0700 140.5600 1927862.51 729.8649 770.59 -39.7659
57.0700 140.5800 1928916.29 730.0710 771.33 -39.7584
57.0700 140.6000 1929970.89 730.2772 772.09 -39.7509
57.0700 140.6200 1931026.31 730.4837 772.86 -39.7433
57.0700 140.6400 1932082.53 730.6902 773.66 -39.7357
57.0700 140.6600 1933139.58 730.8970 774.47 -39.7279
57.0700 140.6800 1934227.14 731.1039 770.24 -39.7478
57.0700 140.7000 1935285.85 731.3109 771.07 -39.7399
57.0700 140.7200 1936345.39 731.5182 771.92 -39.7318
57.0700 140.7400 1937405.74 731.7255 772.80 -39.7237
57.0700 140.7600 1938466.92 731.9331 773.68 -39.7155
57.0700 140.7800 1939528.91 732.1407 774.59 -39.7072
57.0700 140.8000 1940591.73 732.3486 775.52 -39.6988
57.0700 140.8200 1941685.12 732.5566 771.39 -39.7181
57.0700 140.8400 1942749.63 732.7648 772.34 -39.7095
57.0700 140.8600 1943814.96 732.9731 773.31 -39.7009
57.0700 140.8800 1944881.12 733.1816 774.30 -39.6922
57.0700 140.9000 1945948.10 733.3903 775.30 -39.6833
57.0700 140.9200 1947015.91 733.5991 776.33 -39.6744
57.0700 140.9400 1948114.34 733.8081 772.29 -39.6931
57.0700 140.9600 1949183.85 734.0172 773.34 -39.6840
57.0700 140.9800 1950254.19 734.2266 774.41 -39.6748
57.0700 141.0000 1951325.36 734.4360 775.50 -39.6656
57.0700 141.0200 1952397.36 734.6456 776.61 -39.6562
57.0700 141.0400 1953500.01 734.8554 772.65 -39.6745
57.0700 141.0600 1954573.73 735.0654 773.78 -39.6649
57.0700 141.0800 1955648.28 735.2755 774.94 -39.6553
57.0700 141.1000 1956723.66 735.4858 776.11 -39.6455
57.0700 141.1200 1957799.88 735.6962 777.30 -39.6357
57.0700 141.1400 1958906.79 735.9068 773.42 -39.6535
57.0700 141.1600 1959984.73 736.1176 774.64 -39.6435
57.0700 141.1800 1961063.51 736.3286 775.88 -39.6334
57.0700 141.2000 1962143.13 736.5397 777.14 -39.6233
57.0700 141.2200 1963253.44 736.7509 773.33 -39.6407
57.0700 141.2400 1964334.79 736.9624 774.61 -39.6303
57.0700 141.2600 1965416.98 737.1740 775.92 -39.6199
57.0700 141.2800 1966500.02 737.3857 777.24 -39.6093
57.0700 141.3000 1967583.89 737.5976 778.59 -39.5987
57.0700 141.3200 1968698.54 737.8098 774.85 -39.6156
57.0700 141.3400 1969784.16 738.0220 776.23 -39.6048
57.0700 141.3600 1970870.63 738.2345 777.62 -39.5939
57.0700 141.3800 1971957.94 738.4470 779.03 -39.5829
57.0700 141.4000 1973076.05 738.6598 775.36 -39.5995
57.0700 141.4200 1974165.11 738.8728 776.80 -39.5883
57.0700 141.4400 1975255.02 739.0858 778.27 -39.5770
57.0700 141.4600 1976345.78 739.2991 779.75 -39.5656
57.0700 141.4800 1977467.38 739.5125 776.14 -39.5818
57.0700 141.5000 1978559.90 739.7262 777.66 -39.5702
57.0700 141.5200 1979653.27 739.9399 779.19 -39.5586
57.0700 141.5400 1980777.47 740.1538 775.64 -39.5745
57.0700 141.5600 1981872.61 740.3680 777.20 -39.5627
57.0700 141.5800 1982968.61 740.5822 778.79 -39.5507
57.0700 141.6000 1984065.45 740.7967 780.40 -39.5387
57.0700 141.6200 1985193.19 741.0113 776.90 -39.5542
57.0700 141.6400 1986291.81 741.2261 778.54 -39.5420
57.0700 141.6600 1987391.29 741.4410 780.20 -39.5297
57.0700 141.6800 1988521.66 741.6562 776.76 -39.5450
57.0700 141.7000 1989622.92 741.8715 778.45 -39.5325
57.0700 141.7200 1990725.04 742.0869 780.16 -39.5199
57.0700 141.7400 1991858.06 742.3026 776.77 -39.5348
57.0700 141.7600 1992961.97 742.5184 778.51 -39.5221
57.0700 141.7800 1994066.74 742.7344 780.28 -39.5092
57.0700 141.8000 1995202.42 742.9505 776.94 -39.5239
57.0700 141.8200 1996308.98 743.1668 778.74 -39.5108
57.0700 141.8400 1997416.41 743.3833 780.56 -39.4976
57.0700 141.8600 1998524.70 743.6000 782.40 -39.4844
57.0700 141.8800 1999664.00 743.8169 779.12 -39.4987
57.0700 141.9000 2000774.10 744.0339 780.99 -39.4852
57.0700 141.9200 2001915.15 744.2510 777.76 -39.4993
57.0700 141.9400 2003027.05 744.4684 779.66 -39.4857
57.0700 141.9600 2004139.82 744.6860 781.59 -39.4720
57.0700 141.9800 2005283.58 744.9037 778.40 -39.4857
57.0700 142.0000 2006398.17 745.1216 780.37 -39.4718
57.0700 142.0200 2007513.62 745.3396 782.35 -39.4578
57.0700 142.0400 2008660.10 745.5578 779.21 -39.4713
57.0700 142.0600 2009777.38 745.7763 781.23 -39.4571
57.0700 142.0800 2010895.52 745.9948 783.28 -39.4428
57.0700 142.1000 2012044.74 746.2136 780.19 -39.4560
57.0700 142.1200 2013164.71 746.4326 782.26 -39.4415
57.0700 142.1400 2014315.72 746.6516 779.21 -39.4545
57.0700 142.1600 2015437.52 746.8710 781.32 -39.4398
57.0700 142.1800 2016560.19 747.0904 783.46 -39.4250
57.0700 142.2000 2017713.96 747.3101 780.46 -39.4377
57.0700 142.2200 2018838.48 747.5299 782.63 -39.4227
57.0700 142.2400 2019963.86 747.7498 784.82 -39.4077
57.0700 142.2600 2021120.41 747.9701 781.87 -39.4201
57.0700 142.2800 2022247.64 748.1904 784.10 -39.4048
57.0700 142.3000 2023406.00 748.4109 781.19 -39.4170
57.0700 142.3200 2024535.07 748.6317 783.45 -39.4015
57.0700 142.3400 2025695.26 748.8525 780.58 -39.4135
57.0700 142.3600 2026826.19 749.0736 782.87 -39.3979
57.0700 142.3800 2027958.00 749.2948 785.20 -39.3821
57.0700 142.4000 2029120.99 749.5163 782.37 -39.3938
57.0700 142.4200 2030254.65 749.7379 784.74 -39.3779
57.0700 142.4400 2031419.50 749.9597 781.95 -39.3893
57.0700 142.4600 2032555.02 750.1816 784.35 -39.3732
57.0700 142.4800 2033721.71 750.4038 781.60 -39.3845
57.0700 142.5000 2034859.09 750.6261 784.03 -39.3681
57.0700 142.5200 2035997.36 750.8486 786.49 -39.3517
57.0700 142.5400 2037166.89 751.0713 783.79 -39.3627
57.0700 142.5600 2038307.03 751.2942 786.29 -39.3461
57.0700 142.5800 2039478.43 751.5172 783.62 -39.3568
57.0700 142.6000 2040620.44 751.7405 786.16 -39.3400
57.0700 142.6200 2041793.71 751.9639 783.54 -39.3506
57.0700 142.6400 2042937.60 752.1875 786.11 -39.3335
57.0700 142.6600 2044112.75 752.4113 783.52 -39.3439
57.0700 142.6800 2045258.51 752.6352 786.13 -39.3267
57.0700 142.7000 2046435.55 752.8594 783.58 -39.3368
57.0700 142.7200 2047583.20 753.0837 786.23 -39.3194
57.0700 142.7400 2048762.14 753.3082 783.72 -39.3293
57.0700 142.7600 2049911.67 753.5329 786.41 -39.3117
57.0700 142.7800 2051092.51 753.7578 783.93 -39.3214
57.0700 142.8000 2052243.93 753.9829 786.66 -39.3036
57.0700 142.8200 2053426.67 754.2082 784.22 -39.3132
57.0700 142.8400 2054580.00 754.4336 786.99 -39.2951
57.0700 142.8600 2055764.65 754.6592 784.59 -39.3044
57.0700 142.8800 2056919.87 754.8850 787.40 -39.2862
57.0700 142.9000 2058106.44 755.1110 785.04 -39.2953
57.0700 142.9200 2059263.56 755.3372 787.89 -39.2769
57.0700 142.9400 2060452.06 755.5636 785.56 -39.2858
57.0700 142.9600 2061611.09 755.7902 788.45 -39.2672
57.0700 142.9800 2062801.52 756.0169 786.16 -39.2759
57.0700 143.0000 2063962.45 756.2438 789.10 -39.2570
57.0700 143.0200 2065154.82 756.4710 786.84 -39.2655
57.0700 143.0400 2066317.67 756.6983 789.82 -39.2465
57.0700 143.0600 2067511.99 756.9258 787.60 -39.2548
57.0700 143.0800 2068707.24 757.1535 785.41 -39.2630
57.0700 143.1000 2069873.01 757.3814 788.44 -39.2436
57.0700 143.1200 2071070.22 757.6094 786.28 -39.2516
57.0700 143.1400 2072237.92 757.8377 789.36 -39.2320
57.0700 143.1600 2073437.08 758.0661 787.24 -39.2398
57.0700 143.1800 2074606.70 758.2948 790.36 -39.2200
57.0700 143.2000 2075807.84 758.5236 788.27 -39.2275
57.0700 143.2200 2077009.92 758.7526 786.22 -39.2350
57.0700 143.2400 2078182.49 758.9818 789.39 -39.2149
57.0700 143.2600 2079386.55 759.2112 787.37 -39.2221
57.0700 143.2800 2080561.06 759.4408 790.59 -39.2019
57.0700 143.3000 2081767.10 759.6706 788.61 -39.2089
57.0700 143.3200 2082974.10 759.9005 786.65 -39.2158
57.0700 143.3400 2084151.57 760.1307 789.93 -39.1952
57.0700 143.3600 2085360.57 760.3611 788.01 -39.2019
57.0700 143.3800 2086539.98 760.5917 791.33 -39.1811
57.0700 143.4000 2087750.97 760.8224 789.44 -39.1876
57.0700 143.4200 2088962.93 761.0533 787.58 -39.1939
57.0700 143.4400 2090145.32 761.2845 790.97 -39.1728
