# ****************************************************************************
# CUI
#
# The Advanced Framework for Simulation, Integration, and Modeling (AFSIM)
#
# The use, dissemination or disclosure of data in this file is subject to
# limitation or restriction. See accompanying README and LICENSE for details.
# ****************************************************************************
#Air target launch data for BLUE_LR_SAM
#Generated on Mon Apr 19 14:34:08 2010
#ground_range altitude time_of_flight speed flight_path_angle
20.0000
 190140.34 142694.46 137.5000 1551.72 18.6889
 190859.16 142941.94 138.0000 1550.22 18.5307
 191577.91 143187.14 138.5000 1548.73 18.3722
 192296.61 143430.08 139.0000 1547.25 18.2134
 193015.26 143670.75 139.5000 1545.79 18.0543
 193733.86 143909.15 140.0000 1544.34 17.8950
 194452.40 144145.28 140.5000 1542.90 17.7353
 195170.89 144379.14 141.0000 1541.47 17.5753
 195889.33 144610.74 141.5000 1540.06 17.4150
 196607.72 144840.07 142.0000 1538.66 17.2545
 197326.06 145067.13 142.5000 1537.27 17.0937
 198044.35 145291.93 143.0000 1535.90 16.9325
 198762.59 145514.45 143.5000 1534.53 16.7711
 199480.78 145734.71 144.0000 1533.18 16.6095
-1.00 -1.00 -1.0000 -1.00 -1.0000
47.8000
 15188.06 17747.94 20.0000 2725.59 46.3351
 16150.54 18758.16 20.5000 2865.10 46.2745
 17163.94 19819.81 21.0000 3016.09 46.2177
 18232.46 20937.25 21.5000 3180.07 46.1648
 19327.51 22080.60 22.0000 3084.54 46.1135
 20363.23 23160.19 22.5000 2917.73 46.0580
 21349.26 24186.08 23.0000 2789.43 45.9988
 22296.70 25169.89 23.5000 2687.96 45.9363
 23213.48 26119.88 24.0000 2605.95 45.8711
 24105.41 27042.11 24.5000 2538.49 45.8034
 24976.92 27941.18 25.0000 2482.19 45.7336
 25831.42 28820.66 25.5000 2434.65 45.6619
 26671.62 29683.36 26.0000 2394.09 45.5886
 27499.69 30531.52 26.5000 2359.15 45.5138
 28317.40 31366.97 27.0000 2328.82 45.4377
 29126.21 32191.22 27.5000 2302.28 45.3604
 29927.32 33005.52 28.0000 2278.99 45.2820
 30721.80 33810.95 28.5000 2258.45 45.2026
 31510.50 34608.40 29.0000 2240.21 45.1224
 32294.16 35398.63 29.5000 2223.90 45.0413
 33073.40 36182.27 30.0000 2209.24 44.9594
 33848.76 36959.86 30.5000 2195.97 44.8768
 34620.68 37731.86 31.0000 2183.91 44.7936
 35389.56 38498.66 31.5000 2172.89 44.7098
 36155.73 39260.62 32.0000 2162.75 44.6254
 36919.48 40018.02 32.5000 2153.40 44.5404
 37681.07 40771.12 33.0000 2144.72 44.4549
 38440.71 41520.14 33.5000 2136.63 44.3690
 39198.60 42265.27 34.0000 2129.06 44.2825
 39954.91 43006.69 34.5000 2121.94 44.1956
 40709.80 43744.55 35.0000 2115.23 44.1083
 41463.38 44478.97 35.5000 2108.87 44.0206
 42215.78 45210.07 36.0000 2102.82 43.9324
 42967.10 45937.96 36.5000 2097.05 43.8439
 43717.43 46662.72 37.0000 2091.53 43.7549
 44466.85 47384.44 37.5000 2086.23 43.6656
 45215.44 48103.18 38.0000 2081.12 43.5759
 45963.26 48819.00 38.5000 2076.17 43.4859
 46710.35 49531.96 39.0000 2071.38 43.3955
 47456.78 50242.11 39.5000 2066.72 43.3047
 48202.58 50949.50 40.0000 2062.19 43.2136
 48947.79 51654.15 40.5000 2057.77 43.1222
 49692.46 52356.11 41.0000 2053.45 43.0304
 50436.62 53055.40 41.5000 2049.22 42.9383
 51180.28 53752.07 42.0000 2045.07 42.8458
 51923.49 54446.12 42.5000 2041.00 42.7530
 52666.27 55137.59 43.0000 2037.01 42.6599
 53408.63 55826.49 43.5000 2033.08 42.5665
 54150.61 56512.86 44.0000 2029.21 42.4727
 54892.21 57196.70 44.5000 2025.40 42.3786
 55633.47 57878.04 45.0000 2021.64 42.2842
 56374.39 58556.88 45.5000 2017.93 42.1895
 57114.99 59233.25 46.0000 2014.27 42.0944
 57855.29 59907.16 46.5000 2010.65 41.9990
 58595.29 60578.62 47.0000 2007.07 41.9033
 59335.02 61247.64 47.5000 2003.53 41.8073
 60074.48 61914.23 48.0000 2000.02 41.7110
 60813.68 62578.41 48.5000 1996.54 41.6144
 61552.63 63240.17 49.0000 1993.10 41.5174
 62291.35 63899.53 49.5000 1989.68 41.4202
 63029.83 64556.50 50.0000 1986.29 41.3226
 63768.09 65211.08 50.5000 1982.93 41.2247
 64506.13 65863.27 51.0000 1979.58 41.1265
 65243.96 66513.09 51.5000 1976.26 41.0279
 65981.59 67160.55 52.0000 1972.96 40.9291
 66719.02 67805.63 52.5000 1969.68 40.8299
 67456.25 68448.36 53.0000 1966.42 40.7305
 68193.30 69088.72 53.5000 1963.18 40.6307
 68930.16 69726.74 54.0000 1959.95 40.5306
 69666.84 70362.41 54.5000 1956.74 40.4302
 70403.34 70995.72 55.0000 1953.54 40.3294
 71139.67 71626.70 55.5000 1950.36 40.2284
 71875.83 72255.34 56.0000 1947.19 40.1270
 72611.82 72881.63 56.5000 1944.03 40.0253
 73347.64 73505.60 57.0000 1940.89 39.9233
 74083.31 74127.23 57.5000 1937.76 39.8210
 74818.81 74746.52 58.0000 1934.65 39.7183
 75554.16 75363.49 58.5000 1931.54 39.6154
 76289.35 75978.13 59.0000 1928.44 39.5121
 77024.39 76590.45 59.5000 1925.36 39.4085
 77759.28 77200.44 60.0000 1922.29 39.3046
 78494.02 77808.11 60.5000 1919.22 39.2003
 79228.61 78413.45 61.0000 1916.17 39.0958
 79963.05 79016.48 61.5000 1913.12 38.9909
 80697.35 79617.18 62.0000 1910.09 38.8857
 81431.50 80215.57 62.5000 1907.06 38.7801
 82165.51 80811.64 63.0000 1904.05 38.6743
 82899.38 81405.39 63.5000 1901.04 38.5681
 83633.11 81996.83 64.0000 1898.04 38.4616
 84366.70 82585.96 64.5000 1895.05 38.3547
 85100.15 83172.77 65.0000 1892.07 38.2475
 85833.46 83757.26 65.5000 1889.10 38.1400
 86566.64 84339.45 66.0000 1886.14 38.0322
 87299.69 84919.32 66.5000 1883.20 37.9241
 88032.60 85496.89 67.0000 1880.26 37.8156
 88765.38 86072.15 67.5000 1877.32 37.7068
 89498.04 86645.10 68.0000 1874.40 37.5976
 90230.56 87215.74 68.5000 1871.49 37.4881
 90962.96 87784.08 69.0000 1868.58 37.3783
 91695.22 88350.11 69.5000 1865.68 37.2682
 92427.36 88913.84 70.0000 1862.78 37.1577
 93159.37 89475.25 70.5000 1859.90 37.0469
 93891.25 90034.37 71.0000 1857.02 36.9358
 94623.01 90591.18 71.5000 1854.15 36.8243
 95354.64 91145.68 72.0000 1851.29 36.7125
 96086.14 91697.88 72.5000 1848.44 36.6003
 96817.52 92247.77 73.0000 1845.60 36.4878
 97548.78 92795.37 73.5000 1842.76 36.3750
 98279.91 93340.66 74.0000 1839.93 36.2618
 99010.92 93883.64 74.5000 1837.11 36.1483
 99741.80 94424.33 75.0000 1834.30 36.0345
 100472.57 94962.71 75.5000 1831.49 35.9203
 101203.21 95498.79 76.0000 1828.70 35.8058
 101933.73 96032.57 76.5000 1825.91 35.6909
 102664.13 96564.05 77.0000 1823.13 35.5757
 103394.42 97093.22 77.5000 1820.36 35.4602
 104124.58 97620.10 78.0000 1817.59 35.3443
 104854.62 98144.68 78.5000 1814.84 35.2280
 105584.55 98666.96 79.0000 1812.09 35.1115
 106314.35 99186.94 79.5000 1809.35 34.9945
 107044.05 99704.62 80.0000 1806.62 34.8773
 107773.62 100220.01 80.5000 1803.90 34.7597
 108503.08 100733.09 81.0000 1801.19 34.6417
 109232.42 101243.88 81.5000 1798.49 34.5234
 109961.65 101752.37 82.0000 1795.79 34.4047
 110690.76 102258.56 82.5000 1793.10 34.2857
 111419.76 102762.46 83.0000 1790.43 34.1664
 112148.65 103264.06 83.5000 1787.76 34.0467
 112877.42 103763.37 84.0000 1785.09 33.9266
 113606.08 104260.38 84.5000 1782.44 33.8062
 114334.63 104755.10 85.0000 1779.80 33.6855
 115063.07 105247.52 85.5000 1777.16 33.5644
 115791.40 105737.64 86.0000 1774.54 33.4430
 116519.61 106225.48 86.5000 1771.92 33.3212
 117247.72 106711.01 87.0000 1769.31 33.1990
 117975.72 107194.26 87.5000 1766.71 33.0765
 118703.61 107675.21 88.0000 1764.12 32.9537
 119431.39 108153.87 88.5000 1761.54 32.8305
 120159.07 108630.24 89.0000 1758.97 32.7069
 120886.64 109104.31 89.5000 1756.40 32.5830
 121614.10 109576.10 90.0000 1753.85 32.4587
 122341.46 110045.59 90.5000 1751.30 32.3341
 123068.71 110512.79 91.0000 1748.76 32.2092
 123795.86 110977.70 91.5000 1746.24 32.0838
 124522.90 111440.32 92.0000 1743.72 31.9582
 125249.84 111900.65 92.5000 1741.21 31.8321
 125976.67 112358.69 93.0000 1738.71 31.7057
 126703.41 112814.44 93.5000 1736.22 31.5790
 127430.04 113267.91 94.0000 1733.74 31.4519
 128156.57 113719.08 94.5000 1731.27 31.3245
 128883.00 114167.96 95.0000 1728.80 31.1967
 129609.33 114614.56 95.5000 1726.35 31.0685
 130335.56 115058.87 96.0000 1723.91 30.9400
 131061.69 115500.89 96.5000 1721.47 30.8111
 131787.72 115940.62 97.0000 1719.05 30.6819
 132513.65 116378.07 97.5000 1716.63 30.5523
 133239.49 116813.23 98.0000 1714.23 30.4224
 133965.22 117246.10 98.5000 1711.83 30.2921
 134690.87 117676.69 99.0000 1709.45 30.1614
 135416.41 118104.99 99.5000 1707.07 30.0304
 136141.86 118531.01 100.0000 1704.70 29.8990
 136867.22 118954.74 100.5000 1702.34 29.7673
 137592.48 119376.19 101.0000 1700.00 29.6352
 138317.64 119795.35 101.5000 1697.66 29.5028
 139042.71 120212.23 102.0000 1695.33 29.3700
 139767.69 120626.82 102.5000 1693.01 29.2369
 140492.58 121039.13 103.0000 1690.71 29.1034
 141217.38 121449.16 103.5000 1688.41 28.9695
 141942.08 121856.90 104.0000 1686.12 28.8353
 142666.69 122262.36 104.5000 1683.84 28.7007
 143391.22 122665.54 105.0000 1681.57 28.5658
 144115.65 123066.44 105.5000 1679.32 28.4305
 144839.99 123465.05 106.0000 1677.07 28.2949
 145564.25 123861.38 106.5000 1674.83 28.1589
 146288.42 124255.44 107.0000 1672.60 28.0225
 147012.50 124647.20 107.5000 1670.38 27.8858
 147736.49 125036.69 108.0000 1668.18 27.7488
 148460.39 125423.90 108.5000 1665.98 27.6114
 149184.21 125808.83 109.0000 1663.79 27.4736
 149907.95 126191.48 109.5000 1661.62 27.3355
 150631.60 126571.84 110.0000 1659.45 27.1970
 151355.16 126949.93 110.5000 1657.30 27.0582
 152078.64 127325.74 111.0000 1655.15 26.9190
 152802.04 127699.27 111.5000 1653.02 26.7795
 153525.35 128070.52 112.0000 1650.89 26.6396
 154248.58 128439.49 112.5000 1648.78 26.4994
 154971.73 128806.19 113.0000 1646.68 26.3588
 155694.80 129170.60 113.5000 1644.59 26.2178
 156417.79 129532.74 114.0000 1642.51 26.0765
 157140.70 129892.60 114.5000 1640.44 25.9349
 157863.52 130250.19 115.0000 1638.38 25.7929
 158586.27 130605.49 115.5000 1636.33 25.6506
 159308.94 130958.52 116.0000 1634.29 25.5079
 160031.53 131309.27 116.5000 1632.26 25.3648
 160754.05 131657.75 117.0000 1630.24 25.2215
 161476.48 132003.95 117.5000 1628.24 25.0777
 162198.84 132347.88 118.0000 1626.24 24.9337
 162921.12 132689.52 118.5000 1624.26 24.7892
 163643.33 133028.90 119.0000 1622.29 24.6445
 164365.46 133366.00 119.5000 1620.33 24.4994
 165087.52 133700.82 120.0000 1618.38 24.3539
 165809.50 134033.37 120.5000 1616.44 24.2081
 166531.41 134363.64 121.0000 1614.51 24.0620
 167253.25 134691.64 121.5000 1612.59 23.9155
 167975.01 135017.37 122.0000 1610.68 23.7687
 168696.71 135340.82 122.5000 1608.79 23.6215
 169418.33 135662.00 123.0000 1606.91 23.4740
 170139.88 135980.91 123.5000 1605.04 23.3262
 170861.36 136297.54 124.0000 1603.17 23.1780
 171582.76 136611.90 124.5000 1601.33 23.0295
 172304.10 136923.98 125.0000 1599.49 22.8806
 173025.37 137233.80 125.5000 1597.66 22.7315
 173746.58 137541.34 126.0000 1595.85 22.5819
 174467.71 137846.61 126.5000 1594.04 22.4321
 175188.78 138149.61 127.0000 1592.25 22.2819
 175909.78 138450.33 127.5000 1590.47 22.1314
 176630.71 138748.79 128.0000 1588.70 21.9806
 177351.58 139044.97 128.5000 1586.95 21.8294
 178072.38 139338.89 129.0000 1585.20 21.6779
 178793.12 139630.53 129.5000 1583.47 21.5261
 179513.79 139919.90 130.0000 1581.75 21.3739
 180234.40 140207.00 130.5000 1580.04 21.2215
 180954.94 140491.83 131.0000 1578.34 21.0687
 181675.43 140774.39 131.5000 1576.65 20.9155
 182395.85 141054.68 132.0000 1574.98 20.7621
 183116.21 141332.70 132.5000 1573.32 20.6084
 183836.50 141608.46 133.0000 1571.67 20.4543
 184556.74 141881.94 133.5000 1570.03 20.2999
 185276.92 142153.15 134.0000 1568.40 20.1452
 185997.03 142422.10 134.5000 1566.79 19.9902
 186717.09 142688.77 135.0000 1565.19 19.8348
 187437.09 142953.18 135.5000 1563.60 19.6792
 188157.03 143215.32 136.0000 1562.02 19.5233
 188876.91 143475.19 136.5000 1560.45 19.3670
 189596.74 143732.79 137.0000 1558.90 19.2104
 190316.50 143988.13 137.5000 1557.36 19.0536
 191036.22 144241.19 138.0000 1555.83 18.8964
 191755.87 144491.99 138.5000 1554.31 18.7389
 192475.48 144740.53 139.0000 1552.81 18.5811
 193195.02 144986.79 139.5000 1551.32 18.4231
 193914.52 145230.79 140.0000 1549.84 18.2647
 194633.95 145472.52 140.5000 1548.37 18.1060
 195353.34 145711.99 141.0000 1546.92 17.9471
 196072.67 145949.19 141.5000 1545.47 17.7878
 196791.95 146184.12 142.0000 1544.05 17.6283
 197511.18 146416.78 142.5000 1542.63 17.4684
 198230.36 146647.18 143.0000 1541.23 17.3083
 198949.49 146875.32 143.5000 1539.83 17.1479
 199668.57 147101.19 144.0000 1538.46 16.9872
-1.00 -1.00 -1.0000 -1.00 -1.0000
48.0000
 15159.84 17777.87 20.0000 2726.70 46.4904
 16120.00 18791.14 20.5000 2866.40 46.4300
 17130.99 19856.05 21.0000 3017.58 46.3734
 18197.02 20976.98 21.5000 3181.78 46.3206
 19289.86 22124.27 22.0000 3087.91 46.2695
 20323.95 23208.05 22.5000 2921.88 46.2144
 21308.70 24238.25 23.0000 2794.17 46.1554
 22255.18 25226.45 23.5000 2693.18 46.0933
 23171.22 26180.91 24.0000 2611.57 46.0284
 24062.62 27107.69 24.5000 2544.45 45.9611
 24933.76 28011.36 25.0000 2488.45 45.8917
 25788.04 28895.50 25.5000 2441.17 45.8205
 26628.15 29762.91 26.0000 2400.83 45.7476
 27456.24 30615.82 26.5000 2366.10 45.6733
 28274.07 31456.08 27.0000 2335.95 45.5976
 29083.09 32285.18 27.5000 2309.60 45.5208
 29884.50 33104.38 28.0000 2286.48 45.4430
 30679.34 33914.74 28.5000 2266.08 45.3641
 31468.47 34717.17 29.0000 2247.98 45.2844
 32252.63 35512.40 29.5000 2231.79 45.2039
 33032.43 36301.08 30.0000 2217.24 45.1226
 33808.39 37083.74 30.5000 2204.08 45.0406
 34580.96 37860.85 31.0000 2192.10 44.9580
 35350.53 38632.78 31.5000 2181.16 44.8748
 36117.43 39399.89 32.0000 2171.10 44.7910
 36881.94 40162.46 32.5000 2161.82 44.7067
 37644.31 40920.76 33.0000 2153.20 44.6218
 38404.77 41674.99 33.5000 2145.16 44.5365
 39163.51 42425.36 34.0000 2137.65 44.4507
 39920.69 43172.03 34.5000 2130.58 44.3645
 40676.46 43915.15 35.0000 2123.90 44.2778
 41430.95 44654.85 35.5000 2117.58 44.1907
 42184.27 45391.24 36.0000 2111.57 44.1033
 42936.54 46124.43 36.5000 2105.83 44.0154
 43687.83 46854.51 37.0000 2100.34 43.9271
 44438.22 47581.55 37.5000 2095.06 43.8385
 45187.79 48305.63 38.0000 2089.97 43.7495
 45936.60 49026.80 38.5000 2085.04 43.6602
 46684.70 49745.11 39.0000 2080.26 43.5705
 47432.13 50460.62 39.5000 2075.61 43.4805
 48178.95 51173.37 40.0000 2071.10 43.3901
 48925.20 51883.40 40.5000 2066.69 43.2993
 49670.90 52590.74 41.0000 2062.37 43.2083
 50416.09 53295.42 41.5000 2058.15 43.1169
 51160.81 53997.47 42.0000 2054.01 43.0252
 51905.07 54696.92 42.5000 2049.95 42.9331
 52648.90 55393.79 43.0000 2045.96 42.8407
 53392.32 56088.10 43.5000 2042.03 42.7481
 54135.36 56779.87 44.0000 2038.16 42.6550
 54878.04 57469.13 44.5000 2034.36 42.5617
 55620.37 58155.88 45.0000 2030.60 42.4680
 56362.37 58840.15 45.5000 2026.89 42.3741
 57104.05 59521.95 46.0000 2023.23 42.2798
 57845.43 60201.29 46.5000 2019.61 42.1852
 58586.52 60878.18 47.0000 2016.03 42.0903
 59327.34 61552.64 47.5000 2012.48 41.9950
 60067.89 62224.67 48.0000 2008.97 41.8995
 60808.18 62894.28 48.5000 2005.49 41.8036
 61548.23 63561.49 49.0000 2002.05 41.7075
 62288.04 64226.30 49.5000 1998.62 41.6110
 63027.62 64888.72 50.0000 1995.23 41.5142
 63766.98 65548.75 50.5000 1991.86 41.4171
 64506.12 66206.41 51.0000 1988.51 41.3197
 65245.06 66861.69 51.5000 1985.18 41.2220
 65983.79 67514.60 52.0000 1981.88 41.1239
 66722.32 68165.15 52.5000 1978.59 41.0256
 67460.66 68813.34 53.0000 1975.32 40.9269
 68198.81 69459.18 53.5000 1972.07 40.8280
 68936.77 70102.66 54.0000 1968.83 40.7287
 69674.56 70743.80 54.5000 1965.61 40.6291
 70412.16 71382.59 55.0000 1962.41 40.5292
 71149.60 72019.04 55.5000 1959.22 40.4289
 71886.86 72653.15 56.0000 1956.04 40.3284
 72623.96 73284.93 56.5000 1952.88 40.2275
 73360.89 73914.37 57.0000 1949.72 40.1264
 74097.66 74541.48 57.5000 1946.58 40.0249
 74834.26 75166.26 58.0000 1943.46 39.9231
 75570.71 75788.71 58.5000 1940.34 39.8210
 76307.01 76408.83 59.0000 1937.23 39.7185
 77043.15 77026.63 59.5000 1934.14 39.6158
 77779.14 77642.11 60.0000 1931.05 39.5127
 78514.98 78255.26 60.5000 1927.98 39.4093
 79250.66 78866.10 61.0000 1924.91 39.3056
 79986.21 79474.61 61.5000 1921.85 39.2016
 80721.60 80080.81 62.0000 1918.81 39.0973
 81456.85 80684.69 62.5000 1915.77 38.9926
 82191.96 81286.25 63.0000 1912.74 38.8876
 82926.92 81885.50 63.5000 1909.72 38.7823
 83661.74 82482.43 64.0000 1906.71 38.6766
 84396.42 83077.05 64.5000 1903.71 38.5707
 85130.97 83669.35 65.0000 1900.72 38.4644
 85865.37 84259.35 65.5000 1897.74 38.3578
 86599.64 84847.03 66.0000 1894.77 38.2508
 87333.78 85432.41 66.5000 1891.81 38.1436
 88067.78 86015.48 67.0000 1888.85 38.0360
 88801.65 86596.24 67.5000 1885.91 37.9281
 89535.39 87174.69 68.0000 1882.97 37.8198
 90269.00 87750.84 68.5000 1880.04 37.7113
 91002.48 88324.68 69.0000 1877.12 37.6024
 91735.83 88896.21 69.5000 1874.20 37.4931
 92469.04 89465.44 70.0000 1871.30 37.3836
 93202.13 90032.37 70.5000 1868.40 37.2737
 93935.09 90596.99 71.0000 1865.51 37.1634
 94667.93 91159.30 71.5000 1862.62 37.0529
 95400.63 91719.31 72.0000 1859.75 36.9420
 96133.21 92277.02 72.5000 1856.88 36.8308
 96865.66 92832.43 73.0000 1854.02 36.7192
 97597.99 93385.53 73.5000 1851.17 36.6073
 98330.19 93936.33 74.0000 1848.32 36.4951
 99062.27 94484.82 74.5000 1845.49 36.3825
 99794.22 95031.02 75.0000 1842.66 36.2696
 100526.05 95574.91 75.5000 1839.84 36.1564
 101257.75 96116.51 76.0000 1837.03 36.0428
 101989.34 96655.80 76.5000 1834.23 35.9288
 102720.80 97192.80 77.0000 1831.43 35.8146
 103452.14 97727.49 77.5000 1828.64 35.7000
 104183.36 98259.88 78.0000 1825.86 35.5851
 104914.46 98789.98 78.5000 1823.09 35.4698
 105645.44 99317.78 79.0000 1820.33 35.3541
 106376.30 99843.28 79.5000 1817.58 35.2382
 107107.05 100366.48 80.0000 1814.83 35.1219
 107837.67 100887.38 80.5000 1812.09 35.0052
 108568.18 101405.99 81.0000 1809.36 34.8882
 109298.57 101922.29 81.5000 1806.64 34.7709
 110028.84 102436.31 82.0000 1803.93 34.6532
 110759.00 102948.03 82.5000 1801.23 34.5352
 111489.04 103457.45 83.0000 1798.53 34.4168
 112218.97 103964.57 83.5000 1795.85 34.2981
 112948.79 104469.40 84.0000 1793.17 34.1790
 113678.49 104971.94 84.5000 1790.50 34.0596
 114408.07 105472.18 85.0000 1787.84 33.9399
 115137.55 105970.13 85.5000 1785.19 33.8198
 115866.91 106465.79 86.0000 1782.54 33.6993
 116596.16 106959.15 86.5000 1779.91 33.5785
 117325.31 107450.22 87.0000 1777.28 33.4573
 118054.34 107938.99 87.5000 1774.67 33.3358
 118783.26 108425.47 88.0000 1772.06 33.2140
 119512.07 108909.67 88.5000 1769.46 33.0918
 120240.77 109391.57 89.0000 1766.87 32.9692
 120969.37 109871.18 89.5000 1764.29 32.8463
 121697.85 110348.49 90.0000 1761.71 32.7231
 122426.23 110823.52 90.5000 1759.15 32.5995
 123154.51 111296.26 91.0000 1756.60 32.4755
 123882.67 111766.71 91.5000 1754.05 32.3512
 124610.73 112234.87 92.0000 1751.51 32.2266
 125338.69 112700.73 92.5000 1748.99 32.1016
 126066.54 113164.31 93.0000 1746.47 31.9762
 126794.29 113625.61 93.5000 1743.96 31.8505
 127521.94 114084.61 94.0000 1741.46 31.7244
 128249.48 114541.32 94.5000 1738.97 31.5980
 128976.92 114995.75 95.0000 1736.49 31.4712
 129704.26 115447.89 95.5000 1734.02 31.3441
 130431.49 115897.75 96.0000 1731.55 31.2166
 131158.63 116345.31 96.5000 1729.10 31.0888
 131885.67 116790.59 97.0000 1726.66 30.9606
 132612.60 117233.59 97.5000 1724.22 30.8320
 133339.44 117674.30 98.0000 1721.80 30.7031
 134066.18 118112.72 98.5000 1719.38 30.5739
 134792.82 118548.86 99.0000 1716.97 30.4442
 135519.37 118982.71 99.5000 1714.58 30.3143
 136245.81 119414.28 100.0000 1712.19 30.1840
 136972.16 119843.56 100.5000 1709.81 30.0533
 137698.42 120270.56 101.0000 1707.45 29.9223
 138424.58 120695.28 101.5000 1705.09 29.7909
 139150.64 121117.71 102.0000 1702.74 29.6591
 139876.61 121537.86 102.5000 1700.40 29.5270
 140602.49 121955.73 103.0000 1698.08 29.3946
 141328.27 122371.31 103.5000 1695.76 29.2618
 142053.96 122784.62 104.0000 1693.45 29.1286
 142779.56 123195.64 104.5000 1691.15 28.9951
 143505.06 123604.37 105.0000 1688.86 28.8612
 144230.48 124010.83 105.5000 1686.58 28.7270
 144955.80 124415.01 106.0000 1684.31 28.5924
 145681.04 124816.90 106.5000 1682.06 28.4575
 146406.18 125216.52 107.0000 1679.81 28.3222
 147131.24 125613.85 107.5000 1677.57 28.1866
 147856.21 126008.91 108.0000 1675.34 28.0506
 148581.09 126401.69 108.5000 1673.12 27.9142
 149305.88 126792.18 109.0000 1670.91 27.7775
 150030.58 127180.40 109.5000 1668.72 27.6405
 150755.20 127566.34 110.0000 1666.53 27.5031
 151479.74 127949.99 110.5000 1664.35 27.3653
 152204.18 128331.38 111.0000 1662.18 27.2272
 152928.55 128710.48 111.5000 1660.03 27.0887
 153652.83 129087.30 112.0000 1657.88 26.9499
 154377.02 129461.85 112.5000 1655.75 26.8108
 155101.13 129834.12 113.0000 1653.62 26.6713
 155825.16 130204.11 113.5000 1651.51 26.5314
 156549.11 130571.83 114.0000 1649.40 26.3912
 157272.97 130937.27 114.5000 1647.31 26.2506
 157996.76 131300.43 115.0000 1645.23 26.1097
 158720.46 131661.32 115.5000 1643.16 25.9684
 159444.08 132019.93 116.0000 1641.10 25.8268
 160167.63 132376.27 116.5000 1639.04 25.6848
 160891.09 132730.33 117.0000 1637.01 25.5425
 161614.48 133082.11 117.5000 1634.98 25.3999
 162337.78 133431.62 118.0000 1632.96 25.2569
 163061.01 133778.86 118.5000 1630.95 25.1135
 163784.17 134123.82 119.0000 1628.95 24.9698
 164507.24 134466.51 119.5000 1626.97 24.8258
 165230.24 134806.92 120.0000 1625.00 24.6814
 165953.17 135145.06 120.5000 1623.03 24.5367
 166676.02 135480.93 121.0000 1621.08 24.3916
 167398.79 135814.52 121.5000 1619.14 24.2462
 168121.50 136145.84 122.0000 1617.21 24.1005
 168844.13 136474.89 122.5000 1615.29 23.9544
 169566.68 136801.66 123.0000 1613.38 23.8080
 170289.16 137126.17 123.5000 1611.49 23.6612
 171011.58 137448.40 124.0000 1609.60 23.5141
 171733.92 137768.36 124.5000 1607.73 23.3667
 172456.19 138086.04 125.0000 1605.86 23.2189
 173178.38 138401.46 125.5000 1604.01 23.0708
 173900.51 138714.60 126.0000 1602.17 22.9223
 174622.57 139025.48 126.5000 1600.34 22.7735
 175344.57 139334.08 127.0000 1598.53 22.6244
 176066.49 139640.41 127.5000 1596.72 22.4750
 176788.34 139944.47 128.0000 1594.93 22.3252
 177510.13 140246.27 128.5000 1593.14 22.1751
 178231.85 140545.79 129.0000 1591.37 22.0247
 178953.51 140843.04 129.5000 1589.61 21.8739
 179675.10 141138.02 130.0000 1587.87 21.7228
 180396.62 141430.74 130.5000 1586.13 21.5714
 181118.08 141721.18 131.0000 1584.41 21.4197
 181839.48 142009.36 131.5000 1582.69 21.2676
 182560.81 142295.26 132.0000 1580.99 21.1152
 183282.08 142578.90 132.5000 1579.31 20.9625
 184003.29 142860.27 133.0000 1577.63 20.8095
 184724.43 143139.37 133.5000 1575.96 20.6562
 185445.51 143416.21 134.0000 1574.31 20.5025
 186166.53 143690.77 134.5000 1572.67 20.3485
 186887.49 143963.07 135.0000 1571.04 20.1943
 187608.40 144233.10 135.5000 1569.42 20.0397
 188329.24 144500.87 136.0000 1567.82 19.8847
 189050.02 144766.36 136.5000 1566.23 19.7295
 189770.74 145029.59 137.0000 1564.64 19.5740
 190491.41 145290.56 137.5000 1563.08 19.4182
 191212.02 145549.25 138.0000 1561.52 19.2620
 191932.57 145805.69 138.5000 1559.98 19.1056
 192653.06 146059.85 139.0000 1558.44 18.9488
 193373.50 146311.75 139.5000 1556.92 18.7918
 194093.89 146561.38 140.0000 1555.42 18.6344
 194814.21 146808.75 140.5000 1553.92 18.4768
 195534.49 147053.85 141.0000 1552.44 18.3188
 196254.71 147296.69 141.5000 1550.97 18.1606
 196974.87 147537.26 142.0000 1549.51 18.0020
 197694.99 147775.57 142.5000 1548.07 17.8432
 198415.05 148011.61 143.0000 1546.63 17.6841
 199135.06 148245.38 143.5000 1545.21 17.5247
 199855.02 148476.90 144.0000 1543.81 17.3650
-1.00 -1.00 -1.0000 -1.00 -1.0000
48.2000
 15131.02 17808.35 20.0000 2727.84 46.6462
 16088.84 18824.68 20.5000 2867.72 46.5860
 17097.41 19892.87 21.0000 3019.11 46.5297
 18160.94 21017.31 21.5000 3183.53 46.4771
 19251.58 22168.57 22.0000 3091.36 46.4262
 20284.02 23256.58 22.5000 2926.10 46.3713
 21267.51 24291.12 23.0000 2798.99 46.3126
 22213.02 25283.77 23.5000 2698.49 46.2508
 23128.33 26242.74 24.0000 2617.27 46.1862
 24019.20 27174.10 24.5000 2550.50 46.1193
 24889.98 28082.43 25.0000 2494.80 46.0504
 25744.04 28971.27 25.5000 2447.78 45.9796
 26584.06 29843.44 26.0000 2407.67 45.9072
 27412.18 30701.17 26.5000 2373.14 45.8333
 28230.14 31546.28 27.0000 2343.19 45.7582
