# ****************************************************************************
# CUI
#
# The Advanced Framework for Simulation, Integration, and Modeling (AFSIM)
#
# The use, dissemination or disclosure of data in this file is subject to
# limitation or restriction. See accompanying README and LICENSE for details.
# ****************************************************************************
#Air target launch data for BLUE_LR_SAM
#Generated on Mon Apr 19 14:34:08 2010
#ground_range altitude time_of_flight speed flight_path_angle
20.0000
 84600.60 64764.17 63.5000 1671.03 28.0496
 85330.48 65155.88 64.0000 1668.64 27.9102
 86060.21 65545.23 64.5000 1666.27 27.7704
 86789.81 65932.23 65.0000 1663.91 27.6302
 87519.26 66316.88 65.5000 1661.57 27.4896
 88248.58 66699.19 66.0000 1659.25 27.3487
 88977.77 67079.14 66.5000 1656.94 27.2074
 89706.84 67456.75 67.0000 1654.65 27.0657
 90435.77 67832.02 67.5000 1652.38 26.9236
 91164.59 68204.94 68.0000 1650.12 26.7812
 91893.28 68575.53 68.5000 1647.88 26.6383
 92621.85 68943.77 69.0000 1645.65 26.4951
 93350.31 69309.68 69.5000 1643.44 26.3516
 94078.66 69673.25 70.0000 1641.24 26.2076
 94806.89 70034.48 70.5000 1639.06 26.0633
 95535.02 70393.38 71.0000 1636.89 25.9186
 96263.03 70749.95 71.5000 1634.73 25.7736
 96990.95 71104.18 72.0000 1632.59 25.6282
 97718.75 71456.08 72.5000 1630.47 25.4824
 98446.46 71805.65 73.0000 1628.36 25.3362
 99174.07 72152.89 73.5000 1626.26 25.1897
 99901.58 72497.80 74.0000 1624.17 25.0428
 100628.99 72840.39 74.5000 1622.10 24.8955
 101356.31 73180.64 75.0000 1620.05 24.7479
 102083.53 73518.57 75.5000 1618.00 24.5999
 102810.66 73854.18 76.0000 1615.97 24.4516
 103537.70 74187.45 76.5000 1613.96 24.3028
 104264.66 74518.41 77.0000 1611.96 24.1538
 104991.52 74847.03 77.5000 1609.97 24.0043
 105718.29 75173.34 78.0000 1607.99 23.8545
 106444.98 75497.32 78.5000 1606.03 23.7044
 107171.59 75818.98 79.0000 1604.08 23.5539
 107898.11 76138.32 79.5000 1602.14 23.4030
 108624.55 76455.34 80.0000 1600.21 23.2518
 109350.91 76770.03 80.5000 1598.30 23.1002
 110077.19 77082.41 81.0000 1596.41 22.9483
 110803.38 77392.46 81.5000 1594.52 22.7960
 111529.50 77700.20 82.0000 1592.65 22.6434
 112255.55 78005.61 82.5000 1590.79 22.4905
 112981.51 78308.71 83.0000 1588.94 22.3371
 113707.40 78609.49 83.5000 1587.11 22.1835
 114433.22 78907.95 84.0000 1585.29 22.0294
 115158.96 79204.10 84.5000 1583.48 21.8751
 115884.63 79497.92 85.0000 1581.69 21.7204
 116610.23 79789.43 85.5000 1579.90 21.5653
 117335.75 80078.63 86.0000 1578.13 21.4099
 118061.21 80365.50 86.5000 1576.38 21.2542
 118786.60 80650.06 87.0000 1574.64 21.0982
 119511.91 80932.31 87.5000 1572.91 20.9418
 120237.16 81212.24 88.0000 1571.19 20.7850
 120962.34 81489.86 88.5000 1569.48 20.6279
 121687.46 81765.16 89.0000 1567.79 20.4705
 122412.51 82038.14 89.5000 1566.11 20.3128
 123137.49 82308.81 90.0000 1564.45 20.1547
 123862.41 82577.17 90.5000 1562.79 19.9963
 124587.27 82843.22 91.0000 1561.15 19.8376
 125312.06 83106.95 91.5000 1559.53 19.6786
 126036.79 83368.37 92.0000 1557.91 19.5192
 126761.46 83627.47 92.5000 1556.31 19.3595
 127486.07 83884.27 93.0000 1554.72 19.1995
 128210.62 84138.75 93.5000 1553.15 19.0391
 128935.11 84390.92 94.0000 1551.60 18.8785
 129659.55 84640.78 94.5000 1550.05 18.7175
 130383.93 84888.33 95.0000 1548.52 18.5563
 131108.25 85133.56 95.5000 1547.01 18.3947
 131832.52 85376.49 96.0000 1545.50 18.2328
 132556.73 85617.11 96.5000 1544.01 18.0705
 133280.89 85855.41 97.0000 1542.53 17.9080
 134005.00 86091.41 97.5000 1541.07 17.7452
 134729.06 86325.10 98.0000 1539.61 17.5821
 135453.06 86556.47 98.5000 1538.17 17.4187
 136177.01 86785.54 99.0000 1536.75 17.2549
 136900.91 87012.30 99.5000 1535.34 17.0909
 137624.76 87236.75 100.0000 1533.94 16.9266
 138348.56 87458.89 100.5000 1532.55 16.7620
 139072.31 87678.72 101.0000 1531.18 16.5971
 139796.01 87896.25 101.5000 1529.82 16.4319
 140519.66 88111.46 102.0000 1528.47 16.2664
 141243.26 88324.37 102.5000 1527.14 16.1007
 141966.82 88534.97 103.0000 1525.82 15.9346
 142690.33 88743.26 103.5000 1524.51 15.7683
 143413.79 88949.24 104.0000 1523.22 15.6017
 144137.21 89152.91 104.5000 1521.94 15.4348
 144860.58 89354.28 105.0000 1520.67 15.2676
 145583.91 89553.34 105.5000 1519.42 15.1002
 146307.19 89750.09 106.0000 1518.18 14.9325
 147030.43 89944.54 106.5000 1516.96 14.7646
 147753.63 90136.68 107.0000 1515.74 14.5963
 148476.78 90326.51 107.5000 1514.55 14.4278
 149199.89 90514.03 108.0000 1513.36 14.2591
 149922.96 90699.25 108.5000 1512.19 14.0901
 150645.99 90882.16 109.0000 1511.04 13.9208
 151368.97 91062.77 109.5000 1509.89 13.7513
 152091.92 91241.06 110.0000 1508.76 13.5815
 152814.83 91417.06 110.5000 1507.65 13.4115
 153537.69 91590.74 111.0000 1506.55 13.2412
 154260.52 91762.12 111.5000 1505.46 13.0707
 154983.31 91931.20 112.0000 1504.39 12.9000
 155706.07 92097.97 112.5000 1503.33 12.7290
 156428.79 92262.43 113.0000 1502.28 12.5578
 157151.47 92424.59 113.5000 1501.25 12.3863
 157874.11 92584.44 114.0000 1500.23 12.2146
 158596.72 92741.99 114.5000 1499.23 12.0427
 159319.29 92897.23 115.0000 1498.24 11.8706
 160041.83 93050.17 115.5000 1497.26 11.6982
 160764.33 93200.80 116.0000 1496.30 11.5256
 161486.81 93349.13 116.5000 1495.35 11.3528
 162209.25 93495.15 117.0000 1494.42 11.1798
 162931.65 93638.87 117.5000 1493.50 11.0066
 163654.03 93780.29 118.0000 1492.60 10.8332
 164376.37 93919.40 118.5000 1491.71 10.6595
 165098.68 94056.20 119.0000 1490.83 10.4857
 165820.96 94190.70 119.5000 1489.97 10.3117
 166543.21 94322.90 120.0000 1489.12 10.1374
 167265.44 94452.79 120.5000 1488.29 9.9630
 167987.63 94580.38 121.0000 1487.47 9.7884
 168709.80 94705.67 121.5000 1486.67 9.6136
 169431.93 94828.65 122.0000 1485.88 9.4386
 170154.05 94949.33 122.5000 1485.10 9.2634
 170876.13 95067.70 123.0000 1484.34 9.0881
 171598.19 95183.78 123.5000 1483.59 8.9126
 172320.22 95297.54 124.0000 1482.86 8.7369
 173042.23 95409.01 124.5000 1482.14 8.5610
 173764.21 95518.17 125.0000 1481.44 8.3850
 174486.17 95625.03 125.5000 1480.75 8.2088
 175208.10 95729.58 126.0000 1480.08 8.0325
 175930.01 95831.84 126.5000 1479.42 7.8560
 176651.90 95931.79 127.0000 1478.77 7.6793
 177373.77 96029.43 127.5000 1478.14 7.5025
 178095.61 96124.78 128.0000 1477.53 7.3255
 178817.44 96217.82 128.5000 1476.92 7.1484
 179539.24 96308.56 129.0000 1476.34 6.9712
 180261.03 96396.99 129.5000 1475.77 6.7938
 180982.79 96483.12 130.0000 1475.21 6.6163
 181704.53 96566.96 130.5000 1474.67 6.4387
 182426.26 96648.48 131.0000 1474.14 6.2609
 183147.97 96727.71 131.5000 1473.63 6.0830
 183869.66 96804.63 132.0000 1473.13 5.9050
 184591.34 96879.26 132.5000 1472.64 5.7269
 185312.99 96951.58 133.0000 1472.18 5.5487
 186034.64 97021.59 133.5000 1471.72 5.3703
 186756.26 97089.31 134.0000 1471.28 5.1919
 187477.87 97154.72 134.5000 1470.86 5.0133
 188199.47 97217.83 135.0000 1470.45 4.8346
 188921.06 97278.64 135.5000 1470.06 4.6559
 189642.63 97337.15 136.0000 1469.68 4.4770
 190364.18 97393.35 136.5000 1469.31 4.2981
 191085.73 97447.26 137.0000 1468.96 4.1191
 191807.26 97498.86 137.5000 1468.63 3.9400
 192528.78 97548.16 138.0000 1468.30 3.7608
 193250.30 97595.16 138.5000 1468.00 3.5815
 193971.80 97639.85 139.0000 1467.71 3.4022
 194693.29 97682.25 139.5000 1467.43 3.2228
 195414.77 97722.34 140.0000 1467.17 3.0434
 196136.24 97760.13 140.5000 1466.93 2.8638
 196857.71 97795.62 141.0000 1466.70 2.6843
 197579.17 97828.81 141.5000 1466.48 2.5046
 198300.62 97859.70 142.0000 1466.28 2.3249
 199022.06 97888.29 142.5000 1466.09 2.1452
 199743.50 97914.57 143.0000 1465.92 1.9654
-1.00 -1.00 -1.0000 -1.00 -1.0000
37.0000
 15693.49 17197.74 20.0000 2708.73 41.6870
 16729.36 18118.35 20.5000 2844.39 41.4183
 17822.08 19080.73 21.0000 2990.92 41.1633
 18976.13 20088.43 21.5000 3149.69 40.9218
 20155.04 21109.52 22.0000 3023.50 40.6847
 21262.51 22060.59 22.5000 2836.50 40.4299
 22311.77 22953.45 23.0000 2692.17 40.1586
 23316.14 23799.83 23.5000 2577.43 39.8728
 24285.04 24608.00 24.0000 2484.07 39.5743
 25225.38 25383.99 24.5000 2406.67 39.2645
 26142.38 26132.39 25.0000 2341.48 38.9446
 27040.13 26856.70 25.5000 2285.84 38.6156
 27921.83 27559.71 26.0000 2237.89 38.2783
 28790.05 28243.62 26.5000 2196.14 37.9334
 29646.91 28910.24 27.0000 2159.45 37.5817
 30494.14 29561.04 27.5000 2127.01 37.2237
 31332.97 30197.53 28.0000 2098.20 36.9623
 32162.56 30823.68 28.5000 2072.50 36.8628
 32983.45 31441.06 29.0000 2049.41 36.7618
 33796.59 32050.41 29.5000 2028.52 36.6594
 34602.81 32652.37 30.0000 2009.59 36.5558
 35402.82 33247.49 30.5000 1992.41 36.4510
 36197.28 33836.25 31.0000 1976.71 36.3451
 36986.73 34419.09 31.5000 1962.35 36.2381
 37771.67 34996.37 32.0000 1949.14 36.1302
 38552.52 35568.42 32.5000 1936.94 36.0213
 39329.66 36135.53 33.0000 1925.65 35.9115
 40103.43 36697.94 33.5000 1915.14 35.8010
 40874.13 37255.89 34.0000 1905.36 35.6896
 41642.01 37809.56 34.5000 1896.20 35.5774
 42407.33 38359.14 35.0000 1887.62 35.4646
 43170.28 38904.79 35.5000 1879.54 35.3510
 43931.07 39446.64 36.0000 1871.92 35.2368
 44689.85 39984.83 36.5000 1864.72 35.1219
 45446.80 40519.47 37.0000 1857.89 35.0063
 46202.04 41050.66 37.5000 1851.40 34.8902
 46955.71 41578.49 38.0000 1845.21 34.7735
 47707.92 42103.06 38.5000 1839.31 34.6562
 48458.77 42624.43 39.0000 1833.65 34.5384
 49208.37 43142.67 39.5000 1828.24 34.4200
 49956.79 43657.85 40.0000 1823.03 34.3010
 50704.12 44170.03 40.5000 1818.02 34.1816
 51450.42 44679.25 41.0000 1813.19 34.0616
 52195.78 45185.57 41.5000 1808.52 33.9412
 52940.23 45689.03 42.0000 1804.00 33.8202
 53683.86 46189.66 42.5000 1799.62 33.6988
 54426.69 46687.51 43.0000 1795.37 33.5769
 55168.79 47182.60 43.5000 1791.24 33.4545
 55910.18 47674.97 44.0000 1787.22 33.3316
 56650.92 48164.64 44.5000 1783.29 33.2083
 57391.04 48651.65 45.0000 1779.45 33.0846
 58130.56 49136.00 45.5000 1775.69 32.9604
 58869.53 49617.72 46.0000 1772.02 32.8357
 59607.96 50096.84 46.5000 1768.42 32.7106
 60345.89 50573.37 47.0000 1764.89 32.5851
 61083.33 51047.32 47.5000 1761.43 32.4591
 61820.32 51518.71 48.0000 1758.02 32.3327
 62556.86 51987.56 48.5000 1754.68 32.2059
 63292.99 52453.89 49.0000 1751.38 32.0787
 64028.72 52917.69 49.5000 1748.14 31.9510
 64764.07 53378.98 50.0000 1744.94 31.8230
 65499.04 53837.78 50.5000 1741.79 31.6945
 66233.67 54294.09 51.0000 1738.68 31.5655
 66967.95 54747.93 51.5000 1735.62 31.4362
 67701.91 55199.30 52.0000 1732.60 31.3065
 68435.56 55648.21 52.5000 1729.61 31.1763
 69168.91 56094.66 53.0000 1726.66 31.0458
 69901.97 56538.68 53.5000 1723.75 30.9148
 70634.75 56980.25 54.0000 1720.87 30.7835
 71367.27 57419.40 54.5000 1718.02 30.6517
 72099.52 57856.12 55.0000 1715.20 30.5196
 72831.53 58290.43 55.5000 1712.42 30.3870
 73563.30 58722.32 56.0000 1709.66 30.2540
 74294.84 59151.80 56.5000 1706.93 30.1207
 75026.16 59578.89 57.0000 1704.23 29.9869
 75757.25 60003.57 57.5000 1701.55 29.8528
 76488.14 60425.86 58.0000 1698.90 29.7182
 77218.83 60845.77 58.5000 1696.27 29.5833
 77949.32 61263.28 59.0000 1693.67 29.4480
 78679.63 61678.42 59.5000 1691.09 29.3123
 79409.74 62091.18 60.0000 1688.53 29.1762
 80139.68 62501.56 60.5000 1685.99 29.0397
 80869.45 62909.57 61.0000 1683.47 28.9028
 81599.05 63315.22 61.5000 1680.98 28.7655
 82328.48 63718.50 62.0000 1678.50 28.6279
 83057.75 64119.41 62.5000 1676.05 28.4898
 83786.87 64517.96 63.0000 1673.61 28.3514
 84515.84 64914.16 63.5000 1671.19 28.2126
 85244.66 65308.00 64.0000 1668.79 28.0734
 85973.34 65699.49 64.5000 1666.40 27.9338
 86701.87 66088.62 65.0000 1664.04 27.7939
 87430.27 66475.40 65.5000 1661.69 27.6535
 88158.54 66859.84 66.0000 1659.35 27.5128
 88886.67 67241.93 66.5000 1657.04 27.3717
 89614.68 67621.67 67.0000 1654.74 27.2303
 90342.56 67999.07 67.5000 1652.45 27.0884
 91070.32 68374.13 68.0000 1650.19 26.9462
 91797.96 68746.85 68.5000 1647.93 26.8036
 92525.49 69117.23 69.0000 1645.69 26.6606
 93252.89 69485.27 69.5000 1643.47 26.5172
 93980.19 69850.98 70.0000 1641.26 26.3735
 94707.37 70214.35 70.5000 1639.07 26.2294
 95434.45 70575.38 71.0000 1636.89 26.0850
 96161.41 70934.08 71.5000 1634.72 25.9401
 96888.28 71290.45 72.0000 1632.57 25.7949
 97615.04 71644.49 72.5000 1630.44 25.6493
 98341.69 71996.20 73.0000 1628.31 25.5034
 99068.25 72345.57 73.5000 1626.20 25.3570
 99794.71 72692.62 74.0000 1624.11 25.2103
 100521.08 73037.34 74.5000 1622.03 25.0633
 101247.35 73379.73 75.0000 1619.96 24.9159
 101973.52 73719.80 75.5000 1617.90 24.7681
 102699.61 74057.54 76.0000 1615.86 24.6199
 103425.60 74392.95 76.5000 1613.83 24.4714
 104151.50 74726.04 77.0000 1611.82 24.3225
 104877.32 75056.81 77.5000 1609.82 24.1733
 105603.05 75385.25 78.0000 1607.83 24.0237
 106328.69 75711.37 78.5000 1605.86 23.8737
 107054.25 76035.17 79.0000 1603.89 23.7234
 107779.72 76356.64 79.5000 1601.94 23.5728
 108505.11 76675.80 80.0000 1600.01 23.4217
 109230.42 76992.63 80.5000 1598.08 23.2703
 109955.65 77307.14 81.0000 1596.17 23.1186
 110680.81 77619.33 81.5000 1594.28 22.9665
 111405.88 77929.21 82.0000 1592.39 22.8140
 112130.87 78236.76 82.5000 1590.52 22.6612
 112855.79 78542.00 83.0000 1588.66 22.5081
 113580.63 78844.91 83.5000 1586.82 22.3546
 114305.40 79145.51 84.0000 1584.98 22.2007
 115030.10 79443.79 84.5000 1583.16 22.0465
 115754.72 79739.76 85.0000 1581.35 21.8920
 116479.27 80033.41 85.5000 1579.56 21.7371
 117203.75 80324.74 86.0000 1577.78 21.5819
 117928.15 80613.75 86.5000 1576.01 21.4263
 118652.49 80900.45 87.0000 1574.25 21.2704
 119376.76 81184.83 87.5000 1572.51 21.1142
 120100.96 81466.90 88.0000 1570.78 20.9576
 120825.09 81746.66 88.5000 1569.06 20.8006
 121549.16 82024.09 89.0000 1567.36 20.6434
 122273.16 82299.22 89.5000 1565.67 20.4858
 122997.09 82572.03 90.0000 1563.99 20.3279
 123720.96 82842.53 90.5000 1562.32 20.1696
 124444.77 83110.71 91.0000 1560.67 20.0110
 125168.51 83376.58 91.5000 1559.03 19.8521
 125892.19 83640.13 92.0000 1557.40 19.6929
 126615.81 83901.38 92.5000 1555.79 19.5333
 127339.37 84160.31 93.0000 1554.19 19.3734
 128062.87 84416.93 93.5000 1552.61 19.2132
 128786.31 84671.24 94.0000 1551.04 19.0527
 129509.70 84923.24 94.5000 1549.48 18.8918
 130233.03 85172.92 95.0000 1547.94 18.7307
 130956.30 85420.30 95.5000 1546.40 18.5692
 131679.52 85665.36 96.0000 1544.89 18.4074
 132402.68 85908.12 96.5000 1543.38 18.2453
 133125.79 86148.57 97.0000 1541.89 18.0829
 133848.85 86386.70 97.5000 1540.41 17.9202
 134571.85 86622.53 98.0000 1538.94 17.7571
 135294.80 86856.04 98.5000 1537.49 17.5938
 136017.70 87087.25 99.0000 1536.05 17.4302
 136740.54 87316.15 99.5000 1534.62 17.2662
 137463.34 87542.74 100.0000 1533.21 17.1020
 138186.08 87767.02 100.5000 1531.81 16.9375
 138908.78 87988.99 101.0000 1530.42 16.7727
 139631.43 88208.65 101.5000 1529.05 16.6075
 140354.02 88426.00 102.0000 1527.69 16.4421
 141076.57 88641.05 102.5000 1526.34 16.2765
 141799.07 88853.78 103.0000 1525.01 16.1105
 142521.52 89064.21 103.5000 1523.69 15.9442
 143243.93 89272.33 104.0000 1522.38 15.7777
 143966.29 89478.15 104.5000 1521.09 15.6109
 144688.61 89681.65 105.0000 1519.81 15.4438
 145410.87 89882.85 105.5000 1518.54 15.2764
 146133.10 90081.74 106.0000 1517.29 15.1087
 146855.28 90278.33 106.5000 1516.05 14.9408
 147577.41 90472.60 107.0000 1514.82 14.7726
 148299.51 90664.57 107.5000 1513.61 14.6042
 149021.56 90854.23 108.0000 1512.41 14.4355
 149743.57 91041.59 108.5000 1511.23 14.2665
 150465.53 91226.64 109.0000 1510.06 14.0973
 151187.46 91409.38 109.5000 1508.90 13.9278
 151909.34 91589.82 110.0000 1507.76 13.7580
 152631.19 91767.95 110.5000 1506.63 13.5880
 153352.99 91943.78 111.0000 1505.51 13.4178
 154074.76 92117.30 111.5000 1504.41 13.2473
 154796.49 92288.51 112.0000 1503.32 13.0766
 155518.18 92457.42 112.5000 1502.25 12.9056
 156239.83 92624.02 113.0000 1501.19 12.7344
 156961.44 92788.32 113.5000 1500.14 12.5629
 157683.02 92950.31 114.0000 1499.11 12.3912
 158404.57 93110.00 114.5000 1498.09 12.2193
 159126.07 93267.38 115.0000 1497.09 12.0472
 159847.55 93422.45 115.5000 1496.10 11.8748
 160568.98 93575.23 116.0000 1495.12 11.7022
 161290.39 93725.69 116.5000 1494.16 11.5294
 162011.76 93873.86 117.0000 1493.22 11.3563
 162733.10 94019.71 117.5000 1492.28 11.1831
 163454.40 94163.27 118.0000 1491.36 11.0096
 164175.68 94304.52 118.5000 1490.46 10.8360
 164896.92 94443.46 119.0000 1489.57 10.6621
 165618.13 94580.10 119.5000 1488.69 10.4880
 166339.31 94714.44 120.0000 1487.83 10.3138
 167060.46 94846.47 120.5000 1486.98 10.1393
 167781.59 94976.20 121.0000 1486.15 9.9646
 168502.68 95103.63 121.5000 1485.33 9.7898
 169223.75 95228.75 122.0000 1484.53 9.6147
 169944.79 95351.56 122.5000 1483.74 9.4395
 170665.80 95472.08 123.0000 1482.96 9.2641
 171386.78 95590.29 123.5000 1482.20 9.0885
 172107.74 95706.20 124.0000 1481.45 8.9128
 172828.67 95819.80 124.5000 1480.72 8.7368
 173549.58 95931.10 125.0000 1480.00 8.5607
 174270.46 96040.10 125.5000 1479.30 8.3844
 174991.32 96146.80 126.0000 1478.61 8.2080
 175712.16 96251.19 126.5000 1477.94 8.0314
 176432.97 96353.28 127.0000 1477.28 7.8547
 177153.76 96453.07 127.5000 1476.63 7.6778
 177874.53 96550.55 128.0000 1476.00 7.5007
 178595.27 96645.73 128.5000 1475.39 7.3235
 179316.00 96738.61 129.0000 1474.79 7.1462
 180036.70 96829.19 129.5000 1474.20 6.9687
 180757.39 96917.46 130.0000 1473.63 6.7910
 181478.05 97003.43 130.5000 1473.07 6.6133
 182198.70 97087.10 131.0000 1472.53 6.4354
 182919.33 97168.47 131.5000 1472.00 6.2574
 183639.94 97247.53 132.0000 1471.49 6.0793
 184360.53 97324.30 132.5000 1470.99 5.9010
 185081.11 97398.76 133.0000 1470.51 5.7226
 185801.67 97470.92 133.5000 1470.04 5.5441
 186522.21 97540.77 134.0000 1469.59 5.3655
 187242.74 97608.33 134.5000 1469.15 5.1868
 187963.26 97673.58 135.0000 1468.73 5.0080
 188683.75 97736.53 135.5000 1468.32 4.8291
 189404.24 97797.18 136.0000 1467.92 4.6501
 190124.71 97855.53 136.5000 1467.55 4.4710
 190845.17 97911.57 137.0000 1467.18 4.2918
 191565.62 97965.32 137.5000 1466.83 4.1126
 192286.06 98016.76 138.0000 1466.50 3.9332
 193006.48 98065.90 138.5000 1466.18 3.7538
 193726.90 98112.74 139.0000 1465.87 3.5743
 194447.30 98157.27 139.5000 1465.58 3.3947
 195167.69 98199.51 140.0000 1465.31 3.2150
 195888.08 98239.44 140.5000 1465.05 3.0353
 196608.45 98277.08 141.0000 1464.80 2.8556
 197328.82 98312.41 141.5000 1464.57 2.6757
 198049.18 98345.44 142.0000 1464.36 2.4958
 198769.54 98376.17 142.5000 1464.16 2.3159
 199489.88 98404.59 143.0000 1463.97 2.1359
-1.00 -1.00 -1.0000 -1.00 -1.0000
37.2000
 15693.49 17197.74 20.0000 2708.73 41.6870
 16729.36 18118.35 20.5000 2844.39 41.4183
 17822.08 19080.73 21.0000 2990.92 41.1633
 18976.13 20088.43 21.5000 3149.69 40.9218
 20155.04 21109.52 22.0000 3023.50 40.6847
 21262.51 22060.59 22.5000 2836.50 40.4299
 22311.77 22953.45 23.0000 2692.17 40.1586
 23316.14 23799.83 23.5000 2577.43 39.8728
 24285.04 24608.00 24.0000 2484.07 39.5743
 25225.38 25383.99 24.5000 2406.67 39.2645
 26142.38 26132.39 25.0000 2341.48 38.9446
 27040.13 26856.70 25.5000 2285.84 38.6156
 27921.83 27559.71 26.0000 2237.89 38.2783
 28790.05 28243.62 26.5000 2196.14 37.9334
 29646.91 28910.24 27.0000 2159.45 37.5817
 30494.14 29561.04 27.5000 2127.01 37.2237
 31331.94 30198.98 28.0000 2098.31 37.1086
 32159.97 30827.28 28.5000 2072.61 37.0092
 32979.33 31446.80 29.0000 2049.52 36.9084
 33790.96 32058.28 29.5000 2028.64 36.8063
 34595.69 32662.35 30.0000 2009.72 36.7029
 35394.23 33259.57 30.5000 1992.55 36.5983
 36187.23 33850.43 31.0000 1976.87 36.4926
 36975.25 34435.36 31.5000 1962.52 36.3858
 37758.78 35014.73 32.0000 1949.32 36.2781
 38538.23 35588.87 32.5000 1937.14 36.1694
 39314.00 36158.05 33.0000 1925.87 36.0599
 40086.40 36722.55 33.5000 1915.38 35.9495
 40855.75 37282.57 34.0000 1905.61 35.8384
 41622.31 37838.33 34.5000 1896.47 35.7265
 42386.30 38389.99 35.0000 1887.90 35.6138
 43147.95 38937.72 35.5000 1879.83 35.5005
 43907.44 39481.66 36.0000 1872.23 35.3865
 44664.95 40021.93 36.5000 1865.03 35.2718
 45420.63 40558.65 37.0000 1858.21 35.1565
 46174.61 41091.93 37.5000 1851.73 35.0406
 46927.04 41621.86 38.0000 1845.56 34.9242
 47678.01 42148.51 38.5000 1839.66 34.8071
 48427.64 42671.97 39.0000 1834.02 34.6895
 49176.01 43192.31 39.5000 1828.61 34.5713
 49923.22 43709.59 40.0000 1823.41 34.4527
 50669.35 44223.86 40.5000 1818.40 34.3335
 51414.46 44735.19 41.0000 1813.57 34.2137
 52158.63 45243.61 41.5000 1808.91 34.0935
 52901.91 45749.17 42.0000 1804.39 33.9728
 53644.36 46251.90 42.5000 1800.02 33.8516
 54386.03 46751.86 43.0000 1795.77 33.7300
 55126.96 47249.06 43.5000 1791.64 33.6078
 55867.21 47743.54 44.0000 1787.62 33.4852
 56606.80 48235.32 44.5000 1783.69 33.3622
 57345.77 48724.44 45.0000 1779.85 33.2387
 58084.15 49210.90 45.5000 1776.09 33.1147
 58821.98 49694.74 46.0000 1772.41 32.9903
 59559.28 50175.97 46.5000 1768.81 32.8655
 60296.08 50654.62 47.0000 1765.28 32.7402
 61032.40 51130.69 47.5000 1761.82 32.6145
 61768.27 51604.20 48.0000 1758.41 32.4884
 62503.70 52075.17 48.5000 1755.06 32.3618
 63238.72 52543.61 49.0000 1751.76 32.2348
 63973.33 53009.54 49.5000 1748.51 32.1074
 64707.57 53472.96 50.0000 1745.31 31.9796
 65441.44 53933.88 50.5000 1742.16 31.8513
 66174.97 54392.31 51.0000 1739.04 31.7227
 66908.15 54848.28 51.5000 1735.98 31.5936
 67641.02 55301.77 52.0000 1732.95 31.4641
 68373.57 55752.80 52.5000 1729.95 31.3342
 69105.83 56201.39 53.0000 1727.00 31.2039
 69837.80 56647.53 53.5000 1724.08 31.0732
 70569.50 57091.24 54.0000 1721.19 30.9421
 71300.93 57532.51 54.5000 1718.34 30.8106
 72032.11 57971.36 55.0000 1715.52 30.6787
 72763.04 58407.80 55.5000 1712.72 30.5464
 73493.73 58841.82 56.0000 1709.96 30.4137
 74224.19 59273.44 56.5000 1707.22 30.2806
 74954.43 59702.66 57.0000 1704.51 30.1471
 75684.46 60129.47 57.5000 1701.83 30.0132
 76414.28 60553.90 58.0000 1699.17 29.8789
 77143.89 60975.94 58.5000 1696.53 29.7442
 77873.32 61395.59 59.0000 1693.92 29.6091
 78602.55 61812.86 59.5000 1691.33 29.4736
 79331.61 62227.75 60.0000 1688.77 29.3378
 80060.48 62640.27 60.5000 1686.22 29.2015
 80789.18 63050.42 61.0000 1683.70 29.0649
 81517.72 63458.20 61.5000 1681.19 28.9278
 82246.09 63863.62 62.0000 1678.71 28.7904
 82974.31 64266.67 62.5000 1676.24 28.6526
 83702.37 64667.37 63.0000 1673.79 28.5144
 84430.28 65065.70 63.5000 1671.37 28.3759
 85158.04 65461.68 64.0000 1668.95 28.2369
 85885.66 65855.30 64.5000 1666.56 28.0976
 86613.14 66246.58 65.0000 1664.19 27.9579
 87340.49 66635.50 65.5000 1661.83 27.8177
 88067.70 67022.08 66.0000 1659.48 27.6773
 88794.78 67406.31 66.5000 1657.16 27.5364
 89521.73 67788.19 67.0000 1654.85 27.3952
 90248.57 68167.73 67.5000 1652.55 27.2535
 90975.27 68544.93 68.0000 1650.27 27.1115
 91701.86 68919.79 68.5000 1648.01 26.9692
 92428.34 69292.32 69.0000 1645.76 26.8264
 93154.69 69662.50 69.5000 1643.53 26.6833
 93880.94 70030.35 70.0000 1641.31 26.5398
 94607.07 70395.86 70.5000 1639.10 26.3959
 95333.10 70759.03 71.0000 1636.91 26.2516
 96059.02 71119.88 71.5000 1634.74 26.1070
 96784.83 71478.39 72.0000 1632.58 25.9620
 97510.55 71834.57 72.5000 1630.43 25.8166
 98236.16 72188.42 73.0000 1628.29 25.6709
 98961.67 72539.94 73.5000 1626.17 25.5248
 99687.08 72889.13 74.0000 1624.07 25.3783
 100412.40 73235.99 74.5000 1621.97 25.2315
 101137.62 73580.53 75.0000 1619.89 25.0842
 101862.75 73922.74 75.5000 1617.83 24.9367
 102587.79 74262.62 76.0000 1615.77 24.7887
 103312.74 74600.18 76.5000 1613.73 24.6404
 104037.60 74935.41 77.0000 1611.71 24.4917
 104762.36 75268.32 77.5000 1609.69 24.3427
 105487.05 75598.91 78.0000 1607.69 24.1933
 106211.64 75927.17 78.5000 1605.71 24.0435
 106936.16 76253.11 79.0000 1603.73 23.8934
 107660.58 76576.73 79.5000 1601.77 23.7429
 108384.93 76898.03 80.0000 1599.82 23.5921
 109109.20 77217.01 80.5000 1597.89 23.4409
