# ****************************************************************************
# CUI
#
# The Advanced Framework for Simulation, Integration, and Modeling (AFSIM)
#
# The use, dissemination or disclosure of data in this file is subject to
# limitation or restriction. See accompanying README and LICENSE for details.
# ****************************************************************************
#Air target launch data for BLUE_SR_SAM
#Generated on Wed Feb 03 16:41:21 2010
#ground_range altitude time_of_flight speed flight_path_angle
20.0000
 17325.74 4279.72 18.5000 1041.18 10.6800
 17829.32 4373.56 19.0000 1009.63 10.4147
 18318.34 4462.30 19.5000 980.18 10.1409
 18793.76 4546.19 20.0000 952.61 9.8584
 19256.43 4625.45 20.5000 926.74 9.5674
 19707.14 4700.27 21.0000 902.42 9.2680
 20146.59 4770.83 21.5000 879.49 8.9602
 20575.41 4837.28 22.0000 857.85 8.6440
 20994.19 4899.79 22.5000 837.37 8.3195
 21403.46 4958.47 23.0000 817.96 7.9867
 21803.71 5013.46 23.5000 799.55 7.6457
 22195.39 5064.87 24.0000 782.03 7.2965
-1.00 -1.00 -1.0000 -1.00 -1.0000
30.6000
 6104.77 1777.23 10.0000 1285.39 14.1311
 6743.36 1936.83 10.5000 1347.88 13.9294
 7412.59 2101.65 11.0000 1409.44 13.7371
 8111.99 2271.47 11.5000 1469.97 13.5534
 8841.07 2446.09 12.0000 1529.45 13.3774
 9599.31 2625.28 12.5000 1587.85 13.2084
 10386.22 2808.85 13.0000 1645.19 13.0459
 11165.70 2988.39 13.5000 1557.68 12.8816
 11905.45 3156.48 14.0000 1479.99 12.7074
 12609.93 3314.24 14.5000 1410.67 12.5236
 13282.85 3462.62 15.0000 1348.40 12.3303
 13927.36 3602.40 15.5000 1292.13 12.1277
 14546.15 3734.26 16.0000 1240.99 11.9159
 15141.52 3858.78 16.5000 1194.30 11.6950
 15715.48 3976.47 17.0000 1151.47 11.4650
 16269.77 4087.77 17.5000 1112.02 11.2262
 16805.92 4193.06 18.0000 1075.52 10.9785
 17325.27 4292.68 18.5000 1041.65 10.7221
 17829.01 4386.93 19.0000 1010.11 10.4570
 18318.20 4476.08 19.5000 980.67 10.1833
 18793.79 4560.37 20.0000 953.11 9.9011
 19256.66 4640.01 20.5000 927.25 9.6103
 19707.56 4715.21 21.0000 902.93 9.3111
 20147.21 4786.14 21.5000 880.01 9.0035
 20576.24 4852.96 22.0000 858.37 8.6875
 20995.23 4915.82 22.5000 837.90 8.3633
 21404.72 4974.86 23.0000 818.50 8.0307
 21805.19 5030.20 23.5000 800.09 7.6900
 22197.10 5081.95 24.0000 782.58 7.3411
-1.00 -1.00 -1.0000 -1.00 -1.0000
30.8000
 6103.71 1781.42 10.0000 1285.42 14.1704
 6742.22 1941.46 10.5000 1347.93 13.9687
 7411.36 2106.75 11.0000 1409.51 13.7765
 8110.69 2277.06 11.5000 1470.07 13.5928
 8839.69 2452.19 12.0000 1529.57 13.4168
 9597.88 2631.92 12.5000 1588.00 13.2479
 10384.74 2816.05 13.0000 1645.38 13.0855
 11164.21 2996.15 13.5000 1557.91 12.9211
 11903.97 3164.78 14.0000 1480.26 12.7470
 12608.47 3323.07 14.5000 1410.97 12.5633
 13281.44 3471.94 15.0000 1348.73 12.3701
 13926.02 3612.21 15.5000 1292.48 12.1676
 14544.89 3744.54 16.0000 1241.36 11.9559
 15140.36 3869.52 16.5000 1194.69 11.7350
 15714.43 3987.65 17.0000 1151.88 11.5052
 16268.85 4099.38 17.5000 1112.44 11.2665
 16805.13 4205.09 18.0000 1075.96 11.0190
 17324.63 4305.12 18.5000 1042.09 10.7627
 17828.52 4399.76 19.0000 1010.57 10.4978
 18317.87 4489.30 19.5000 981.13 10.2243
 18793.63 4573.97 20.0000 953.58 9.9422
 19256.67 4653.99 20.5000 927.73 9.6516
 19707.76 4729.56 21.0000 903.42 9.3526
 20147.60 4800.85 21.5000 880.51 9.0452
 20576.83 4868.02 22.0000 858.88 8.7294
 20996.03 4931.23 22.5000 838.41 8.4054
 21405.72 4990.60 23.0000 819.02 8.0731
 21806.41 5046.27 23.5000 800.61 7.7327
 22198.53 5098.35 24.0000 783.10 7.3841
-1.00 -1.00 -1.0000 -1.00 -1.0000
31.0000
 6102.79 1785.25 10.0000 1285.46 14.2062
 6741.21 1945.70 10.5000 1347.98 14.0046
 7410.28 2111.41 11.0000 1409.58 13.8124
 8109.54 2282.17 11.5000 1470.16 13.6287
 8838.48 2457.77 12.0000 1529.68 13.4528
 9596.62 2638.00 12.5000 1588.14 13.2840
 10383.44 2822.64 13.0000 1645.56 13.1215
 11162.89 3003.26 13.5000 1558.13 12.9573
 11902.65 3172.38 14.0000 1480.51 12.7832
 12607.19 3331.14 14.5000 1411.25 12.5995
 13280.20 3480.47 15.0000 1349.03 12.4064
 13924.84 3621.18 15.5000 1292.80 12.2040
 14543.79 3753.94 16.0000 1241.70 11.9923
 15139.35 3879.33 16.5000 1195.04 11.7716
 15713.53 3997.87 17.0000 1152.25 11.5419
 16268.06 4109.99 17.5000 1112.83 11.3033
 16804.46 4216.08 18.0000 1076.35 11.0559
 17324.09 4316.48 18.5000 1042.50 10.7998
 17828.12 4411.50 19.0000 1010.98 10.5350
 18317.62 4501.39 19.5000 981.56 10.2616
 18793.54 4586.41 20.0000 954.02 9.9797
 19256.74 4666.77 20.5000 928.17 9.6893
 19708.00 4742.67 21.0000 903.87 9.3904
 20148.01 4814.29 21.5000 880.97 9.0832
 20577.42 4881.78 22.0000 859.34 8.7677
 20996.80 4945.31 22.5000 838.88 8.4439
 21406.69 5004.99 23.0000 819.49 8.1119
 21807.58 5060.97 23.5000 801.09 7.7716
 22199.90 5113.34 24.0000 783.58 7.4233
-1.00 -1.00 -1.0000 -1.00 -1.0000
31.2000
 6101.89 1788.94 10.0000 1285.49 14.2408
 6740.23 1949.78 10.5000 1348.03 14.0391
 7409.23 2115.90 11.0000 1409.64 13.8470
 8108.41 2287.09 11.5000 1470.24 13.6634
 8837.30 2463.14 12.0000 1529.79 13.4875
 9595.39 2643.84 12.5000 1588.28 13.3187
 10382.17 2828.98 13.0000 1645.74 13.1563
 11161.60 3010.09 13.5000 1558.34 12.9920
 11901.37 3179.69 14.0000 1480.75 12.8180
 12605.93 3338.90 14.5000 1411.51 12.6344
 13278.99 3488.68 15.0000 1349.32 12.4414
 13923.69 3629.81 15.5000 1293.11 12.2390
 14542.71 3762.98 16.0000 1242.03 12.0275
 15138.35 3888.78 16.5000 1195.39 11.8068
 15712.63 4007.70 17.0000 1152.61 11.5772
 16267.27 4120.20 17.5000 1113.20 11.3388
 16803.79 4226.67 18.0000 1076.73 11.0915
 17323.54 4327.43 18.5000 1042.89 10.8355
 17827.71 4422.79 19.0000 1011.38 10.5708
 18317.35 4513.03 19.5000 981.97 10.2976
 18793.42 4598.39 20.0000 954.43 10.0158
 19256.78 4679.08 20.5000 928.60 9.7256
 19708.20 4755.30 21.0000 904.30 9.4269
 20148.38 4827.23 21.5000 881.40 9.1199
 20577.96 4895.04 22.0000 859.78 8.8046
 20997.52 4958.86 22.5000 839.33 8.4810
 21407.60 5018.85 23.0000 819.95 8.1491
 21808.67 5075.12 23.5000 801.54 7.8091
 22201.18 5127.78 24.0000 784.04 7.4610
-1.00 -1.00 -1.0000 -1.00 -1.0000
31.4000
 6101.09 1792.32 10.0000 1285.53 14.2723
 6739.36 1953.51 10.5000 1348.07 14.0707
 7408.29 2120.01 11.0000 1409.70 13.8786
 8107.42 2291.60 11.5000 1470.32 13.6950
 8836.25 2468.06 12.0000 1529.89 13.5192
 9594.29 2649.19 12.5000 1588.41 13.3504
 10381.04 2834.79 13.0000 1645.90 13.1881
 11160.46 3016.35 13.5000 1558.54 13.0239
 11900.23 3186.38 14.0000 1480.97 12.8499
 12604.82 3346.01 14.5000 1411.75 12.6663
 13277.91 3496.19 15.0000 1349.58 12.4734
 13922.67 3637.71 15.5000 1293.39 12.2711
 14541.75 3771.26 16.0000 1242.33 12.0596
 15137.48 3897.42 16.5000 1195.71 11.8390
 15711.84 4016.71 17.0000 1152.94 11.6095
 16266.58 4129.55 17.5000 1113.54 11.3712
 16803.21 4236.35 18.0000 1077.09 11.1240
 17323.08 4337.44 18.5000 1043.25 10.8681
 17827.37 4433.13 19.0000 1011.75 10.6036
 18317.14 4523.68 19.5000 982.34 10.3305
 18793.35 4609.35 20.0000 954.82 10.0488
 19256.85 4690.34 20.5000 928.99 9.7587
 19708.42 4766.85 21.0000 904.70 9.4603
 20148.75 4839.08 21.5000 881.81 9.1534
 20578.49 4907.17 22.0000 860.19 8.8383
 20998.22 4971.27 22.5000 839.74 8.5148
 21408.46 5031.53 23.0000 820.36 8.1832
 21809.71 5088.07 23.5000 801.96 7.8434
 22202.40 5140.99 24.0000 784.46 7.4955
-1.00 -1.00 -1.0000 -1.00 -1.0000
31.6000
 6100.24 1795.51 10.0000 1285.55 14.3023
 6738.44 1957.04 10.5000 1348.11 14.1007
 7407.31 2123.89 11.0000 1409.75 13.9087
 8106.37 2295.85 11.5000 1470.39 13.7251
 8835.15 2472.71 12.0000 1529.98 13.5493
 9593.14 2654.25 12.5000 1588.53 13.3805
 10379.86 2840.28 13.0000 1646.05 13.2182
 11159.26 3022.27 13.5000 1558.72 13.0541
 11899.04 3192.71 14.0000 1481.17 12.8802
 12603.64 3352.74 14.5000 1411.98 12.6967
 13276.77 3503.30 15.0000 1349.83 12.5037
 13921.57 3645.19 15.5000 1293.65 12.3015
 14540.72 3779.10 16.0000 1242.61 12.0901
 15136.52 3905.61 16.5000 1196.00 11.8696
 15710.97 4025.23 17.0000 1153.25 11.6402
 16265.80 4138.41 17.5000 1113.86 11.4019
 16802.54 4245.53 18.0000 1077.42 11.1549
 17322.51 4346.93 18.5000 1043.59 10.8991
 17826.91 4442.92 19.0000 1012.10 10.6347
 18316.81 4533.77 19.5000 982.70 10.3617
 18793.14 4619.73 20.0000 955.18 10.0802
 19256.78 4701.01 20.5000 929.36 9.7903
 19708.49 4777.80 21.0000 905.07 9.4919
 20148.97 4850.30 21.5000 882.19 9.1852
 20578.86 4918.66 22.0000 860.58 8.8703
 20998.74 4983.03 22.5000 840.13 8.5470
 21409.14 5043.55 23.0000 820.76 8.2156
 21810.55 5100.34 23.5000 802.36 7.8760
 22203.40 5153.52 24.0000 784.86 7.5283
-1.00 -1.00 -1.0000 -1.00 -1.0000
31.8000
 6099.49 1798.41 10.0000 1285.58 14.3296
 6737.64 1960.25 10.5000 1348.15 14.1281
 7406.44 2127.43 11.0000 1409.80 13.9360
 8105.45 2299.74 11.5000 1470.45 13.7525
 8834.17 2476.95 12.0000 1530.06 13.5767
 9592.13 2658.86 12.5000 1588.63 13.4080
 10378.81 2845.28 13.0000 1646.18 13.2457
 11158.20 3027.66 13.5000 1558.88 13.0816
 11897.98 3198.48 14.0000 1481.36 12.9077
 12602.60 3358.87 14.5000 1412.19 12.7243
 13275.77 3509.78 15.0000 1350.05 12.5314
 13920.61 3652.01 15.5000 1293.90 12.3292
 14539.82 3786.24 16.0000 1242.87 12.1179
 15135.68 3913.07 16.5000 1196.27 11.8975
 15710.21 4033.00 17.0000 1153.54 11.6682
 16265.13 4146.48 17.5000 1114.15 11.4300
 16801.95 4253.89 18.0000 1077.72 11.1830
 17322.03 4355.58 18.5000 1043.90 10.9273
 17826.54 4451.85 19.0000 1012.42 10.6630
 18316.54 4542.97 19.5000 983.02 10.3902
 18792.99 4629.19 20.0000 955.51 10.1088
 19256.75 4710.73 20.5000 929.69 9.8190
 19708.59 4787.78 21.0000 905.41 9.5208
 20149.20 4860.53 21.5000 882.53 9.2142
 20579.23 4929.14 22.0000 860.93 8.8994
 20999.25 4993.75 22.5000 840.49 8.5763
 21409.80 5054.50 23.0000 821.12 8.2451
 21811.35 5111.53 23.5000 802.72 7.9057
 22204.36 5164.93 24.0000 785.23 7.5582
-1.00 -1.00 -1.0000 -1.00 -1.0000
32.0000
 5449.74 2468.77 10.0000 1260.49 22.4057
 6048.11 2714.35 10.5000 1327.32 22.2098
 6678.16 2970.49 11.0000 1393.94 22.0238
 7339.83 3237.06 11.5000 1460.35 21.8468
 8033.05 3513.93 12.0000 1526.58 21.6780
 8757.79 3800.98 12.5000 1592.77 21.5168
 9514.09 4098.14 13.0000 1659.09 21.3625
 10267.85 4391.99 13.5000 1580.49 21.2073
 10987.78 4670.38 14.0000 1510.60 21.0439
 11677.70 4934.85 14.5000 1448.24 20.8725
 12340.80 5186.72 15.0000 1392.21 20.6932
 12979.75 5427.09 15.5000 1341.48 20.5063
 13596.82 5656.90 16.0000 1295.33 20.3119
 14193.98 5876.95 16.5000 1253.15 20.1101
 14772.95 6087.95 17.0000 1214.43 19.9011
 15335.19 6290.49 17.5000 1178.71 19.6850
 15882.02 6485.13 18.0000 1145.63 19.4619
 16414.57 6672.31 18.5000 1114.89 19.2320
 16933.86 6852.47 19.0000 1086.26 18.9952
 17440.81 7025.97 19.5000 1059.52 18.7518
 17936.24 7193.15 20.0000 1034.45 18.5019
 18420.87 7354.31 20.5000 1010.89 18.2454
 18895.37 7509.71 21.0000 988.70 17.9824
 19360.32 7659.60 21.5000 967.76 17.7131
 19816.27 7804.20 22.0000 947.96 17.4375
 20263.73 7943.71 22.5000 929.21 17.1556
 20703.14 8078.32 23.0000 911.42 16.8675
 21134.93 8208.20 23.5000 894.50 16.5734
 21559.47 8333.50 24.0000 878.38 16.2731
 21977.11 8454.37 24.5000 863.01 15.9668
 22388.17 8570.93 25.0000 848.34 15.6546
-1.00 -1.00 -1.0000 -1.00 -1.0000
32.2000
 5424.93 2486.73 10.0000 1259.33 22.6672
 6021.67 2734.82 10.5000 1326.30 22.4715
 6650.11 2993.67 11.0000 1393.08 22.2857
 7310.19 3263.11 11.5000 1459.66 22.1089
 8001.86 3543.04 12.0000 1526.10 21.9404
 8725.11 3833.34 12.5000 1592.53 21.7794
 9479.99 4133.95 13.0000 1659.12 21.6254
 10232.46 4431.29 13.5000 1580.78 21.4705
 10951.30 4713.06 14.0000 1511.14 21.3074
 11640.29 4980.82 14.5000 1449.00 21.1364
 12302.61 5235.90 15.0000 1393.15 20.9576
 12940.92 5479.41 15.5000 1342.60 20.7711
 13557.48 5712.29 16.0000 1296.61 20.5772
 14154.25 5935.34 16.5000 1254.58 20.3760
 14732.93 6149.29 17.0000 1216.00 20.1676
 15294.98 6354.73 17.5000 1180.39 19.9522
 15841.70 6552.22 18.0000 1147.42 19.7298
 16374.24 6742.21 18.5000 1116.80 19.5007
 16893.59 6925.13 19.0000 1088.27 19.2648
 17400.69 7101.36 19.5000 1061.63 19.0223
 17896.34 7271.23 20.0000 1036.64 18.7732
 18381.25 7435.04 20.5000 1013.16 18.5177
 18856.09 7593.07 21.0000 991.04 18.2558
 19321.44 7745.55 21.5000 970.18 17.9876
 19777.86 7892.72 22.0000 950.45 17.7131
 20225.84 8034.77 22.5000 931.78 17.4325
 20665.83 8171.90 23.0000 914.04 17.1457
 21098.24 8304.27 23.5000 897.18 16.8528
 21523.45 8432.04 24.0000 881.12 16.5540
 21941.81 8555.35 24.5000 865.80 16.2491
 22353.63 8674.33 25.0000 851.18 15.9384
-1.00 -1.00 -1.0000 -1.00 -1.0000
32.4000
 5399.89 2504.90 10.0000 1258.16 22.9331
 5994.96 2755.55 10.5000 1325.28 22.7376
 6621.75 3017.13 11.0000 1392.21 22.5520
 7280.21 3289.49 11.5000 1458.98 22.3755
 7970.30 3572.53 12.0000 1525.62 22.2072
 8692.02 3866.13 12.5000 1592.29 22.0465
 9445.43 4170.23 13.0000 1659.15 21.8927
 10196.58 4471.13 13.5000 1581.08 21.7382
 10914.29 4756.33 14.0000 1511.68 21.5755
 11602.32 5027.44 14.5000 1449.77 21.4048
 12263.84 5285.78 15.0000 1394.11 21.2264
 12901.48 5532.47 15.5000 1343.73 21.0404
 13517.50 5768.47 16.0000 1297.91 20.8471
 14113.85 5994.58 16.5000 1256.04 20.6464
 14692.21 6211.53 17.0000 1217.58 20.4387
 15254.05 6419.92 17.5000 1182.10 20.2240
 15800.66 6620.31 18.0000 1149.24 20.0024
 16333.15 6813.15 18.5000 1118.73 19.7740
 16852.56 6998.89 19.0000 1090.32 19.5390
 17359.79 7177.90 19.5000 1063.76 19.2974
 17855.63 7350.51 20.0000 1038.86 19.0493
 18340.81 7517.03 20.5000 1015.46 18.7947
 18815.98 7677.74 21.0000 993.43 18.5339
 19281.73 7832.87 21.5000 972.64 18.2668
 19738.61 7982.65 22.0000 952.99 17.9935
 20187.10 8127.30 22.5000 934.38 17.7141
 20627.66 8266.99 23.0000 916.70 17.4286
 21060.69 8401.90 23.5000 899.90 17.1371
 21486.56 8532.19 24.0000 883.89 16.8396
 21905.63 8657.99 24.5000 868.63 16.5362
 22318.21 8779.44 25.0000 854.06 16.2270
-1.00 -1.00 -1.0000 -1.00 -1.0000
32.6000
 5375.33 2522.10 10.0000 1257.00 23.1897
 5968.77 2775.20 10.5000 1324.25 22.9944
 6593.94 3039.40 11.0000 1391.34 22.8090
 7250.81 3314.57 11.5000 1458.28 22.6327
 7939.34 3600.58 12.0000 1525.12 22.4647
 8659.55 3897.36 12.5000 1592.02 22.3042
 9411.52 4204.82 13.0000 1659.14 22.1507
 10161.36 4509.12 13.5000 1581.33 21.9965
 10877.94 4797.63 14.0000 1512.17 21.8341
 11565.02 5071.96 14.5000 1450.47 21.6638
 12225.72 5333.44 15.0000 1394.99 21.4858
 12862.69 5583.20 15.5000 1344.78 21.3003
 13478.15 5822.19 16.0000 1299.12 21.1075
 14074.06 6051.25 16.5000 1257.40 20.9074
 14652.09 6271.09 17.0000 1219.07 20.7003
 15213.69 6482.33 17.5000 1183.70 20.4862
 15760.14 6685.50 18.0000 1150.96 20.2653
 16292.58 6881.10 18.5000 1120.56 20.0377
 16812.01 7069.56 19.0000 1092.25 19.8035
 17319.32 7251.25 19.5000 1065.78 19.5627
 17815.33 7426.50 20.0000 1040.96 19.3156
 18300.73 7595.64 20.5000 1017.64 19.0620
 18776.19 7758.92 21.0000 995.69 18.8022
 19242.29 7916.61 21.5000 974.98 18.5361
 19699.58 8068.92 22.0000 955.40 18.2640
 20148.54 8216.07 22.5000 936.85 17.9857
 20589.61 8358.24 23.0000 919.24 17.7015
 21023.20 8495.61 23.5000 902.48 17.4112
 21449.69 8628.32 24.0000 886.54 17.1151
 21869.41 8756.53 24.5000 871.33 16.8131
 22282.70 8880.38 25.0000 856.81 16.5053
-1.00 -1.00 -1.0000 -1.00 -1.0000
32.8000
 5350.58 2539.55 10.0000 1255.83 23.4509
 5942.35 2795.14 10.5000 1323.22 23.2558
 6565.87 3062.01 11.0000 1390.47 23.0707
 7221.11 3340.02 11.5000 1457.58 22.8946
 7908.05 3629.07 12.0000 1524.62 22.7268
 8626.71 3929.06 12.5000 1591.76 22.5666
 9377.20 4239.95 13.0000 1659.13 22.4134
 10125.69 4547.71 13.5000 1581.59 22.2594
 10841.11 4839.58 14.0000 1512.66 22.0974
 11527.19 5117.18 14.5000 1451.18 21.9275
 12187.06 5381.86 15.0000 1395.89 21.7500
 12823.32 5634.74 15.5000 1345.85 21.5650
 13438.21 5876.79 16.0000 1300.35 21.3727
 14033.65 6108.85 16.5000 1258.78 21.1732
 14611.33 6331.63 17.0000 1220.58 20.9667
 15172.67 6545.76 17.5000 1185.34 20.7533
 15718.95 6751.79 18.0000 1152.71 20.5331
 16251.30 6950.20 18.5000 1122.43 20.3063
 16770.74 7141.42 19.0000 1094.21 20.0729
 17278.13 7325.84 19.5000 1067.83 19.8330
 17774.28 7503.79 20.0000 1043.10 19.5867
 18259.90 7675.59 20.5000 1019.86 19.3342
 18735.63 7841.51 21.0000 997.99 19.0754
 19202.08 8001.81 21.5000 977.36 18.8104
 19659.77 8156.70 22.0000 957.85 18.5394
 20109.19 8306.41 22.5000 939.36 18.2623
 20550.77 8451.11 23.0000 921.81 17.9793
 20984.92 8590.98 23.5000 905.12 17.6904
 21412.01 8726.18 24.0000 889.23 17.3957
 21832.40 8856.86 24.5000 874.08 17.0951
 22246.39 8983.15 25.0000 859.62 16.7888
-1.00 -1.00 -1.0000 -1.00 -1.0000
33.0000
 5326.04 2556.41 10.0000 1254.66 23.7073
 5916.15 2814.43 10.5000 1322.18 23.5124
 6538.03 3083.90 11.0000 1389.58 23.3275
 7191.65 3364.69 11.5000 1456.86 23.1517
 7876.99 3656.70 12.0000 1524.11 22.9841
 8594.11 3959.84 12.5000 1591.47 22.8241
 9343.12 4274.07 13.0000 1659.10 22.6712
 10090.26 4585.22 13.5000 1581.81 22.5176
 10804.51 4880.38 14.0000 1513.13 22.3559
 11489.59 5161.19 14.5000 1451.85 22.1864
 12148.61 5428.99 15.0000 1396.74 22.0093
 12784.14 5684.93 15.5000 1346.87 21.8247
 13398.43 5929.97 16.0000 1301.54 21.6329
 13993.40 6164.97 16.5000 1260.10 21.4340
 14570.69 6390.64 17.0000 1222.03 21.2281
 15131.74 6607.60 17.5000 1186.91 21.0154
 15677.83 6816.42 18.0000 1154.40 20.7959
 16210.08 7017.59 18.5000 1124.23 20.5698
 16729.49 7211.53 19.0000 1096.11 20.3372
 17236.93 7398.63 19.5000 1069.81 20.0982
 17733.19 7579.23 20.0000 1045.17 19.8529
 18218.99 7753.64 20.5000 1022.02 19.6012
 18694.98 7922.15 21.0000 1000.23 19.3435
 19161.73 8085.01 21.5000 979.67 19.0796
 19619.79 8242.44 22.0000 960.23 18.8097
 20069.62 8394.65 22.5000 941.80 18.5338
 20511.68 8541.84 23.0000 924.31 18.2520
 20946.35 8684.18 23.5000 907.68 17.9644
 21374.02 8821.83 24.0000 891.85 17.6709
 21795.02 8954.93 24.5000 876.76 17.3717
 22209.69 9083.63 25.0000 862.35 17.0669
-1.00 -1.00 -1.0000 -1.00 -1.0000
33.2000
 5301.48 2573.08 10.0000 1253.48 23.9635
 5889.93 2833.52 10.5000 1321.14 23.7688
 6510.15 3105.57 11.0000 1388.69 23.5841
 7162.13 3389.13 11.5000 1456.14 23.4085
 7845.86 3684.09 12.0000 1523.58 23.2412
 8561.42 3990.37 12.5000 1591.18 23.0815
 9308.93 4307.93 13.0000 1659.05 22.9288
 10054.69 4622.45 13.5000 1582.02 22.7755
 10767.76 4920.90 14.0000 1513.57 22.6141
 11451.82 5204.90 14.5000 1452.50 22.4450
 12109.96 5475.82 15.0000 1397.57 22.2684
 12744.75 5734.80 15.5000 1347.88 22.0843
 13358.42 5982.84 16.0000 1302.70 21.8930
 13952.88 6220.77 16.5000 1261.40 21.6946
 14529.77 6449.31 17.0000 1223.46 21.4894
 15090.52 6669.11 17.5000 1188.46 21.2773
 15636.39 6880.73 18.0000 1156.07 21.0585
 16168.51 7084.64 18.5000 1126.01 20.8332
 16687.87 7281.29 19.0000 1097.98 20.6014
 17195.33 7471.07 19.5000 1071.77 20.3632
 17691.68 7654.32 20.0000 1047.21 20.1188
 18177.65 7831.35 20.5000 1024.15 19.8681
 18653.86 8002.45 21.0000 1002.44 19.6113
 19120.90 8167.87 21.5000 981.96 19.3485
 19579.30 8327.84 22.0000 962.58 19.0797
 20029.53 8482.57 22.5000 944.22 18.8050
 20472.03 8632.25 23.0000 926.78 18.5244
 20907.21 8777.05 23.5000 910.22 18.2380
 21335.43 8917.15 24.0000 894.45 17.9459
 21757.03 9052.68 24.5000 879.42 17.6481
 22172.34 9183.79 25.0000 865.06 17.3447
-1.00 -1.00 -1.0000 -1.00 -1.0000
33.4000
 5277.18 2589.23 10.0000 1252.31 24.2153
 5863.96 2852.02 10.5000 1320.10 24.0208
 6482.53 3126.60 11.0000 1387.79 23.8363
 7132.88 3412.87 11.5000 1455.41 23.6609
 7815.02 3710.71 12.0000 1523.04 23.4938
 8529.02 4020.06 12.5000 1590.86 23.3344
 9275.03 4340.88 13.0000 1658.98 23.1820
 10019.42 4658.72 13.5000 1582.20 23.0290
 10731.29 4960.37 14.0000 1513.98 22.8680
 11414.32 5247.51 14.5000 1453.11 22.6992
 12071.57 5521.48 15.0000 1398.36 22.5230
 12705.60 5783.46 15.5000 1348.84 22.3394
 13318.64 6034.43 16.0000 1303.82 22.1486
 13912.58 6275.23 16.5000 1262.66 21.9508
 14489.04 6506.61 17.0000 1224.83 21.7461
 15049.46 6729.19 17.5000 1189.96 21.5347
 15595.10 6943.54 18.0000 1157.69 21.3166
 16127.07 7150.16 18.5000 1127.72 21.0920
 16646.35 7349.48 19.0000 1099.79 20.8610
 17153.80 7541.89 19.5000 1073.67 20.6237
 17650.23 7727.74 20.0000 1049.20 20.3801
 18136.32 7907.34 20.5000 1026.22 20.1304
 18612.73 8080.99 21.0000 1004.60 19.8746
 19080.03 8248.92 21.5000 984.18 19.6128
 19538.74 8411.39 22.0000 964.86 19.3450
 19989.34 8568.59 22.5000 946.56 19.0715
 20432.25 8720.72 23.0000 929.20 18.7921
 20867.90 8867.95 23.5000 912.69 18.5069
 21296.64 9010.46 24.0000 896.99 18.2161
 21718.81 9148.38 24.5000 882.01 17.9196
 22134.73 9281.86 25.0000 867.70 17.6176
-1.00 -1.00 -1.0000 -1.00 -1.0000
33.6000
 5252.84 2605.17 10.0000 1251.13 24.4668
 5837.95 2870.31 10.5000 1319.04 24.2725
 6454.87 3147.41 11.0000 1386.89 24.0882
 7103.57 3436.36 11.5000 1454.67 23.9131
 7784.10 3737.08 12.0000 1522.49 23.7463
 8496.52 4049.49 12.5000 1590.54 23.5871
 9241.01 4373.56 13.0000 1658.90 23.4350
 9984.00 4694.69 13.5000 1582.37 23.2822
 10694.66 4999.55 14.0000 1514.38 23.1215
 11376.64 5289.80 14.5000 1453.70 22.9532
 12032.97 5566.83 15.0000 1399.13 22.7773
 12666.23 5831.79 15.5000 1349.78 22.5942
 13278.61 6085.68 16.0000 1304.91 22.4039
 13872.00 6329.36 16.5000 1263.88 22.2067
 14448.02 6563.55 17.0000 1226.19 22.0026
 15008.09 6788.91 17.5000 1191.43 21.7918
 15553.47 7006.00 18.0000 1159.28 21.5744
 16085.26 7215.31 18.5000 1129.42 21.3506
 16604.44 7417.30 19.0000 1101.57 21.1203
 17111.87 7612.34 19.5000 1075.55 20.8838
 17608.34 7800.79 20.0000 1051.17 20.6411
 18094.54 7982.96 20.5000 1028.28 20.3923
 18571.12 8159.15 21.0000 1006.72 20.1375
 19038.66 8329.61 21.5000 986.37 19.8768
 19497.66 8494.57 22.0000 967.13 19.6101
 19948.59 8654.24 22.5000 948.89 19.3376
 20391.91 8808.82 23.0000 931.59 19.0594
 20828.00 8958.49 23.5000 915.15 18.7755
 21257.23 9103.41 24.0000 899.50 18.4860
 21679.95 9243.73 24.5000 884.57 18.1909
 22096.45 9379.58 25.0000 870.31 17.8902
-1.00 -1.00 -1.0000 -1.00 -1.0000
33.8000
 5228.54 2621.00 10.0000 1249.94 24.7185
 5811.98 2888.47 10.5000 1317.99 24.5244
 6427.22 3168.08 11.0000 1385.98 24.3404
 7074.27 3459.73 11.5000 1453.93 24.1655
 7753.16 3763.30 12.0000 1521.94 23.9989
 8464.00 4078.76 12.5000 1590.20 23.8400
 9206.94 4406.08 13.0000 1658.81 23.6881
 9948.53 4730.50 13.5000 1582.53 23.5357
 10657.95 5038.56 14.0000 1514.77 23.3753
 11338.86 5331.94 14.5000 1454.28 23.2074
 11994.26 5612.01 15.0000 1399.89 23.0319
 12626.72 5879.95 15.5000 1350.71 22.8493
 13238.42 6136.76 16.0000 1306.00 22.6595
 13831.25 6383.31 16.5000 1265.10 22.4628
 14406.80 6620.33 17.0000 1227.54 22.2593
 14966.50 6848.47 17.5000 1192.90 22.0492
 15511.60 7068.29 18.0000 1160.87 21.8325
 16043.20 7280.31 18.5000 1131.10 21.6093
 16562.26 7484.96 19.0000 1103.35 21.3799
 17069.64 7682.63 19.5000 1077.42 21.1442
 17566.13 7873.69 20.0000 1053.13 20.9024
 18052.43 8058.44 20.5000 1030.32 20.6545
